metric,population,perm_id,perm_stat,matched_regions,obs_stat
Pi,Landrace,2951,0.00189159,274,0.005462305
Pi,Landrace,2952,0.0020075825,274,0.005462305
Pi,Landrace,2953,0.00185189,274,0.005462305
Pi,Landrace,2954,0.00190559425,274,0.005462305
Pi,Landrace,2955,0.001825865,274,0.005462305
Pi,Landrace,2956,0.00183869,274,0.005462305
Pi,Landrace,2957,0.00184647,274,0.005462305
Pi,Landrace,2958,0.001830035,274,0.005462305
Pi,Landrace,2959,0.00193987,274,0.005462305
Pi,Landrace,2960,0.00203082,274,0.005462305
Pi,Landrace,2961,0.001937475,274,0.005462305
Pi,Landrace,2962,0.001897885,274,0.005462305
Pi,Landrace,2963,0.001898025,274,0.005462305
Pi,Landrace,2964,0.0020036685,274,0.005462305
Pi,Landrace,2965,0.001858035,274,0.005462305
Pi,Landrace,2966,0.00191638,274,0.005462305
Pi,Landrace,2967,0.0018700175,274,0.005462305
Pi,Landrace,2968,0.001968615,274,0.005462305
Pi,Landrace,2969,0.0018209125,274,0.005462305
Pi,Landrace,2970,0.001915045,274,0.005462305
Pi,Landrace,2971,0.001907285,274,0.005462305
Pi,Landrace,2972,0.0020240625,274,0.005462305
Pi,Landrace,2973,0.002174205,274,0.005462305
Pi,Landrace,2974,0.002134185,274,0.005462305
Pi,Landrace,2975,0.0019937775,274,0.005462305
Pi,Landrace,2976,0.001976565,274,0.005462305
Pi,Landrace,2977,0.00187078,274,0.005462305
Pi,Landrace,2978,0.001964895,274,0.005462305
Pi,Landrace,2979,0.00197512,274,0.005462305
Pi,Landrace,2980,0.0017284225,274,0.005462305
Pi,Landrace,2981,0.0019255225,274,0.005462305
Pi,Landrace,2982,0.0018486275,274,0.005462305
Pi,Landrace,2983,0.0018021925,274,0.005462305
Pi,Landrace,2984,0.001878265,274,0.005462305
Pi,Landrace,2985,0.001883935,274,0.005462305
Pi,Landrace,2986,0.001811925,274,0.005462305
Pi,Landrace,2987,0.001837885,274,0.005462305
Pi,Landrace,2988,0.00197769005,274,0.005462305
Pi,Landrace,2989,0.0019193875,274,0.005462305
Pi,Landrace,2990,0.00206621775,274,0.005462305
Pi,Landrace,2991,0.0019632325,274,0.005462305
Pi,Landrace,2992,0.0019879,274,0.005462305
Pi,Landrace,2993,0.00197547,274,0.005462305
Pi,Landrace,2994,0.0019863625,274,0.005462305
Pi,Landrace,2995,0.0018383225,274,0.005462305
Pi,Landrace,2996,0.0018919425,274,0.005462305
Pi,Landrace,2997,0.00192861,274,0.005462305
Pi,Landrace,2998,0.0019695325,274,0.005462305
Pi,Landrace,2999,0.0018347775,274,0.005462305
Pi,Landrace,3000,0.001782695,274,0.005462305
Pi,Landrace,3001,0.0019502775,274,0.005462305
Pi,Landrace,3002,0.00204103,274,0.005462305
Pi,Landrace,3003,0.0018925525,274,0.005462305
Pi,Landrace,3004,0.0018728625,274,0.005462305
Pi,Landrace,3005,0.001894835,274,0.005462305
Pi,Landrace,3006,0.00211604,274,0.005462305
Pi,Landrace,3007,0.00199938,274,0.005462305
Pi,Landrace,3008,0.0019784215,274,0.005462305
Pi,Landrace,3009,0.0019733275,274,0.005462305
Pi,Landrace,3010,0.00192099,274,0.005462305
Pi,Landrace,3011,0.0018880775,274,0.005462305
Pi,Landrace,3012,0.0020653225,274,0.005462305
Pi,Landrace,3013,0.00192432,274,0.005462305
Pi,Landrace,3014,0.0019281,274,0.005462305
Pi,Landrace,3015,0.0020028125,274,0.005462305
Pi,Landrace,3016,0.0019349075,274,0.005462305
Pi,Landrace,3017,0.00181799075,274,0.005462305
Pi,Landrace,3018,0.001845635,274,0.005462305
Pi,Landrace,3019,0.0021467225,274,0.005462305
Pi,Landrace,3020,0.001796755,274,0.005462305
Pi,Landrace,3021,0.00185389,274,0.005462305
Pi,Landrace,3022,0.00187629,274,0.005462305
Pi,Landrace,3023,0.001937715,274,0.005462305
Pi,Landrace,3024,0.0020130675,274,0.005462305
Pi,Landrace,3025,0.001950295,274,0.005462305
Pi,Landrace,3026,0.002030995,274,0.005462305
Pi,Landrace,3027,0.00200803,274,0.005462305
Pi,Landrace,3028,0.0018019825,274,0.005462305
Pi,Landrace,3029,0.00186597,274,0.005462305
Pi,Landrace,3030,0.00198548,274,0.005462305
Pi,Landrace,3031,0.001991195,274,0.005462305
Pi,Landrace,3032,0.00200098,274,0.005462305
Pi,Landrace,3033,0.00179007,274,0.005462305
Pi,Landrace,3034,0.00191368,274,0.005462305
Pi,Landrace,3035,0.00225775,274,0.005462305
Pi,Landrace,3036,0.00197513,274,0.005462305
Pi,Landrace,3037,0.0020110475,274,0.005462305
Pi,Landrace,3038,0.00214473,274,0.005462305
Pi,Landrace,3039,0.0020632375,274,0.005462305
Pi,Landrace,3040,0.00198563,274,0.005462305
Pi,Landrace,3041,0.00181248,274,0.005462305
Pi,Landrace,3042,0.0019487475,274,0.005462305
Pi,Landrace,3043,0.00182566,274,0.005462305
Pi,Landrace,3044,0.00182313125,274,0.005462305
Pi,Landrace,3045,0.0018505175,274,0.005462305
Pi,Landrace,3046,0.0019195925,274,0.005462305
Pi,Landrace,3047,0.001847355,274,0.005462305
Pi,Landrace,3048,0.00192684175,274,0.005462305
Pi,Landrace,3049,0.0018580325,274,0.005462305
Pi,Landrace,3050,0.0018836975,274,0.005462305
Pi,Landrace,3051,0.001956195,274,0.005462305
Pi,Landrace,3052,0.002103385,274,0.005462305
Pi,Landrace,3053,0.00186838,274,0.005462305
Pi,Landrace,3054,0.00198025,274,0.005462305
Pi,Landrace,3055,0.001877415,274,0.005462305
Pi,Landrace,3056,0.00202318,274,0.005462305
Pi,Landrace,3057,0.00182262325,274,0.005462305
Pi,Landrace,3058,0.0019184475,274,0.005462305
Pi,Landrace,3059,0.002033925,274,0.005462305
Pi,Landrace,3060,0.002162015,274,0.005462305
Pi,Landrace,3061,0.00184261,274,0.005462305
Pi,Landrace,3062,0.0019045,274,0.005462305
Pi,Landrace,3063,0.001779425,274,0.005462305
Pi,Landrace,3064,0.0019878575,274,0.005462305
Pi,Landrace,3065,0.002033785,274,0.005462305
Pi,Landrace,3066,0.001885015,274,0.005462305
Pi,Landrace,3067,0.001833945,274,0.005462305
Pi,Landrace,3068,0.0019249825,274,0.005462305
Pi,Landrace,3069,0.001911715,274,0.005462305
Pi,Landrace,3070,0.00187244,274,0.005462305
Pi,Landrace,3071,0.001909005,274,0.005462305
Pi,Landrace,3072,0.0018019025,274,0.005462305
Pi,Landrace,3073,0.0018370275,274,0.005462305
Pi,Landrace,3074,0.001910475,274,0.005462305
Pi,Landrace,3075,0.0019687075,274,0.005462305
Pi,Landrace,3076,0.00186349,274,0.005462305
Pi,Landrace,3077,0.0017755525,274,0.005462305
Pi,Landrace,3078,0.00194147,274,0.005462305
Pi,Landrace,3079,0.0018106875,274,0.005462305
Pi,Landrace,3080,0.00192321,274,0.005462305
Pi,Landrace,3081,0.001710435,274,0.005462305
Pi,Landrace,3082,0.001973545,274,0.005462305
Pi,Landrace,3083,0.001851135,274,0.005462305
Pi,Landrace,3084,0.0019897775,274,0.005462305
Pi,Landrace,3085,0.0018582925,274,0.005462305
Pi,Landrace,3086,0.001971865,274,0.005462305
Pi,Landrace,3087,0.0016927675,274,0.005462305
Pi,Landrace,3088,0.0020423675,274,0.005462305
Pi,Landrace,3089,0.001886955,274,0.005462305
Pi,Landrace,3090,0.0018034,274,0.005462305
Pi,Landrace,3091,0.0018600625,274,0.005462305
Pi,Landrace,3092,0.00190274,274,0.005462305
Pi,Landrace,3093,0.001995695,274,0.005462305
Pi,Landrace,3094,0.00188108,274,0.005462305
Pi,Landrace,3095,0.0020826525,274,0.005462305
Pi,Landrace,3096,0.0021145475,274,0.005462305
Pi,Landrace,3097,0.001988695,274,0.005462305
Pi,Landrace,3098,0.0021073725,274,0.005462305
Pi,Landrace,3099,0.001920415,274,0.005462305
Pi,Landrace,3100,0.001913165,274,0.005462305
Pi,Landrace,3101,0.00168468,274,0.005462305
Pi,Landrace,3102,0.00191027,274,0.005462305
Pi,Landrace,3103,0.0020445025,274,0.005462305
Pi,Landrace,3104,0.0018970375,274,0.005462305
Pi,Landrace,3105,0.00203976975,274,0.005462305
Pi,Landrace,3106,0.0021331725,274,0.005462305
Pi,Landrace,3107,0.0018348875,274,0.005462305
Pi,Landrace,3108,0.001805505,274,0.005462305
Pi,Landrace,3109,0.0018565425,274,0.005462305
Pi,Landrace,3110,0.001883395,274,0.005462305
Pi,Landrace,3111,0.0019016525,274,0.005462305
Pi,Landrace,3112,0.001723395,274,0.005462305
Pi,Landrace,3113,0.0019324425,274,0.005462305
Pi,Landrace,3114,0.001883248,274,0.005462305
Pi,Landrace,3115,0.001970636,274,0.005462305
Pi,Landrace,3116,0.00197023,274,0.005462305
Pi,Landrace,3117,0.0019239675,274,0.005462305
Pi,Landrace,3118,0.0017730675,274,0.005462305
Pi,Landrace,3119,0.0019426725,274,0.005462305
Pi,Landrace,3120,0.0018443,274,0.005462305
Pi,Landrace,3121,0.00203237,274,0.005462305
Pi,Landrace,3122,0.0020255425,274,0.005462305
Pi,Landrace,3123,0.0018795275,274,0.005462305
Pi,Landrace,3124,0.001983085,274,0.005462305
Pi,Landrace,3125,0.00191564,274,0.005462305
Pi,Landrace,3126,0.0020560625,274,0.005462305
Pi,Landrace,3127,0.0019274275,274,0.005462305
Pi,Landrace,3128,0.0018739475,274,0.005462305
Pi,Landrace,3129,0.0019359,274,0.005462305
Pi,Landrace,3130,0.00182697,274,0.005462305
Pi,Landrace,3131,0.0020438475,274,0.005462305
Pi,Landrace,3132,0.00208883,274,0.005462305
Pi,Landrace,3133,0.00206796,274,0.005462305
Pi,Landrace,3134,0.00184405,274,0.005462305
Pi,Landrace,3135,0.00183018,274,0.005462305
Pi,Landrace,3136,0.0019790075,274,0.005462305
Pi,Landrace,3137,0.00196651,274,0.005462305
Pi,Landrace,3138,0.00195636,274,0.005462305
Pi,Landrace,3139,0.001933985,274,0.005462305
Pi,Landrace,3140,0.001793215,274,0.005462305
Pi,Landrace,3141,0.0018029275,274,0.005462305
Pi,Landrace,3142,0.0019379825,274,0.005462305
Pi,Landrace,3143,0.00209718,274,0.005462305
Pi,Landrace,3144,0.002037885,274,0.005462305
Pi,Landrace,3145,0.001978915,274,0.005462305
Pi,Landrace,3146,0.0020062525,274,0.005462305
Pi,Landrace,3147,0.00181205075,274,0.005462305
Pi,Landrace,3148,0.002081685,274,0.005462305
Pi,Landrace,3149,0.0019887775,274,0.005462305
Pi,Landrace,3150,0.00206034,274,0.005462305
Pi,Landrace,3151,0.001854429,274,0.005462305
Pi,Landrace,3152,0.0018438075,274,0.005462305
Pi,Landrace,3153,0.002052795,274,0.005462305
Pi,Landrace,3154,0.00210534475,274,0.005462305
Pi,Landrace,3155,0.00210437,274,0.005462305
Pi,Landrace,3156,0.00192336,274,0.005462305
Pi,Landrace,3157,0.001972400185,274,0.005462305
Pi,Landrace,3158,0.0018582775,274,0.005462305
Pi,Landrace,3159,0.001977475,274,0.005462305
Pi,Landrace,3160,0.0021090025,274,0.005462305
Pi,Landrace,3161,0.00198264,274,0.005462305
Pi,Landrace,3162,0.0019443825,274,0.005462305
Pi,Landrace,3163,0.001914665,274,0.005462305
Pi,Landrace,3164,0.0018683875,274,0.005462305
Pi,Landrace,3165,0.002010825,274,0.005462305
Pi,Landrace,3166,0.001959695,274,0.005462305
Pi,Landrace,3167,0.0019464925,274,0.005462305
Pi,Landrace,3168,0.001885145,274,0.005462305
Pi,Landrace,3169,0.0020163,274,0.005462305
Pi,Landrace,3170,0.001918165,274,0.005462305
Pi,Landrace,3171,0.00202252,274,0.005462305
Pi,Landrace,3172,0.001990525,274,0.005462305
Pi,Landrace,3173,0.001856677,274,0.005462305
Pi,Landrace,3174,0.00186044975,274,0.005462305
Pi,Landrace,3175,0.00188855,274,0.005462305
Pi,Landrace,3176,0.0018810025,274,0.005462305
Pi,Landrace,3177,0.001865635,274,0.005462305
Pi,Landrace,3178,0.0018837575,274,0.005462305
Pi,Landrace,3179,0.0018760675,274,0.005462305
Pi,Landrace,3180,0.001961175,274,0.005462305
Pi,Landrace,3181,0.001884535,274,0.005462305
Pi,Landrace,3182,0.0019711375,274,0.005462305
Pi,Landrace,3183,0.0020518225,274,0.005462305
Pi,Landrace,3184,0.0020072575,274,0.005462305
Pi,Landrace,3185,0.00184313,274,0.005462305
Pi,Landrace,3186,0.0019337225,274,0.005462305
Pi,Landrace,3187,0.0020203725,274,0.005462305
Pi,Landrace,3188,0.0018463225,274,0.005462305
Pi,Landrace,3189,0.002056745,274,0.005462305
Pi,Landrace,3190,0.00181969,274,0.005462305
Pi,Landrace,3191,0.00186659,274,0.005462305
Pi,Landrace,3192,0.002022895,274,0.005462305
Pi,Landrace,3193,0.00187709,274,0.005462305
Pi,Landrace,3194,0.00173870475,274,0.005462305
Pi,Landrace,3195,0.0019711025,274,0.005462305
Pi,Landrace,3196,0.00191764375,274,0.005462305
Pi,Landrace,3197,0.0020458425,274,0.005462305
Pi,Landrace,3198,0.00176722,274,0.005462305
Pi,Landrace,3199,0.001992965,274,0.005462305
Pi,Landrace,3200,0.001876324,274,0.005462305
Pi,Landrace,3201,0.0019421325,274,0.005462305
Pi,Landrace,3202,0.001982195,274,0.005462305
Pi,Landrace,3203,0.001949885,274,0.005462305
Pi,Landrace,3204,0.002009775,274,0.005462305
Pi,Landrace,3205,0.0020849475,274,0.005462305
Pi,Landrace,3206,0.0019187125,274,0.005462305
Pi,Landrace,3207,0.00195039,274,0.005462305
Pi,Landrace,3208,0.00204565,274,0.005462305
Pi,Landrace,3209,0.0018487225,274,0.005462305
Pi,Landrace,3210,0.002010895,274,0.005462305
Pi,Landrace,3211,0.001922955,274,0.005462305
Pi,Landrace,3212,0.00199866,274,0.005462305
Pi,Landrace,3213,0.001939825,274,0.005462305
Pi,Landrace,3214,0.001959095,274,0.005462305
Pi,Landrace,3215,0.0019677175,274,0.005462305
Pi,Landrace,3216,0.002052795,274,0.005462305
Pi,Landrace,3217,0.0018114175,274,0.005462305
Pi,Landrace,3218,0.001918555,274,0.005462305
Pi,Landrace,3219,0.0020030625,274,0.005462305
Pi,Landrace,3220,0.00192979,274,0.005462305
Pi,Landrace,3221,0.0019644,274,0.005462305
Pi,Landrace,3222,0.001973555,274,0.005462305
Pi,Landrace,3223,0.001829305,274,0.005462305
Pi,Landrace,3224,0.001915205,274,0.005462305
Pi,Landrace,3225,0.0018630575,274,0.005462305
Pi,Landrace,3226,0.001976455,274,0.005462305
Pi,Landrace,3227,0.001892905,274,0.005462305
Pi,Landrace,3228,0.0018352925,274,0.005462305
Pi,Landrace,3229,0.0019788395,274,0.005462305
Pi,Landrace,3230,0.0018973515,274,0.005462305
Pi,Landrace,3231,0.0020142075,274,0.005462305
Pi,Landrace,3232,0.0019254575,274,0.005462305
Pi,Landrace,3233,0.00198618,274,0.005462305
Pi,Landrace,3234,0.00203214675,274,0.005462305
Pi,Landrace,3235,0.002040935,274,0.005462305
Pi,Landrace,3236,0.0019245895,274,0.005462305
Pi,Landrace,3237,0.00194311,274,0.005462305
Pi,Landrace,3238,0.0017977575,274,0.005462305
Pi,Landrace,3239,0.0020058675,274,0.005462305
Pi,Landrace,3240,0.00193562,274,0.005462305
Pi,Landrace,3241,0.00181536,274,0.005462305
Pi,Landrace,3242,0.0018925525,274,0.005462305
Pi,Landrace,3243,0.0020348225,274,0.005462305
Pi,Landrace,3244,0.0019986575,274,0.005462305
Pi,Landrace,3245,0.001949915,274,0.005462305
Pi,Landrace,3246,0.001893299,274,0.005462305
Pi,Landrace,3247,0.001932545,274,0.005462305
Pi,Landrace,3248,0.00196096825,274,0.005462305
Pi,Landrace,3249,0.001797595,274,0.005462305
Pi,Landrace,3250,0.00184598,274,0.005462305
Pi,Landrace,3251,0.001950745,274,0.005462305
Pi,Landrace,3252,0.0018292275,274,0.005462305
Pi,Landrace,3253,0.0017680275,274,0.005462305
Pi,Landrace,3254,0.001857526,274,0.005462305
Pi,Landrace,3255,0.00195969,274,0.005462305
Pi,Landrace,3256,0.0019273175,274,0.005462305
Pi,Landrace,3257,0.0020939325,274,0.005462305
Pi,Landrace,3258,0.00193737,274,0.005462305
Pi,Landrace,3259,0.002001395,274,0.005462305
Pi,Landrace,3260,0.00194847,274,0.005462305
Pi,Landrace,3261,0.0018035925,274,0.005462305
Pi,Landrace,3262,0.00181671,274,0.005462305
Pi,Landrace,3263,0.0019934725,274,0.005462305
Pi,Landrace,3264,0.0018479525,274,0.005462305
Pi,Landrace,3265,0.001908845,274,0.005462305
Pi,Landrace,3266,0.001930705,274,0.005462305
Pi,Landrace,3267,0.001936625,274,0.005462305
Pi,Landrace,3268,0.001856195,274,0.005462305
Pi,Landrace,3269,0.0021167515,274,0.005462305
Pi,Landrace,3270,0.0019563,274,0.005462305
Pi,Landrace,3271,0.0019506725,274,0.005462305
Pi,Landrace,3272,0.0017438225,274,0.005462305
Pi,Landrace,3273,0.002061385,274,0.005462305
Pi,Landrace,3274,0.0019985675,274,0.005462305
Pi,Landrace,3275,0.0018977725,274,0.005462305
Pi,Landrace,3276,0.0018414825,274,0.005462305
Pi,Landrace,3277,0.001889536,274,0.005462305
Pi,Landrace,3278,0.00186455,274,0.005462305
Pi,Landrace,3279,0.00202571,274,0.005462305
Pi,Landrace,3280,0.0018817425,274,0.005462305
Pi,Landrace,3281,0.00205981525,274,0.005462305
Pi,Landrace,3282,0.0019511975,274,0.005462305
Pi,Landrace,3283,0.00182005,274,0.005462305
Pi,Landrace,3284,0.0016901275,274,0.005462305
Pi,Landrace,3285,0.0019443075,274,0.005462305
Pi,Landrace,3286,0.0019114725,274,0.005462305
Pi,Landrace,3287,0.001980385,274,0.005462305
Pi,Landrace,3288,0.001951285,274,0.005462305
Pi,Landrace,3289,0.0020685125,274,0.005462305
Pi,Landrace,3290,0.00203397,274,0.005462305
Pi,Landrace,3291,0.0018231825,274,0.005462305
Pi,Landrace,3292,0.0018939475,274,0.005462305
Pi,Landrace,3293,0.0018986875,274,0.005462305
Pi,Landrace,3294,0.00186635,274,0.005462305
Pi,Landrace,3295,0.0019367075,274,0.005462305
Pi,Landrace,3296,0.0018715975,274,0.005462305
Pi,Landrace,3297,0.002075845,274,0.005462305
Pi,Landrace,3298,0.001913285,274,0.005462305
Pi,Landrace,3299,0.001939865,274,0.005462305
Pi,Landrace,3300,0.0018046325,274,0.005462305
Pi,Landrace,3301,0.0020123025,274,0.005462305
Pi,Landrace,3302,0.0020155925,274,0.005462305
Pi,Landrace,3303,0.001926385,274,0.005462305
Pi,Landrace,3304,0.0019297075,274,0.005462305
Pi,Landrace,3305,0.001904685,274,0.005462305
Pi,Landrace,3306,0.001861285,274,0.005462305
Pi,Landrace,3307,0.00196585,274,0.005462305
Pi,Landrace,3308,0.001843761,274,0.005462305
Pi,Landrace,3309,0.0018107305,274,0.005462305
Pi,Landrace,3310,0.00192276,274,0.005462305
Pi,Landrace,3311,0.00185702,274,0.005462305
Pi,Landrace,3312,0.0019976075,274,0.005462305
Pi,Landrace,3313,0.0019148825,274,0.005462305
Pi,Landrace,3314,0.0019349425,274,0.005462305
Pi,Landrace,3315,0.001946575,274,0.005462305
Pi,Landrace,3316,0.00203148,274,0.005462305
Pi,Landrace,3317,0.002045335,274,0.005462305
Pi,Landrace,3318,0.0019739725,274,0.005462305
Pi,Landrace,3319,0.00195608,274,0.005462305
Pi,Landrace,3320,0.0019959375,274,0.005462305
Pi,Landrace,3321,0.0019154025,274,0.005462305
Pi,Landrace,3322,0.0019182925,274,0.005462305
Pi,Landrace,3323,0.0018229175,274,0.005462305
Pi,Landrace,3324,0.00209788,274,0.005462305
Pi,Landrace,3325,0.00190687925,274,0.005462305
Pi,Landrace,3326,0.00186373,274,0.005462305
Pi,Landrace,3327,0.001808545,274,0.005462305
Pi,Landrace,3328,0.00204323925,274,0.005462305
Pi,Landrace,3329,0.001926635,274,0.005462305
Pi,Landrace,3330,0.001832795,274,0.005462305
Pi,Landrace,3331,0.0018478425,274,0.005462305
Pi,Landrace,3332,0.0019751605,274,0.005462305
Pi,Landrace,3333,0.001812815,274,0.005462305
Pi,Landrace,3334,0.001821875,274,0.005462305
Pi,Landrace,3335,0.001967315,274,0.005462305
Pi,Landrace,3336,0.00204508,274,0.005462305
Pi,Landrace,3337,0.00198054,274,0.005462305
Pi,Landrace,3338,0.00185684925,274,0.005462305
Pi,Landrace,3339,0.00196454,274,0.005462305
Pi,Landrace,3340,0.001977595,274,0.005462305
Pi,Landrace,3341,0.0017028265,274,0.005462305
Pi,Landrace,3342,0.0019550725,274,0.005462305
Pi,Landrace,3343,0.00188897,274,0.005462305
Pi,Landrace,3344,0.001863685,274,0.005462305
Pi,Landrace,3345,0.00196585,274,0.005462305
Pi,Landrace,3346,0.00215081,274,0.005462305
Pi,Landrace,3347,0.0018770845,274,0.005462305
Pi,Landrace,3348,0.00188766,274,0.005462305
Pi,Landrace,3349,0.0019552375,274,0.005462305
Pi,Landrace,3350,0.00197728675,274,0.005462305
Pi,Landrace,3351,0.0021024375,274,0.005462305
Pi,Landrace,3352,0.0019195875,274,0.005462305
Pi,Landrace,3353,0.00183666,274,0.005462305
Pi,Landrace,3354,0.0020785125,274,0.005462305
Pi,Landrace,3355,0.002098545,274,0.005462305
Pi,Landrace,3356,0.00192573,274,0.005462305
Pi,Landrace,3357,0.0018129025,274,0.005462305
Pi,Landrace,3358,0.002054545,274,0.005462305
Pi,Landrace,3359,0.0019271625,274,0.005462305
Pi,Landrace,3360,0.0017689225,274,0.005462305
Pi,Landrace,3361,0.0019550275,274,0.005462305
Pi,Landrace,3362,0.00198045625,274,0.005462305
Pi,Landrace,3363,0.00192485,274,0.005462305
Pi,Landrace,3364,0.002010455,274,0.005462305
Pi,Landrace,3365,0.001809725,274,0.005462305
Pi,Landrace,3366,0.001853595,274,0.005462305
Pi,Landrace,3367,0.001834825,274,0.005462305
Pi,Landrace,3368,0.00197022,274,0.005462305
Pi,Landrace,3369,0.0018418075,274,0.005462305
Pi,Landrace,3370,0.0019593,274,0.005462305
Pi,Landrace,3371,0.0019391625,274,0.005462305
Pi,Landrace,3372,0.001888715,274,0.005462305
Pi,Landrace,3373,0.00179016,274,0.005462305
Pi,Landrace,3374,0.001853715,274,0.005462305
Pi,Landrace,3375,0.0018196725,274,0.005462305
Pi,Landrace,3376,0.001891195,274,0.005462305
Pi,Landrace,3377,0.0019249325,274,0.005462305
Pi,Landrace,3378,0.0016723175,274,0.005462305
Pi,Landrace,3379,0.0018777625,274,0.005462305
Pi,Landrace,3380,0.0021064175,274,0.005462305
Pi,Landrace,3381,0.0018220325,274,0.005462305
Pi,Landrace,3382,0.0017650975,274,0.005462305
Pi,Landrace,3383,0.0019925525,274,0.005462305
Pi,Landrace,3384,0.00197351,274,0.005462305
Pi,Landrace,3385,0.00194366,274,0.005462305
Pi,Landrace,3386,0.00190348,274,0.005462305
Pi,Landrace,3387,0.0019062825,274,0.005462305
Pi,Landrace,3388,0.0018548275,274,0.005462305
Pi,Landrace,3389,0.0018813275,274,0.005462305
Pi,Landrace,3390,0.00195387,274,0.005462305
Pi,Landrace,3391,0.001996995,274,0.005462305
Pi,Landrace,3392,0.00179339,274,0.005462305
Pi,Landrace,3393,0.00190502,274,0.005462305
Pi,Landrace,3394,0.00212224,274,0.005462305
Pi,Landrace,3395,0.0018428,274,0.005462305
Pi,Landrace,3396,0.00163685,274,0.005462305
Pi,Landrace,3397,0.001982665,274,0.005462305
Pi,Landrace,3398,0.001809615,274,0.005462305
Pi,Landrace,3399,0.00191927,274,0.005462305
Pi,Landrace,3400,0.001949615,274,0.005462305
Pi,Landrace,3401,0.0018413425,274,0.005462305
Pi,Landrace,3402,0.00192107,274,0.005462305
Pi,Landrace,3403,0.00191724,274,0.005462305
Pi,Landrace,3404,0.0020580925,274,0.005462305
Pi,Landrace,3405,0.0020662875,274,0.005462305
Pi,Landrace,3406,0.0019967775,274,0.005462305
Pi,Landrace,3407,0.001950604,274,0.005462305
Pi,Landrace,3408,0.00197043,274,0.005462305
Pi,Landrace,3409,0.0018178175,274,0.005462305
Pi,Landrace,3410,0.002091565,274,0.005462305
Pi,Landrace,3411,0.00188988,274,0.005462305
Pi,Landrace,3412,0.00207452,274,0.005462305
Pi,Landrace,3413,0.0019413425,274,0.005462305
Pi,Landrace,3414,0.00184118325,274,0.005462305
Pi,Landrace,3415,0.00201776,274,0.005462305
Pi,Landrace,3416,0.0017981575,274,0.005462305
Pi,Landrace,3417,0.001911955,274,0.005462305
Pi,Landrace,3418,0.00187917,274,0.005462305
Pi,Landrace,3419,0.00179272,274,0.005462305
Pi,Landrace,3420,0.001777855,274,0.005462305
Pi,Landrace,3421,0.00191540325,274,0.005462305
Pi,Landrace,3422,0.00195963,274,0.005462305
Pi,Landrace,3423,0.001967015,274,0.005462305
Pi,Landrace,3424,0.0019273875,274,0.005462305
Pi,Landrace,3425,0.001963755,274,0.005462305
Pi,Landrace,3426,0.0019317,274,0.005462305
Pi,Landrace,3427,0.00201411,274,0.005462305
Pi,Landrace,3428,0.001968445,274,0.005462305
Pi,Landrace,3429,0.0019819025,274,0.005462305
Pi,Landrace,3430,0.0020048425,274,0.005462305
Pi,Landrace,3431,0.0018558275,274,0.005462305
Pi,Landrace,3432,0.001957135,274,0.005462305
Pi,Landrace,3433,0.00198175,274,0.005462305
Pi,Landrace,3434,0.00192878975,274,0.005462305
Pi,Landrace,3435,0.0020965195,274,0.005462305
Pi,Landrace,3436,0.0019208525,274,0.005462305
Pi,Landrace,3437,0.001962805,274,0.005462305
Pi,Landrace,3438,0.001921588125,274,0.005462305
Pi,Landrace,3439,0.00191423375,274,0.005462305
Pi,Landrace,3440,0.002035675,274,0.005462305
Pi,Landrace,3441,0.001854585,274,0.005462305
Pi,Landrace,3442,0.001857505,274,0.005462305
Pi,Landrace,3443,0.0019393875,274,0.005462305
Pi,Landrace,3444,0.001924165,274,0.005462305
Pi,Landrace,3445,0.00177146,274,0.005462305
Pi,Landrace,3446,0.0020913775,274,0.005462305
Pi,Landrace,3447,0.0017911975,274,0.005462305
Pi,Landrace,3448,0.00200745,274,0.005462305
Pi,Landrace,3449,0.0019812375,274,0.005462305
Pi,Landrace,3450,0.001978015,274,0.005462305
Pi,Landrace,3451,0.002127215,274,0.005462305
Pi,Landrace,3452,0.00198081,274,0.005462305
Pi,Landrace,3453,0.0019823675,274,0.005462305
Pi,Landrace,3454,0.0018642815,274,0.005462305
Pi,Landrace,3455,0.0020748725,274,0.005462305
Pi,Landrace,3456,0.002065985,274,0.005462305
Pi,Landrace,3457,0.0019443825,274,0.005462305
Pi,Landrace,3458,0.001989065,274,0.005462305
Pi,Landrace,3459,0.00187059,274,0.005462305
Pi,Landrace,3460,0.001921865,274,0.005462305
Pi,Landrace,3461,0.0020006205,274,0.005462305
Pi,Landrace,3462,0.0019469675,274,0.005462305
Pi,Landrace,3463,0.0018836625,274,0.005462305
Pi,Landrace,3464,0.00201227,274,0.005462305
Pi,Landrace,3465,0.001922815,274,0.005462305
Pi,Landrace,3466,0.00192344,274,0.005462305
Pi,Landrace,3467,0.00188586,274,0.005462305
Pi,Landrace,3468,0.00195523,274,0.005462305
Pi,Landrace,3469,0.0019026275,274,0.005462305
Pi,Landrace,3470,0.001829165,274,0.005462305
Pi,Landrace,3471,0.00191922,274,0.005462305
Pi,Landrace,3472,0.001833865,274,0.005462305
Pi,Landrace,3473,0.00187901,274,0.005462305
Pi,Landrace,3474,0.0020010925,274,0.005462305
Pi,Landrace,3475,0.0020834025,274,0.005462305
Pi,Landrace,3476,0.00176819875,274,0.005462305
Pi,Landrace,3477,0.001836605,274,0.005462305
Pi,Landrace,3478,0.0018384575,274,0.005462305
