comparison	region_chr	region_start	region_end	max_xpclr	n_merged_windows	gene_chr	gene_start	gene_end	strand	gene_id
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70238621	70245882	+	Sobic.001G373200
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70244682	70255542	+	Sobic.001G373300
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70252798	70261273	-	Sobic.001G373400
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70265533	70272548	+	Sobic.001G373500
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70303334	70310177	+	Sobic.001G373600
domestication_landrace_vs_wild	1	70035001	70315000	632.6215386	11	1	70307985	70323217	+	Sobic.001G373700
domestication_landrace_vs_wild	1	70360001	70445000	575.8210161	5	1	70357547	70367094	+	Sobic.001G373900
domestication_landrace_vs_wild	1	70360001	70445000	575.8210161	5	1	70371979	70381987	-	Sobic.001G374000
domestication_landrace_vs_wild	1	70360001	70445000	575.8210161	5	1	70380371	70392776	-	Sobic.001G374100
domestication_landrace_vs_wild	1	70360001	70445000	575.8210161	5	1	70404413	70412121	+	Sobic.001G374200
domestication_landrace_vs_wild	1	70360001	70445000	575.8210161	5	1	70441825	70448500	+	Sobic.001G374400
domestication_landrace_vs_wild	1	70535001	70625000	517.6791633	4	1	70525604	70535392	-	Sobic.001G375600
domestication_landrace_vs_wild	1	70535001	70625000	517.6791633	4	1	70534657	70543685	-	Sobic.001G375700
domestication_landrace_vs_wild	1	70535001	70625000	517.6791633	4	1	70542622	70547367	-	Sobic.001G375800
domestication_landrace_vs_wild	1	70535001	70625000	517.6791633	4	1	70544780	70556496	-	Sobic.001G375950
domestication_landrace_vs_wild	1	70535001	70625000	517.6791633	4	1	70587269	70593720	-	Sobic.001G376100
domestication_landrace_vs_wild	1	70535001	70625000	517.6791633	4	1	70603820	70608522	-	Sobic.001G376200
domestication_landrace_vs_wild	1	70535001	70625000	517.6791633	4	1	70620801	70625256	-	Sobic.001G376266
domestication_landrace_vs_wild	1	70535001	70625000	517.6791633	4	1	70622153	70627880	-	Sobic.001G376332
domestication_landrace_vs_wild	1	70700001	70725000	390.3086295	1	1	70699010	70707151	-	Sobic.001G377600
domestication_landrace_vs_wild	1	70700001	70725000	390.3086295	1	1	70704876	70714808	+	Sobic.001G377700
domestication_landrace_vs_wild	1	70700001	70725000	390.3086295	1	1	70713483	70720305	+	Sobic.001G377800
domestication_landrace_vs_wild	1	71215001	71240000	492.1263367	1	1	71205429	71215032	-	Sobic.001G383200
domestication_landrace_vs_wild	1	71215001	71240000	492.1263367	1	1	71213010	71231331	-	Sobic.001G383300
domestication_landrace_vs_wild	1	71215001	71240000	492.1263367	1	1	71221032	71225376	-	Sobic.001G383351
domestication_landrace_vs_wild	1	71215001	71240000	492.1263367	1	1	71231850	71242632	+	Sobic.001G383400
domestication_landrace_vs_wild	1	71215001	71240000	492.1263367	1	1	71238727	71244060	-	Sobic.001G383500
domestication_landrace_vs_wild	1	72085001	72150000	1062.735419	8	1	72083309	72116480	-	Sobic.001G393300
domestication_landrace_vs_wild	1	72085001	72150000	1062.735419	8	1	72097869	72104382	-	Sobic.001G393401
domestication_landrace_vs_wild	1	72085001	72150000	1062.735419	8	1	72113715	72120176	-	Sobic.001G393500
domestication_landrace_vs_wild	1	72085001	72150000	1062.735419	8	1	72125695	72131725	+	Sobic.001G393600
domestication_landrace_vs_wild	1	72085001	72150000	1062.735419	8	1	72129312	72145435	-	Sobic.001G393700
domestication_landrace_vs_wild	1	72085001	72150000	1062.735419	8	1	72142939	72148946	-	Sobic.001G393800
domestication_landrace_vs_wild	1	72085001	72150000	1062.735419	8	1	72146692	72154910	+	Sobic.001G393900
domestication_landrace_vs_wild	1	74635001	74660000	392.4802852	1	1	74628447	74636334	+	Sobic.001G424800
domestication_landrace_vs_wild	1	74635001	74660000	392.4802852	1	1	74634893	74642302	-	Sobic.001G425000
domestication_landrace_vs_wild	1	74635001	74660000	392.4802852	1	1	74645100	74655265	+	Sobic.001G425100
domestication_landrace_vs_wild	1	74635001	74660000	392.4802852	1	1	74651398	74660491	-	Sobic.001G425150
domestication_landrace_vs_wild	1	75170001	75200000	581.5867065	2	1	75167221	75172164	-	Sobic.001G431100
domestication_landrace_vs_wild	1	75170001	75200000	581.5867065	2	1	75173994	75180227	-	Sobic.001G431200
domestication_landrace_vs_wild	1	75170001	75200000	581.5867065	2	1	75182868	75189507	+	Sobic.001G431350
domestication_landrace_vs_wild	1	75170001	75200000	581.5867065	2	1	75192401	75198997	-	Sobic.001G431500
domestication_landrace_vs_wild	1	75335001	75360000	410.4979315	1	1	75327396	75335425	-	Sobic.001G433300
domestication_landrace_vs_wild	1	75335001	75360000	410.4979315	1	1	75338712	75346622	+	Sobic.001G433400
domestication_landrace_vs_wild	1	75335001	75360000	410.4979315	1	1	75346146	75351534	+	Sobic.001G433500
domestication_landrace_vs_wild	1	75335001	75360000	410.4979315	1	1	75352741	75358870	-	Sobic.001G433600
domestication_landrace_vs_wild	1	75335001	75360000	410.4979315	1	1	75356795	75365315	+	Sobic.001G433700
domestication_landrace_vs_wild	1	76665001	76690000	480.958147	1	1	76659576	76668417	-	Sobic.001G447700
domestication_landrace_vs_wild	1	76665001	76690000	480.958147	1	1	76667199	76675419	-	Sobic.001G447800
domestication_landrace_vs_wild	1	76665001	76690000	480.958147	1	1	76675419	76681218	-	Sobic.001G447900
domestication_landrace_vs_wild	1	76665001	76690000	480.958147	1	1	76682361	76693434	-	Sobic.001G448000
domestication_landrace_vs_wild	1	77010001	77035000	380.272031	1	1	77016619	77026189	-	Sobic.001G451800
domestication_landrace_vs_wild	1	77010001	77035000	380.272031	1	1	77022635	77030428	-	Sobic.001G451901
domestication_landrace_vs_wild	1	77010001	77035000	380.272031	1	1	77026655	77036036	-	Sobic.001G452000
domestication_landrace_vs_wild	1	77010001	77035000	380.272031	1	1	77033383	77040397	-	Sobic.001G452100
domestication_landrace_vs_wild	1	78010001	78035000	480.6871262	1	1	77999855	78011383	+	Sobic.001G464500
domestication_landrace_vs_wild	1	78010001	78035000	480.6871262	1	1	78007509	78016227	-	Sobic.001G464600
domestication_landrace_vs_wild	1	78010001	78035000	480.6871262	1	1	78016894	78022808	+	Sobic.001G464700
domestication_landrace_vs_wild	1	78010001	78035000	480.6871262	1	1	78023678	78030201	+	Sobic.001G464800
domestication_landrace_vs_wild	1	78010001	78035000	480.6871262	1	1	78027138	78037863	-	Sobic.001G464900
domestication_landrace_vs_wild	1	78010001	78035000	480.6871262	1	1	78034261	78040673	+	Sobic.001G464950
domestication_landrace_vs_wild	2	4670001	4695000	460.842272	1	2	4672021	4685754	+	Sobic.002G049200
domestication_landrace_vs_wild	2	4670001	4695000	460.842272	1	2	4683970	4690407	+	Sobic.002G049300
domestication_landrace_vs_wild	2	5715001	5740000	470.5481565	1	2	5713648	5720508	-	Sobic.002G059000
domestication_landrace_vs_wild	2	5715001	5740000	470.5481565	1	2	5723550	5728773	-	Sobic.002G059100
domestication_landrace_vs_wild	2	5715001	5740000	470.5481565	1	2	5728443	5733447	+	Sobic.002G059200
domestication_landrace_vs_wild	2	5715001	5740000	470.5481565	1	2	5729984	5736772	-	Sobic.002G059300
domestication_landrace_vs_wild	2	5935001	5960000	448.5688897	1	2	5932809	5938744	+	Sobic.002G061500
domestication_landrace_vs_wild	2	5935001	5960000	448.5688897	1	2	5941816	5951270	-	Sobic.002G061600
domestication_landrace_vs_wild	2	6160001	6185000	420.7211038	1	2	6161495	6171583	-	Sobic.002G063500
domestication_landrace_vs_wild	2	8545001	8595000	416.0256545	2	2	8567053	8572131	+	Sobic.002G080700
domestication_landrace_vs_wild	2	9045001	9070000	386.3549277	1	2	9040335	9050135	-	Sobic.002G084300
domestication_landrace_vs_wild	2	9045001	9070000	386.3549277	1	2	9046695	9056246	-	Sobic.002G084400
domestication_landrace_vs_wild	2	9045001	9070000	386.3549277	1	2	9053215	9060273	-	Sobic.002G084500
domestication_landrace_vs_wild	2	9045001	9070000	386.3549277	1	2	9061049	9067641	+	Sobic.002G084700
domestication_landrace_vs_wild	2	9045001	9070000	386.3549277	1	2	9066980	9075822	+	Sobic.002G084800
domestication_landrace_vs_wild	2	22060001	22090000	597.4366421	2	2	22072091	22077022	-	Sobic.002G139300
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22642857	22650743	+	Sobic.002G139900
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22646833	22655175	-	Sobic.002G140000
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22651253	22660609	+	Sobic.002G140100
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22656781	22662803	+	Sobic.002G140200
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22665985	22671198	+	Sobic.002G140300
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22677340	22682334	+	Sobic.002G140400
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22678579	22683298	+	Sobic.002G140500
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22679326	22688784	-	Sobic.002G140600
domestication_landrace_vs_wild	2	22635001	22725000	474.9092914	3	2	22686845	22703144	+	Sobic.002G140700
domestication_landrace_vs_wild	2	42115001	42185000	450.3128874	2	2	42183702	42190747	+	Sobic.002G149200
domestication_landrace_vs_wild	2	54300001	54335000	624.2552601	3	2	54305413	54312621	-	Sobic.002G168716
domestication_landrace_vs_wild	2	54300001	54335000	624.2552601	3	2	54309537	54314584	-	Sobic.002G168732
domestication_landrace_vs_wild	2	54300001	54335000	624.2552601	3	2	54325050	54332652	+	Sobic.002G168748
domestication_landrace_vs_wild	2	54300001	54335000	624.2552601	3	2	54331893	54339919	-	Sobic.002G168764
domestication_landrace_vs_wild	2	54650001	55050000	605.5082612	16	2	54644666	54658592	-	Sobic.002G169400
domestication_landrace_vs_wild	2	54650001	55050000	605.5082612	16	2	54809117	54813515	+	Sobic.002G169500
domestication_landrace_vs_wild	2	54650001	55050000	605.5082612	16	2	54814015	54850677	+	Sobic.002G169633
domestication_landrace_vs_wild	2	54650001	55050000	605.5082612	16	2	54843046	54848656	+	Sobic.002G169766
domestication_landrace_vs_wild	2	59135001	59185000	425.9005342	2	2	59130803	59138001	-	Sobic.002G192101
domestication_landrace_vs_wild	2	59135001	59185000	425.9005342	2	2	59140272	59149038	-	Sobic.002G192200
domestication_landrace_vs_wild	2	59135001	59185000	425.9005342	2	2	59150446	59154766	-	Sobic.002G192350
domestication_landrace_vs_wild	2	59135001	59185000	425.9005342	2	2	59160848	59170568	+	Sobic.002G192500
domestication_landrace_vs_wild	2	59240001	59325000	371.4719317	2	2	59233687	59242600	+	Sobic.002G193100
domestication_landrace_vs_wild	2	59240001	59325000	371.4719317	2	2	59246484	59264137	-	Sobic.002G193300
domestication_landrace_vs_wild	2	59240001	59325000	371.4719317	2	2	59274058	59283422	-	Sobic.002G193400
domestication_landrace_vs_wild	2	59240001	59325000	371.4719317	2	2	59279279	59287397	-	Sobic.002G193500
domestication_landrace_vs_wild	2	59240001	59325000	371.4719317	2	2	59285154	59301355	-	Sobic.002G193600
domestication_landrace_vs_wild	2	59595001	59620000	376.9388241	1	2	59595987	59600616	-	Sobic.002G195066
domestication_landrace_vs_wild	2	59595001	59620000	376.9388241	1	2	59603046	59607710	+	Sobic.002G195100
domestication_landrace_vs_wild	2	59595001	59620000	376.9388241	1	2	59617252	59621897	+	Sobic.002G195200
domestication_landrace_vs_wild	2	60690001	60735000	529.930151	3	2	60710275	60715393	+	Sobic.002G203467
domestication_landrace_vs_wild	2	60690001	60735000	529.930151	3	2	60716136	60723475	+	Sobic.002G203533
domestication_landrace_vs_wild	2	60690001	60735000	529.930151	3	2	60728364	60735749	+	Sobic.002G203600
domestication_landrace_vs_wild	2	62555001	62620000	527.6823788	3	2	62548546	62559852	+	Sobic.002G220900
domestication_landrace_vs_wild	2	62555001	62620000	527.6823788	3	2	62556162	62562625	+	Sobic.002G221000
domestication_landrace_vs_wild	2	62555001	62620000	527.6823788	3	2	62559909	62565171	-	Sobic.002G221100
domestication_landrace_vs_wild	2	62555001	62620000	527.6823788	3	2	62571124	62577228	+	Sobic.002G221300
domestication_landrace_vs_wild	2	63280001	63305000	699.3843729	1	2	63280439	63285856	-	Sobic.002G228500
domestication_landrace_vs_wild	2	63280001	63305000	699.3843729	1	2	63281958	63287561	+	Sobic.002G228600
domestication_landrace_vs_wild	2	63280001	63305000	699.3843729	1	2	63287391	63293772	+	Sobic.002G228700
domestication_landrace_vs_wild	2	63280001	63305000	699.3843729	1	2	63291999	63296700	+	Sobic.002G228800
domestication_landrace_vs_wild	2	63280001	63305000	699.3843729	1	2	63301195	63309646	+	Sobic.002G228900
domestication_landrace_vs_wild	2	63645001	63670000	506.0537214	1	2	63642845	63649486	+	Sobic.002G232600
domestication_landrace_vs_wild	2	63645001	63670000	506.0537214	1	2	63648758	63654085	-	Sobic.002G232700
domestication_landrace_vs_wild	2	64810001	64850000	618.6113756	2	2	64804503	64812721	+	Sobic.002G247000
domestication_landrace_vs_wild	2	64810001	64850000	618.6113756	2	2	64808722	64815020	-	Sobic.002G247100
domestication_landrace_vs_wild	2	64810001	64850000	618.6113756	2	2	64815311	64823876	-	Sobic.002G247200
domestication_landrace_vs_wild	2	64810001	64850000	618.6113756	2	2	64821864	64836627	-	Sobic.002G247300
domestication_landrace_vs_wild	2	64810001	64850000	618.6113756	2	2	64833551	64841396	-	Sobic.002G247401
domestication_landrace_vs_wild	2	64810001	64850000	618.6113756	2	2	64840592	64847419	-	Sobic.002G247500
domestication_landrace_vs_wild	2	65735001	65760000	547.400633	1	2	65729591	65736162	-	Sobic.002G258800
domestication_landrace_vs_wild	2	65735001	65760000	547.400633	1	2	65734752	65739547	-	Sobic.002G258900
domestication_landrace_vs_wild	2	65735001	65760000	547.400633	1	2	65740666	65747260	-	Sobic.002G259000
domestication_landrace_vs_wild	2	65735001	65760000	547.400633	1	2	65746099	65750899	-	Sobic.002G259100
domestication_landrace_vs_wild	2	65735001	65760000	547.400633	1	2	65750079	65756730	-	Sobic.002G259200
domestication_landrace_vs_wild	2	65735001	65760000	547.400633	1	2	65754143	65759949	-	Sobic.002G259301
domestication_landrace_vs_wild	2	65735001	65760000	547.400633	1	2	65759743	65769598	-	Sobic.002G259400
domestication_landrace_vs_wild	2	66550001	66575000	426.2262141	1	2	66548043	66553868	+	Sobic.002G268500
domestication_landrace_vs_wild	2	66550001	66575000	426.2262141	1	2	66551898	66559589	-	Sobic.002G268600
domestication_landrace_vs_wild	2	66550001	66575000	426.2262141	1	2	66558806	66566703	+	Sobic.002G268700
domestication_landrace_vs_wild	2	66550001	66575000	426.2262141	1	2	66565511	66573853	-	Sobic.002G268800
domestication_landrace_vs_wild	2	68220001	68265000	485.8780811	2	2	68221526	68229195	+	Sobic.002G290800
domestication_landrace_vs_wild	2	68220001	68265000	485.8780811	2	2	68227016	68233616	+	Sobic.002G290900
domestication_landrace_vs_wild	2	68220001	68265000	485.8780811	2	2	68230204	68234909	-	Sobic.002G291000
domestication_landrace_vs_wild	2	68220001	68265000	485.8780811	2	2	68231499	68236038	-	Sobic.002G291066
domestication_landrace_vs_wild	2	68220001	68265000	485.8780811	2	2	68236918	68242969	+	Sobic.002G291132
domestication_landrace_vs_wild	2	68220001	68265000	485.8780811	2	2	68239128	68251227	+	Sobic.002G291200
domestication_landrace_vs_wild	2	68220001	68265000	485.8780811	2	2	68250526	68258058	-	Sobic.002G291300
domestication_landrace_vs_wild	2	68345001	68420000	474.4862197	2	2	68337626	68345272	-	Sobic.002G292600
domestication_landrace_vs_wild	2	68345001	68420000	474.4862197	2	2	68343777	68356613	-	Sobic.002G292800
domestication_landrace_vs_wild	2	68345001	68420000	474.4862197	2	2	68354203	68365806	-	Sobic.002G292900
domestication_landrace_vs_wild	2	68345001	68420000	474.4862197	2	2	68369176	68379108	-	Sobic.002G293000
domestication_landrace_vs_wild	2	68345001	68420000	474.4862197	2	2	68382482	68393310	-	Sobic.002G293100
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68709676	68716261	+	Sobic.002G297900
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68716662	68725941	+	Sobic.002G298100
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68722351	68731318	-	Sobic.002G298201
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68728340	68735020	+	Sobic.002G298300
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68732833	68738215	+	Sobic.002G298400
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68735921	68741795	+	Sobic.002G298500
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68740557	68745800	+	Sobic.002G298600
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68755164	68759807	-	Sobic.002G298700
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68757004	68765749	+	Sobic.002G298800
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68761933	68770396	-	Sobic.002G298900
domestication_landrace_vs_wild	2	68710001	68770000	704.3875896	4	2	68769950	68779812	+	Sobic.002G299000
domestication_landrace_vs_wild	2	70785001	70810000	430.0949428	1	2	70780330	70787173	-	Sobic.002G323500
domestication_landrace_vs_wild	2	70785001	70810000	430.0949428	1	2	70787004	70792742	-	Sobic.002G323600
domestication_landrace_vs_wild	2	70785001	70810000	430.0949428	1	2	70793502	70800633	+	Sobic.002G323700
domestication_landrace_vs_wild	2	70785001	70810000	430.0949428	1	2	70801083	70806100	-	Sobic.002G323900
domestication_landrace_vs_wild	2	70785001	70810000	430.0949428	1	2	70803055	70809401	-	Sobic.002G324000
domestication_landrace_vs_wild	2	71095001	71120000	569.050876	1	2	71091256	71096165	-	Sobic.002G328250
domestication_landrace_vs_wild	2	71095001	71120000	569.050876	1	2	71093015	71100383	-	Sobic.002G328300
domestication_landrace_vs_wild	2	71095001	71120000	569.050876	1	2	71100095	71108655	+	Sobic.002G328400
domestication_landrace_vs_wild	2	71095001	71120000	569.050876	1	2	71103980	71112172	-	Sobic.002G328500
domestication_landrace_vs_wild	2	71095001	71120000	569.050876	1	2	71110945	71116823	-	Sobic.002G328551
domestication_landrace_vs_wild	2	71095001	71120000	569.050876	1	2	71113906	71121014	-	Sobic.002G328600
domestication_landrace_vs_wild	2	71095001	71120000	569.050876	1	2	71119600	71124652	+	Sobic.002G328701
domestication_landrace_vs_wild	2	71780001	71820000	518.7298978	3	2	71777881	71787109	+	Sobic.002G337300
domestication_landrace_vs_wild	2	71780001	71820000	518.7298978	3	2	71782104	71789557	-	Sobic.002G337400
domestication_landrace_vs_wild	2	71780001	71820000	518.7298978	3	2	71790088	71796233	-	Sobic.002G337500
domestication_landrace_vs_wild	2	71780001	71820000	518.7298978	3	2	71795888	71802450	-	Sobic.002G337600
domestication_landrace_vs_wild	2	71780001	71820000	518.7298978	3	2	71807234	71812034	+	Sobic.002G337650
domestication_landrace_vs_wild	2	71780001	71820000	518.7298978	3	2	71807741	71818428	-	Sobic.002G337700
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72252292	72256618	-	Sobic.002G342700
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72253650	72259708	+	Sobic.002G342800
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72259878	72272436	-	Sobic.002G343000
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72271276	72279912	+	Sobic.002G343100
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72276222	72287367	-	Sobic.002G343200
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72288521	72295692	+	Sobic.002G343300
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72297900	72304842	-	Sobic.002G343400
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72299462	72310725	-	Sobic.002G343500
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72321923	72327421	-	Sobic.002G343600
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72327560	72333647	-	Sobic.002G343700
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72330785	72335099	+	Sobic.002G343800
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72345024	72353825	-	Sobic.002G343901
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72363096	72372877	-	Sobic.002G344000
domestication_landrace_vs_wild	2	72255001	72380000	522.6666533	6	2	72369683	72374715	+	Sobic.002G344100
domestication_landrace_vs_wild	2	73405001	73430000	393.6292162	1	2	73403641	73408257	-	Sobic.002G358300
domestication_landrace_vs_wild	2	73405001	73430000	393.6292162	1	2	73417810	73425814	-	Sobic.002G358400
domestication_landrace_vs_wild	2	73405001	73430000	393.6292162	1	2	73422036	73429566	+	Sobic.002G358500
domestication_landrace_vs_wild	2	73405001	73430000	393.6292162	1	2	73429123	73436152	+	Sobic.002G358600
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75190060	75195742	-	Sobic.002G382500
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75195233	75204268	+	Sobic.002G382600
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75199668	75207180	+	Sobic.002G382700
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75202807	75211048	+	Sobic.002G382800
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75229989	75235281	+	Sobic.002G383050
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75234247	75244436	-	Sobic.002G383100
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75243608	75254735	-	Sobic.002G383300
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75250909	75257018	-	Sobic.002G383400
domestication_landrace_vs_wild	2	75190001	75260000	586.386832	3	2	75254537	75260148	+	Sobic.002G383500
domestication_landrace_vs_wild	2	76055001	76100000	588.849433	4	2	76056353	76061607	-	Sobic.002G394433
domestication_landrace_vs_wild	2	76055001	76100000	588.849433	4	2	76062664	76067801	+	Sobic.002G394466
domestication_landrace_vs_wild	2	76055001	76100000	588.849433	4	2	76067555	76076826	+	Sobic.002G394500
domestication_landrace_vs_wild	2	76055001	76100000	588.849433	4	2	76076262	76085033	+	Sobic.002G394600
domestication_landrace_vs_wild	2	76055001	76100000	588.849433	4	2	76081758	76087156	-	Sobic.002G394700
domestication_landrace_vs_wild	2	76055001	76100000	588.849433	4	2	76092775	76100312	+	Sobic.002G394800
domestication_landrace_vs_wild	2	76055001	76100000	588.849433	4	2	76097791	76102840	+	Sobic.002G394900
domestication_landrace_vs_wild	2	76055001	76100000	588.849433	4	2	76099286	76107189	-	Sobic.002G395000
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76323189	76335154	+	Sobic.002G398500
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76331167	76339173	-	Sobic.002G398600
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76338705	76351305	-	Sobic.002G398700
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76351637	76357414	+	Sobic.002G398800
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76355810	76360117	+	Sobic.002G398901
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76356104	76364076	-	Sobic.002G399000
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76362209	76372040	-	Sobic.002G399100
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76368069	76377083	+	Sobic.002G399200
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76373564	76381119	+	Sobic.002G399300
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76390718	76398813	-	Sobic.002G399400
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76397020	76406285	-	Sobic.002G399500
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76407948	76412844	-	Sobic.002G399600
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76411104	76416927	-	Sobic.002G399700
domestication_landrace_vs_wild	2	76330001	76420000	653.6217452	4	2	76414772	76430327	-	Sobic.002G399800
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77240103	77245473	-	Sobic.002G410600
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77248887	77257268	+	Sobic.002G410700
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77255860	77260700	+	Sobic.002G410800
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77269692	77278538	+	Sobic.002G410850
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77288912	77293468	+	Sobic.002G410900
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77292689	77298127	-	Sobic.002G411000
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77301568	77306404	+	Sobic.002G411200
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77303633	77311017	-	Sobic.002G411300
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77308809	77323082	-	Sobic.002G411400
domestication_landrace_vs_wild	2	77210001	77335000	599.7674382	10	2	77325384	77335893	-	Sobic.002G411500
domestication_landrace_vs_wild	2	77410001	77435000	420.3028655	1	2	77404763	77416736	+	Sobic.002G412700
domestication_landrace_vs_wild	2	77410001	77435000	420.3028655	1	2	77414093	77421756	+	Sobic.002G412800
domestication_landrace_vs_wild	2	77410001	77435000	420.3028655	1	2	77423596	77438653	+	Sobic.002G413000
domestication_landrace_vs_wild	2	77410001	77435000	420.3028655	1	2	77434861	77439600	-	Sobic.002G413100
domestication_landrace_vs_wild	2	77590001	77625000	391.4356324	2	2	77591101	77596409	+	Sobic.002G415000
domestication_landrace_vs_wild	2	77590001	77625000	391.4356324	2	2	77594781	77599935	+	Sobic.002G415100
domestication_landrace_vs_wild	2	77590001	77625000	391.4356324	2	2	77609654	77614618	+	Sobic.002G415300
domestication_landrace_vs_wild	2	77590001	77625000	391.4356324	2	2	77613530	77618557	+	Sobic.002G415400
domestication_landrace_vs_wild	2	77590001	77625000	391.4356324	2	2	77616936	77624565	+	Sobic.002G415500
domestication_landrace_vs_wild	2	77590001	77625000	391.4356324	2	2	77620835	77626107	-	Sobic.002G415600
domestication_landrace_vs_wild	3	1180001	1205000	678.0560276	1	3	1190660	1197942	+	Sobic.003G012900
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1303236	1315169	-	Sobic.003G014500
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1331945	1338062	+	Sobic.003G014600
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1335745	1342837	+	Sobic.003G014700
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1340126	1345767	+	Sobic.003G014766
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1341990	1348243	+	Sobic.003G014832
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1345133	1354801	+	Sobic.003G014900
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1356315	1366887	+	Sobic.003G015000
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1364396	1371375	-	Sobic.003G015100
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1371946	1376383	-	Sobic.003G015150
domestication_landrace_vs_wild	3	1315001	1430000	518.3539926	5	3	1373918	1380086	+	Sobic.003G015200
