comparison	Gene	max_xpclr	n_regions	total_merged_windows	Description
breeding_improved_vs_landrace	Sobic.003G071300	349.0851606	1	9	Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates to the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators
breeding_improved_vs_landrace	Sobic.003G071400	349.0851606	1	9	Catalyzes the third of the four reactions of the long- chain fatty acids elongation cycle. This endoplasmic reticulum- bound enzymatic process, allows the addition of two carbons to the chain of long- and very long-chain fatty acids VLCFAs per cycle. This enzyme catalyzes the dehydration of the 3-hydroxyacyl-CoA intermediate into trans-2,3-enoyl-CoA, within each cycle of fatty acid elongation. Thereby, it participates to the production of VLCFAs of different chain lengths that are involved in multiple biological processes as precursors of membrane lipids and lipid mediators
breeding_improved_vs_landrace	Sobic.003G071500	349.0851606	1	9	Prenyltransferase and squalene oxidase repeat
breeding_improved_vs_landrace	Sobic.003G071600	349.0851606	1	9	3-oxo-5-alpha-steroid 4-dehydrogenase
breeding_improved_vs_landrace	Sobic.003G071700	349.0851606	1	9	Domain of unknown function (DUF4378)
breeding_improved_vs_landrace	Sobic.003G071800	349.0851606	1	9	
breeding_improved_vs_landrace	Sobic.003G071901	349.0851606	1	9	Metallothionein-like protein
breeding_improved_vs_landrace	Sobic.003G072000	349.0851606	1	9	Belongs to the protein kinase superfamily. Ser Thr protein kinase family
breeding_improved_vs_landrace	Sobic.003G072100	349.0851606	1	9	Serine threonine-protein kinase
breeding_improved_vs_landrace	Sobic.003G072200	349.0851606	1	9	Putative zinc finger in N-recognin (UBR box)
breeding_improved_vs_landrace	Sobic.004G017800	348.1352752	1	2	Belongs to the ubiquitin-conjugating enzyme family
breeding_improved_vs_landrace	Sobic.004G017900	348.1352752	1	2	Belongs to the small GTPase superfamily. Rho family
breeding_improved_vs_landrace	Sobic.004G017950	348.1352752	1	2	
breeding_improved_vs_landrace	Sobic.004G018000	348.1352752	1	2	Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain
breeding_improved_vs_landrace	Sobic.004G018100	348.1352752	1	2	Belongs to the class-I aminoacyl-tRNA synthetase family
breeding_improved_vs_landrace	Sobic.004G018200	348.1352752	1	2	Cold shock protein domain
breeding_improved_vs_landrace	Sobic.004G018300	348.1352752	1	2	Belongs to the methyltransferase superfamily. METTL16 RlmF family
breeding_improved_vs_landrace	Sobic.009G140600	347.9853693	1	5	Alpha/beta hydrolase family
breeding_improved_vs_landrace	Sobic.009G140700	347.9853693	1	5	Alfin
breeding_improved_vs_landrace	Sobic.009G140800	347.9853693	1	5	Vitamin B6 photo-protection and homoeostasis
breeding_improved_vs_landrace	Sobic.009G140900	347.9853693	1	5	-
breeding_improved_vs_landrace	Sobic.009G141000	347.9853693	1	5	Homodimerisation region of STAR domain protein
breeding_improved_vs_landrace	Sobic.009G141100	347.9853693	1	5	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.009G141201	347.9853693	1	5	-
breeding_improved_vs_landrace	Sobic.009G141300	347.9853693	1	5	GDSL-like Lipase/Acylhydrolase
breeding_improved_vs_landrace	Sobic.009G141400	347.9853693	1	5	Uncharacterized ACR, COG1678
breeding_improved_vs_landrace	Sobic.009G141500	347.9853693	1	5	DNA-binding domain in plant proteins such as APETALA2 and EREBPs
breeding_improved_vs_landrace	Sobic.001G110600	347.5913273	1	2	Translational activator
breeding_improved_vs_landrace	Sobic.001G110701	347.5913273	1	2	
breeding_improved_vs_landrace	Sobic.001G110800	347.5913273	1	2	
breeding_improved_vs_landrace	Sobic.003G227300	347.1334637	1	6	WRKY DNA -binding domain
breeding_improved_vs_landrace	Sobic.003G227501	347.1334637	1	6	protein desumoylation
breeding_improved_vs_landrace	Sobic.003G227600	347.1334637	1	6	transcription factor
breeding_improved_vs_landrace	Sobic.003G227650	347.1334637	1	6	-
breeding_improved_vs_landrace	Sobic.003G227700	347.1334637	1	6	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.003G227800	347.1334637	1	6	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.003G227900	347.1334637	1	6	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.003G228000	347.1334637	1	6	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.003G228100	347.1334637	1	6	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.003G175700	343.5471321	1	8	
breeding_improved_vs_landrace	Sobic.003G175800	343.5471321	1	8	
breeding_improved_vs_landrace	Sobic.001G163400	343.3669605	1	1	Exocyst complex component SEC3 N-terminal PIP2 binding PH
breeding_improved_vs_landrace	Sobic.001G163500	343.3669605	1	1	
breeding_improved_vs_landrace	Sobic.001G163600	343.3669605	1	1	WD domain, G-beta repeat
breeding_improved_vs_landrace	Sobic.001G128600	340.455237	1	6	Protein of unknown function (DUF1517)
breeding_improved_vs_landrace	Sobic.001G128800	340.455237	1	6	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
breeding_improved_vs_landrace	Sobic.001G128900	340.455237	1	6	Cytochrome P450
breeding_improved_vs_landrace	Sobic.001G129000	340.455237	1	6	Belongs to the heat shock protein 70 family
breeding_improved_vs_landrace	Sobic.001G129100	340.455237	1	6	
breeding_improved_vs_landrace	Sobic.001G129150	340.455237	1	6	
breeding_improved_vs_landrace	Sobic.001G129200	340.455237	1	6	-
breeding_improved_vs_landrace	Sobic.001G129300	340.455237	1	6	Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
breeding_improved_vs_landrace	Sobic.001G129400	340.455237	1	6	Ribosomal protein S21
breeding_improved_vs_landrace	Sobic.001G129500	340.455237	1	6	-
breeding_improved_vs_landrace	Sobic.001G129600	340.455237	1	6	Permease family
breeding_improved_vs_landrace	Sobic.009G135800	338.8875827	1	3	-
breeding_improved_vs_landrace	Sobic.009G135900	338.8875827	1	3	Belongs to the cystatin family. Phytocystatin subfamily
breeding_improved_vs_landrace	Sobic.009G136000	338.8875827	1	3	Microtubule associated protein (MAP65/ASE1 family)
breeding_improved_vs_landrace	Sobic.009G136100	338.8875827	1	3	EamA-like transporter family
breeding_improved_vs_landrace	Sobic.009G084400	336.3514921	1	2	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family
breeding_improved_vs_landrace	Sobic.009G146000	336.3255791	1	1	Belongs to the glycosyltransferase 31 family
breeding_improved_vs_landrace	Sobic.009G146100	336.3255791	1	1	RNA recognition motif
breeding_improved_vs_landrace	Sobic.009G146250	336.3255791	1	1	Ankyrin repeats (many copies)
breeding_improved_vs_landrace	Sobic.009G146400	336.3255791	1	1	DnaJ C terminal domain
breeding_improved_vs_landrace	Sobic.009G109300	333.7060162	1	1	Belongs to the eukaryotic-type primase small subunit family
breeding_improved_vs_landrace	Sobic.003G214800	325.9872517	1	1	PPR repeat
breeding_improved_vs_landrace	Sobic.003G214900	325.9872517	1	1	Protein kinase domain
breeding_improved_vs_landrace	Sobic.007G170300	325.5987035	1	7	Retinal pigment epithelial membrane protein
breeding_improved_vs_landrace	Sobic.007G170400	325.5987035	1	7	Belongs to the chalcone stilbene synthases family
breeding_improved_vs_landrace	Sobic.007G170500	325.5987035	1	7	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family
breeding_improved_vs_landrace	Sobic.007G170700	325.5987035	1	7	Catalyzes the reduction of fatty acyl-CoA to fatty alcohols
breeding_improved_vs_landrace	Sobic.007G170800	325.5987035	1	7	Catalyzes the reduction of fatty acyl-CoA to fatty alcohols
breeding_improved_vs_landrace	Sobic.004G068700	325.4725837	1	4	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.004G068750	325.4725837	1	4	
breeding_improved_vs_landrace	Sobic.004G068801	325.4725837	1	4	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.004G068851	325.4725837	1	4	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.004G068900	325.4725837	1	4	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.004G069000	325.4725837	1	4	-
breeding_improved_vs_landrace	Sobic.004G069100	325.4725837	1	4	LRR-repeat protein
breeding_improved_vs_landrace	Sobic.003G077001	323.9570981	1	1	-
breeding_improved_vs_landrace	Sobic.003G077100	323.9570981	1	1	transcription factor
breeding_improved_vs_landrace	Sobic.001G237700	318.4861052	1	6	linker between RRM2 and RRM3 domains in RBM39 protein
breeding_improved_vs_landrace	Sobic.003G199001	318.1648419	1	9	
breeding_improved_vs_landrace	Sobic.003G199101	318.1648419	1	9	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.003G199200	318.1648419	1	9	Belongs to the peptidase A1 family
breeding_improved_vs_landrace	Sobic.003G199300	318.1648419	1	9	Down-regulated in metastasis
breeding_improved_vs_landrace	Sobic.003G199400	318.1648419	1	9	DNA binding domain
breeding_improved_vs_landrace	Sobic.003G199500	318.1648419	1	9	Protein of unknown function (DUF2838)
breeding_improved_vs_landrace	Sobic.003G199600	318.1648419	1	9	-
breeding_improved_vs_landrace	Sobic.003G199650	318.1648419	1	9	-
breeding_improved_vs_landrace	Sobic.003G199700	318.1648419	1	9	mTERF
breeding_improved_vs_landrace	Sobic.003G199800	318.1648419	1	9	Protein of unknown function (DUF1118)
breeding_improved_vs_landrace	Sobic.003G199900	318.1648419	1	9	Aminotransferase class I and II
breeding_improved_vs_landrace	Sobic.001G114000	315.0220813	1	4	Vacuolar sorting protein 39 domain 1
breeding_improved_vs_landrace	Sobic.001G114100	315.0220813	1	4	Putative S-adenosyl-L-methionine-dependent methyltransferase
breeding_improved_vs_landrace	Sobic.001G114200	315.0220813	1	4	Eukaryotic membrane protein family
breeding_improved_vs_landrace	Sobic.001G114300	315.0220813	1	4	
breeding_improved_vs_landrace	Sobic.001G114400	315.0220813	1	4	CobB/CobQ-like glutamine amidotransferase domain
breeding_improved_vs_landrace	Sobic.001G114500	315.0220813	1	4	Conserved hypothetical ATP binding protein
breeding_improved_vs_landrace	Sobic.001G114550	315.0220813	1	4	late embryogenesis abundant protein
breeding_improved_vs_landrace	Sobic.001G114600	315.0220813	1	4	late embryogenesis abundant protein
breeding_improved_vs_landrace	Sobic.001G114650	315.0220813	1	4	protein desumoylation
breeding_improved_vs_landrace	Sobic.001G114700	315.0220813	1	4	
breeding_improved_vs_landrace	Sobic.001G114800	315.0220813	1	4	
breeding_improved_vs_landrace	Sobic.001G114900	315.0220813	1	4	-
breeding_improved_vs_landrace	Sobic.001G115050	315.0220813	1	4	
breeding_improved_vs_landrace	Sobic.001G115250	315.0220813	1	4	-
breeding_improved_vs_landrace	Sobic.001G115300	315.0220813	1	4	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
breeding_improved_vs_landrace	Sobic.001G115400	315.0220813	1	4	Protein kinase domain
breeding_improved_vs_landrace	Sobic.009G172300	313.1201746	1	1	
breeding_improved_vs_landrace	Sobic.009G172400	313.1201746	1	1	GAT domain
breeding_improved_vs_landrace	Sobic.009G172500	313.1201746	1	1	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family
breeding_improved_vs_landrace	Sobic.009G172600	313.1201746	1	1	Nodulin-like
breeding_improved_vs_landrace	Sobic.007G153300	306.5148703	1	3	zinc finger
breeding_improved_vs_landrace	Sobic.007G153400	306.5148703	1	3	ANTH domain
breeding_improved_vs_landrace	Sobic.007G153500	306.5148703	1	3	ZIP Zinc transporter
breeding_improved_vs_landrace	Sobic.006G098900	306.3531939	1	7	-
breeding_improved_vs_landrace	Sobic.006G099001	306.3531939	1	7	
breeding_improved_vs_landrace	Sobic.006G099100	306.3531939	1	7	
breeding_improved_vs_landrace	Sobic.006G099200	306.3531939	1	7	-
breeding_improved_vs_landrace	Sobic.006G099300	306.3531939	1	7	
breeding_improved_vs_landrace	Sobic.006G099400	306.3531939	1	7	-
breeding_improved_vs_landrace	Sobic.006G099501	306.3531939	1	7	-
breeding_improved_vs_landrace	Sobic.006G099600	306.3531939	1	7	-
breeding_improved_vs_landrace	Sobic.003G335300	305.3836822	1	1	Mitochondrial calcium uniporter
breeding_improved_vs_landrace	Sobic.003G335400	305.3836822	1	1	TRAM, LAG1 and CLN8 homology domains.
breeding_improved_vs_landrace	Sobic.003G335501	305.3836822	1	1	
breeding_improved_vs_landrace	Sobic.002G031000	303.3825219	1	9	helix loop helix domain
breeding_improved_vs_landrace	Sobic.002G031100	303.3825219	1	9	NB-ARC domain
breeding_improved_vs_landrace	Sobic.002G031200	303.3825219	1	9	-
breeding_improved_vs_landrace	Sobic.002G031301	303.3825219	1	9	
breeding_improved_vs_landrace	Sobic.002G031400	303.3825219	1	9	-
breeding_improved_vs_landrace	Sobic.002G031500	303.3825219	1	9	-
breeding_improved_vs_landrace	Sobic.002G031600	303.3825219	1	9	cadmium-induced protein
breeding_improved_vs_landrace	Sobic.002G031700	303.3825219	1	9	DEAD-like helicases superfamily
breeding_improved_vs_landrace	Sobic.002G031800	303.3825219	1	9	lipolytic acyl hydrolase (LAH)
breeding_improved_vs_landrace	Sobic.002G031900	303.3825219	1	9	Replication factor C subunit 1
breeding_improved_vs_landrace	Sobic.002G032000	303.3825219	1	9	
breeding_improved_vs_landrace	Sobic.002G032033	303.3825219	1	9	
breeding_improved_vs_landrace	Sobic.002G032066	303.3825219	1	9	
breeding_improved_vs_landrace	Sobic.002G032200	303.3825219	1	9	
breeding_improved_vs_landrace	Sobic.002G032400	303.3825219	1	9	A Receptor for Ubiquitination Targets
breeding_improved_vs_landrace	Sobic.002G032500	303.3825219	1	9	Leucine rich repeat N-terminal domain
breeding_improved_vs_landrace	Sobic.002G032700	303.3825219	1	9	Photosystem II 10 kDa polypeptide PsbR
breeding_improved_vs_landrace	Sobic.002G032800	303.3825219	1	9	Belongs to the protein kinase superfamily
breeding_improved_vs_landrace	Sobic.002G032900	303.3825219	1	9	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
breeding_improved_vs_landrace	Sobic.002G033000	303.3825219	1	9	GDSL-like Lipase/Acylhydrolase
breeding_improved_vs_landrace	Sobic.002G033100	303.3825219	1	9	GDSL-like Lipase/Acylhydrolase
breeding_improved_vs_landrace	Sobic.002G033200	303.3825219	1	9	BadF/BadG/BcrA/BcrD ATPase family
breeding_improved_vs_landrace	Sobic.002G033300	303.3825219	1	9	WPP domain-associated
breeding_improved_vs_landrace	Sobic.002G033400	303.3825219	1	9	Ferredoxin--NADP reductase
breeding_improved_vs_landrace	Sobic.002G033500	303.3825219	1	9	Cell differentiation family, Rcd1-like
breeding_improved_vs_landrace	Sobic.002G033600	303.3825219	1	9	A Receptor for Ubiquitination Targets
breeding_improved_vs_landrace	Sobic.002G033700	303.3825219	1	9	187-kDa microtubule-associated protein
breeding_improved_vs_landrace	Sobic.002G174200	302.9012274	1	4	DNA binding domain
breeding_improved_vs_landrace	Sobic.002G174300	302.9012274	1	4	WRKY transcription factor
breeding_improved_vs_landrace	Sobic.002G174400	302.9012274	1	4	Belongs to the cytochrome b5 family
breeding_improved_vs_landrace	Sobic.007G154800	301.1296928	1	1	carbonic anhydrase
breeding_improved_vs_landrace	Sobic.007G154901	301.1296928	1	1	carbonic anhydrase
breeding_improved_vs_landrace	Sobic.006G198200	299.3945767	1	2	-
breeding_improved_vs_landrace	Sobic.006G198300	299.3945767	1	2	-
breeding_improved_vs_landrace	Sobic.006G198400	299.3945767	1	2	Phosphoenolpyruvate carboxykinase
breeding_improved_vs_landrace	Sobic.006G198500	299.3945767	1	2	SNARE associated Golgi protein
breeding_improved_vs_landrace	Sobic.006G198600	299.3945767	1	2	Utp13 specific WD40 associated domain
breeding_improved_vs_landrace	Sobic.007G140600	295.9556894	1	1	MIR domain
breeding_improved_vs_landrace	Sobic.007G140700	295.9556894	1	1	Belongs to the aldehyde dehydrogenase family
breeding_improved_vs_landrace	Sobic.007G140800	295.9556894	1	1	Fatty acid desaturase
breeding_improved_vs_landrace	Sobic.003G220500	295.7418019	1	1	Thioredoxin
breeding_improved_vs_landrace	Sobic.003G287400	290.1531682	1	1	Ferric reductase like transmembrane component
breeding_improved_vs_landrace	Sobic.003G287500	290.1531682	1	1	Belongs to the UDP-glycosyltransferase family
breeding_improved_vs_landrace	Sobic.005G181100	284.0603165	1	1	-
breeding_improved_vs_landrace	Sobic.005G181200	284.0603165	1	1	Lectin-domain containing receptor kinase
breeding_improved_vs_landrace	Sobic.002G174000	282.4441221	1	1	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily
breeding_improved_vs_landrace	Sobic.003G284600	280.9337322	1	1	FBD
breeding_improved_vs_landrace	Sobic.003G284700	280.9337322	1	1	Glycosyltransferase family 20
breeding_improved_vs_landrace	Sobic.003G284800	280.9337322	1	1	4Fe-4S single cluster domain
breeding_improved_vs_landrace	Sobic.003G284900	280.9337322	1	1	-
breeding_improved_vs_landrace	Sobic.003G285000	280.9337322	1	1	-
breeding_improved_vs_landrace	Sobic.009G028600	279.0074464	1	2	DUF761-associated sequence motif
breeding_improved_vs_landrace	Sobic.009G028700	279.0074464	1	2	-
breeding_improved_vs_landrace	Sobic.009G028800	279.0074464	1	2	-
breeding_improved_vs_landrace	Sobic.009G028901	279.0074464	1	2	-
breeding_improved_vs_landrace	Sobic.009G029001	279.0074464	1	2	
breeding_improved_vs_landrace	Sobic.009G029100	279.0074464	1	2	PAN-like domain
breeding_improved_vs_landrace	Sobic.007G122000	277.6868529	1	2	Methyl-CpG binding domain
breeding_improved_vs_landrace	Sobic.008G094300	275.7221706	1	3	Mediates both low-affinity uptake and efflux of sugar across the membrane
breeding_improved_vs_landrace	Sobic.001G270400	274.1089663	1	5	Alpha/beta hydrolase family
breeding_improved_vs_landrace	Sobic.002G165080	273.763533	1	2	MULE transposase domain
breeding_improved_vs_landrace	Sobic.002G165140	273.763533	1	2	PAP2 superfamily
breeding_improved_vs_landrace	Sobic.002G374650	273.607218	1	1	FMN-dependent dehydrogenase
breeding_improved_vs_landrace	Sobic.002G374700	273.607218	1	1	FMN-dependent dehydrogenase
breeding_improved_vs_landrace	Sobic.002G374850	273.607218	1	1	
breeding_improved_vs_landrace	Sobic.002G374900	273.607218	1	1	Required for the assembly and or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits
breeding_improved_vs_landrace	Sobic.002G375000	273.607218	1	1	
breeding_improved_vs_landrace	Sobic.002G375100	273.607218	1	1	Required for the assembly and or stability of the 40S ribosomal subunit. Required for the processing of the 20S rRNA- precursor to mature 18S rRNA in a late step of the maturation of 40S ribosomal subunits
breeding_improved_vs_landrace	Sobic.002G375200	273.607218	1	1	-
breeding_improved_vs_landrace	Sobic.002G375300	273.607218	1	1	Las17-binding protein actin regulator
breeding_improved_vs_landrace	Sobic.006G185500	273.5570332	1	2	SPX domain
breeding_improved_vs_landrace	Sobic.006G185600	273.5570332	1	2	GMC oxidoreductase
breeding_improved_vs_landrace	Sobic.006G185700	273.5570332	1	2	Copper chaperone for superoxide dismutase
breeding_improved_vs_landrace	Sobic.006G185800	273.5570332	1	2	Peptidase inhibitor I9
breeding_improved_vs_landrace	Sobic.006G185900	273.5570332	1	2	Cytochrome p450
breeding_improved_vs_landrace	Sobic.006G186000	273.5570332	1	2	Cytochrome P450
breeding_improved_vs_landrace	Sobic.006G186100	273.5570332	1	2	Exostosin family
breeding_improved_vs_landrace	Sobic.006G186200	273.5570332	1	2	Exostosin family
breeding_improved_vs_landrace	Sobic.006G186300	273.5570332	1	2	Fasciclin domain
breeding_improved_vs_landrace	Sobic.006G186400	273.5570332	1	2	ankyrin repeats
breeding_improved_vs_landrace	Sobic.006G186500	273.5570332	1	2	Voltage-dependent anion channel
breeding_improved_vs_landrace	Sobic.009G115700	273.1867233	1	5	Belongs to the eukaryotic ribosomal protein eS4 family
breeding_improved_vs_landrace	Sobic.009G115800	273.1867233	1	5	Transcription factor TFIIH complex subunit Tfb5
breeding_improved_vs_landrace	Sobic.001G131600	271.5346996	1	1	Costars
breeding_improved_vs_landrace	Sobic.001G131700	271.5346996	1	1	Tetratricopeptide repeat protein
breeding_improved_vs_landrace	Sobic.001G131800	271.5346996	1	1	RNA polymerase II transcription elongation factor
breeding_improved_vs_landrace	Sobic.001G131900	271.5346996	1	1	Belongs to the glycosyltransferase 8 family
breeding_improved_vs_landrace	Sobic.003G157150	271.2989508	1	2	Binds specifically and directly to substrates containing either a simple or bipartite NLS motif. Promotes docking of import substrates to the nuclear envelope
breeding_improved_vs_landrace	Sobic.008G078600	270.8249054	1	18	NADP-dependent oxidoreductase P1
breeding_improved_vs_landrace	Sobic.008G078700	270.8249054	1	18	
breeding_improved_vs_landrace	Sobic.008G078800	270.8249054	1	18	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.008G078900	270.8249054	1	18	NADP-dependent oxidoreductase P1
breeding_improved_vs_landrace	Sobic.008G079032	270.8249054	1	18	
breeding_improved_vs_landrace	Sobic.008G079088	270.8249054	1	18	
breeding_improved_vs_landrace	Sobic.008G079144	270.8249054	1	18	
breeding_improved_vs_landrace	Sobic.008G079200	270.8249054	1	18	molecular_function
breeding_improved_vs_landrace	Sobic.008G079300	270.8249054	1	18	Glutathione S-transferase, C-terminal domain
breeding_improved_vs_landrace	Sobic.007G177200	268.8441788	1	3	The proteasome is a multicatalytic proteinase complex which is characterized by its ability to cleave peptides with Arg, Phe, Tyr, Leu, and Glu adjacent to the leaving group at neutral or slightly basic pH
breeding_improved_vs_landrace	Sobic.007G177300	268.8441788	1	3	Kinetochore protein ndc80
breeding_improved_vs_landrace	Sobic.007G177400	268.8441788	1	3	-
breeding_improved_vs_landrace	Sobic.007G177500	268.8441788	1	3	Thaumatin family
breeding_improved_vs_landrace	Sobic.007G177600	268.8441788	1	3	Armadillo/beta-catenin-like repeats
breeding_improved_vs_landrace	Sobic.007G177700	268.8441788	1	3	
breeding_improved_vs_landrace	Sobic.007G177801	268.8441788	1	3	RING-like zinc finger
breeding_improved_vs_landrace	Sobic.007G178000	268.8441788	1	3	DnaJ domain
breeding_improved_vs_landrace	Sobic.007G178100	268.8441788	1	3	RING-like zinc finger
breeding_improved_vs_landrace	Sobic.007G178200	268.8441788	1	3	ER lumen protein retaining receptor
breeding_improved_vs_landrace	Sobic.007G178300	268.8441788	1	3	Myb-like DNA-binding domain
breeding_improved_vs_landrace	Sobic.007G178401	268.8441788	1	3	Ribosomal Proteins L2, C-terminal domain
breeding_improved_vs_landrace	Sobic.007G178500	268.8441788	1	3	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.007G178600	268.8441788	1	3	Ribosomal protein S19e
breeding_improved_vs_landrace	Sobic.006G094300	268.6690312	1	10	-
breeding_improved_vs_landrace	Sobic.006G094500	268.6690312	1	10	Transcription factor
breeding_improved_vs_landrace	Sobic.006G094600	268.6690312	1	10	LSM domain
breeding_improved_vs_landrace	Sobic.006G094800	268.6690312	1	10	-
breeding_improved_vs_landrace	Sobic.006G094900	268.6690312	1	10	LURP-one-related
breeding_improved_vs_landrace	Sobic.006G095000	268.6690312	1	10	Pentacotripeptide-repeat region of PRORP
breeding_improved_vs_landrace	Sobic.006G095100	268.6690312	1	10	-
breeding_improved_vs_landrace	Sobic.006G095200	268.6690312	1	10	Microsomal signal peptidase 25 kDa subunit (SPC25)
breeding_improved_vs_landrace	Sobic.006G095300	268.6690312	1	10	-
breeding_improved_vs_landrace	Sobic.006G095400	268.6690312	1	10	Peptidyl-prolyl cis-trans isomerase
breeding_improved_vs_landrace	Sobic.006G095500	268.6690312	1	10	Pentacotripeptide-repeat region of PRORP
breeding_improved_vs_landrace	Sobic.006G095550	268.6690312	1	10	
breeding_improved_vs_landrace	Sobic.006G095600	268.6690312	1	10	Plant lipoxygenase may be involved in a number of diverse aspects of plant physiology including growth and development, pest resistance, and senescence or responses to wounding
breeding_improved_vs_landrace	Sobic.001G235266	268.1936781	1	6	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains
breeding_improved_vs_landrace	Sobic.001G235332	268.1936781	1	6	
breeding_improved_vs_landrace	Sobic.001G235400	268.1936781	1	6	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains
breeding_improved_vs_landrace	Sobic.001G144150	267.7234524	1	1	
breeding_improved_vs_landrace	Sobic.001G144200	267.7234524	1	1	zinc-finger of the FCS-type, C2-C2
breeding_improved_vs_landrace	Sobic.001G144300	267.7234524	1	1	Acetyltransferase (GNAT) domain
breeding_improved_vs_landrace	Sobic.001G144400	267.7234524	1	1	Acetyltransferase (GNAT) domain
breeding_improved_vs_landrace	Sobic.001G147800	267.0090915	1	2	
breeding_improved_vs_landrace	Sobic.001G147900	267.0090915	1	2	Belongs to the cytochrome P450 family
breeding_improved_vs_landrace	Sobic.001G148000	267.0090915	1	2	WRKY DNA -binding domain
breeding_improved_vs_landrace	Sobic.001G148101	267.0090915	1	2	Transcription factor TFIID (or TATA-binding protein, TBP)
breeding_improved_vs_landrace	Sobic.001G148200	267.0090915	1	2	NusB family
breeding_improved_vs_landrace	Sobic.001G148300	267.0090915	1	2	Belongs to the glycosyl hydrolase 17 family
breeding_improved_vs_landrace	Sobic.001G148400	267.0090915	1	2	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family
breeding_improved_vs_landrace	Sobic.001G148500	267.0090915	1	2	DnaJ Hsp40 cysteine-rich domain superfamily protein
breeding_improved_vs_landrace	Sobic.002G121300	264.0432442	1	2	Belongs to the peptidase S10 family
breeding_improved_vs_landrace	Sobic.003G171400	263.9493028	1	2	LisH domain and HEAT repeat-containing protein
breeding_improved_vs_landrace	Sobic.008G079600	263.5706021	1	15	NADH:flavin oxidoreductase / NADH oxidase family
breeding_improved_vs_landrace	Sobic.008G079650	263.5706021	1	15	
breeding_improved_vs_landrace	Sobic.008G079700	263.5706021	1	15	-
breeding_improved_vs_landrace	Sobic.008G079716	263.5706021	1	15	
breeding_improved_vs_landrace	Sobic.008G139700	262.7229042	1	1	Transcription factor TFIID complex subunit 8 C-term
breeding_improved_vs_landrace	Sobic.008G139800	262.7229042	1	1	Asparagine synthase
breeding_improved_vs_landrace	Sobic.008G139900	262.7229042	1	1	Protein of unknown function (DUF1118)
breeding_improved_vs_landrace	Sobic.008G140000	262.7229042	1	1	
breeding_improved_vs_landrace	Sobic.007G103800	262.1324115	1	11	ADP binding
breeding_improved_vs_landrace	Sobic.001G234800	262.0538892	1	7	Sugar (and other) transporter
breeding_improved_vs_landrace	Sobic.001G234900	262.0538892	1	7	Sugar (and other) transporter
breeding_improved_vs_landrace	Sobic.001G235000	262.0538892	1	7	Divergent CRAL/TRIO domain
breeding_improved_vs_landrace	Sobic.001G235100	262.0538892	1	7	SANT  SWI3, ADA2, N-CoR and TFIIIB'' DNA-binding domains
breeding_improved_vs_landrace	Sobic.003G224800	261.8524283	1	5	DNA (cytosine-5)-methyltransferase
breeding_improved_vs_landrace	Sobic.003G224900	261.8524283	1	5	
breeding_improved_vs_landrace	Sobic.003G225000	261.8524283	1	5	F-box protein
breeding_improved_vs_landrace	Sobic.003G225100	261.8524283	1	5	Belongs to the uroporphyrinogen decarboxylase family
breeding_improved_vs_landrace	Sobic.003G225200	261.8524283	1	5	EF-hand domain
breeding_improved_vs_landrace	Sobic.003G225300	261.8524283	1	5	actin polymerization or depolymerization
breeding_improved_vs_landrace	Sobic.003G225500	261.8524283	1	5	Leucine rich repeat
