sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI656065_PI656065	-174129.7780535001	18431	25%	-3.1981201	Chr03	miss50
PI656066_PI656066	-102848.44470469991	11951	25%	-3.1981201	Chr03	miss50
PI656067_PI656067	-198004.6021605007	23678	25%	-3.1981201	Chr03	miss50
PI656068_PI656068	-108513.98476599997	12912	25%	-3.1981201	Chr03	miss50
PI656069_PI656069	-78245.31877680014	10000	25%	-3.1981201	Chr03	miss50
PI656070_PI656070	-74479.72747309986	8767	25%	-3.1981201	Chr03	miss50
PI656071_PI656071	-71731.46089929993	7826	25%	-3.1981201	Chr03	miss50
PI656072_PI656072	-227402.85065910092	24222	25%	-3.1981201	Chr03	miss50
PI656073_PI656073	-212296.97694049985	22821	25%	-3.1981201	Chr03	miss50
PI656074_PI656074	-83066.10499850004	10286	25%	-3.1981201	Chr03	miss50
PI656075_PI656075	-75870.2970714	8649	25%	-3.1981201	Chr03	miss50
PI656076_PI656076	-80534.69572969995	9579	25%	-3.1981201	Chr03	miss50
PI656077_PI656077	-101442.32653699984	16956	25%	-3.1981201	Chr03	miss50
PI656078_PI656078	-54689.806447599985	6633	25%	-3.1981201	Chr03	miss50
PI656079_PI656079	-202235.88317870165	23196	25%	-3.1981201	Chr03	miss50
PI656080_PI656080	-72315.61308479993	8573	25%	-3.1981201	Chr03	miss50
PI656081_PI656081	-66742.8049607999	7743	25%	-3.1981201	Chr03	miss50
PI656082_PI656082	-222753.10416539985	23937	25%	-3.1981201	Chr03	miss50
PI656083_PI656083	-96638.67529329979	19960	25%	-3.1981201	Chr03	miss50
PI656085_PI656085	-76141.2853519999	11177	25%	-3.1981201	Chr03	miss50
PI656086_PI656086	-108087.68415389952	12178	25%	-3.1981201	Chr03	miss50
PI656087_PI656087	-66989.32027820002	7618	25%	-3.1981201	Chr03	miss50
PI656088_PI656088	-221308.23441320032	24165	25%	-3.1981201	Chr03	miss50
PI656089_PI656089	-214413.61641659916	24197	25%	-3.1981201	Chr03	miss50
PI656090_PI656090	-72010.93921149995	8153	25%	-3.1981201	Chr03	miss50
PI656091_PI656091	-200122.14653589975	26571	25%	-3.1981201	Chr03	miss50
PI656092_PI656092	-229163.18942700082	24408	25%	-3.1981201	Chr03	miss50
PI656093_PI656093	-133231.0838248996	15018	25%	-3.1981201	Chr03	miss50
PI656094_PI656094	-180481.00052860138	19375	25%	-3.1981201	Chr03	miss50
PI656095_PI656095	-115759.89967540011	13099	25%	-3.1981201	Chr03	miss50
PI656096_PI656096	-120746.6728033002	13361	25%	-3.1981201	Chr03	miss50
PI656097_PI656097	-77479.3908676	8533	25%	-3.1981201	Chr03	miss50
PI656098_PI656098	-69320.16002499986	8226	25%	-3.1981201	Chr03	miss50
PI656099_PI656099	-76846.42270270002	8828	25%	-3.1981201	Chr03	miss50
PI656100_PI656100	-76672.56692699995	8827	25%	-3.1981201	Chr03	miss50
PI656101_PI656101	-177442.44273840028	18840	25%	-3.1981201	Chr03	miss50
PI656102_PI656102	-67732.97372290002	7498	25%	-3.1981201	Chr03	miss50
PI656103_PI656103	-73489.28375349997	8548	25%	-3.1981201	Chr03	miss50
PI656104_PI656104	-100333.10387110022	19127	25%	-3.1981201	Chr03	miss50
PI656105_PI656105	-70953.77857069997	8258	25%	-3.1981201	Chr03	miss50
PI656106_PI656106	-73860.08196679986	8921	25%	-3.1981201	Chr03	miss50
PI656107_PI656107	-81362.6936362998	12129	25%	-3.1981201	Chr03	miss50
PI656108_PI656108	-77411.77699699986	8543	25%	-3.1981201	Chr03	miss50
PI656109_PI656109	-109195.50921589973	12200	25%	-3.1981201	Chr03	miss50
PI656110_PI656110	-167397.73554349993	28340	25%	-3.1981201	Chr03	miss50
PI656111_PI656111	-68848.33154489986	7557	25%	-3.1981201	Chr03	miss50
PI656112_PI656112	-77764.28076769998	8599	25%	-3.1981201	Chr03	miss50
PI656113_PI656113	-72344.0632700999	8340	25%	-3.1981201	Chr03	miss50
PI656114_PI656114	-71370.0309705	10490	25%	-3.1981201	Chr03	miss50
PI656115_PI656115	-220524.8481182008	24238	25%	-3.1981201	Chr03	miss50
PI656116_PI656116	-111994.91182499976	14170	25%	-3.1981201	Chr03	miss50
PI656118_PI656118	-74152.1368008998	8349	25%	-3.1981201	Chr03	miss50
PI656119_PI656119	-192545.340446	24626	25%	-3.1981201	Chr03	miss50
PI656120_PI656120	-75960.6827523	8720	25%	-3.1981201	Chr03	miss50
PI656121_PI656121	-109466.6417788001	12560	25%	-3.1981201	Chr03	miss50
PI659691_PI659691	-89115.9865450998	14157	25%	-3.1981201	Chr03	miss50
PI659694_PI659694	-77285.65674390021	8748	25%	-3.1981201	Chr03	miss50
PI659695_PI659695	-76214.12364539989	9170	25%	-3.1981201	Chr03	miss50
PI659696_PI659696	-74313.55405110001	8552	25%	-3.1981201	Chr03	miss50
PI659753_PI659753	-76178.76384839982	9282	25%	-3.1981201	Chr03	miss50
PI152651_PI152651	-88655.62939499995	7679	10%	-4.8928223	Chr03	miss50
PI17548_PI17548	-33348.42332570002	2890	10%	-4.8928223	Chr03	miss50
PI24969_PI24969	-118583.37598669998	10337	10%	-4.8928223	Chr03	miss50
PI276837_PI276837	-55012.10651209996	4910	10%	-4.8928223	Chr03	miss50
PI329435_PI329435	-35315.7158131	3114	10%	-4.8928223	Chr03	miss50
PI329440_PI329440	-35497.07134430003	3032	10%	-4.8928223	Chr03	miss50
PI34911_PI34911	-34516.61318769999	2999	10%	-4.8928223	Chr03	miss50
PI35038_PI35038	-34651.47711090001	3011	10%	-4.8928223	Chr03	miss50
PI48770_PI48770	-36544.413082900064	4189	10%	-4.8928223	Chr03	miss50
PI533750_PI533750	-118439.11324520013	10259	10%	-4.8928223	Chr03	miss50
PI533752_PI533752	-35235.18052760002	3055	10%	-4.8928223	Chr03	miss50
PI533754_PI533754	-109715.19350429995	10009	10%	-4.8928223	Chr03	miss50
PI533755_PI533755	-110406.37369000014	9849	10%	-4.8928223	Chr03	miss50
PI533757_PI533757	-35350.99568539994	3085	10%	-4.8928223	Chr03	miss50
PI533758_PI533758	-33857.37712729999	2917	10%	-4.8928223	Chr03	miss50
PI533759_PI533759	-33247.499864899975	2853	10%	-4.8928223	Chr03	miss50
PI533760_PI533760	-35107.65492409998	3038	10%	-4.8928223	Chr03	miss50
PI533761_PI533761	-34910.176101999976	3012	10%	-4.8928223	Chr03	miss50
PI533762_PI533762	-102717.97052340016	11051	10%	-4.8928223	Chr03	miss50
PI533766_PI533766	-94990.77094520001	8303	10%	-4.8928223	Chr03	miss50
PI533769_PI533769	-34480.6515467	3015	10%	-4.8928223	Chr03	miss50
PI533776_PI533776	-114118.95049520009	10055	10%	-4.8928223	Chr03	miss50
PI533785_PI533785	-112310.83958730011	9911	10%	-4.8928223	Chr03	miss50
PI533788_PI533788	-108878.86926480001	9479	10%	-4.8928223	Chr03	miss50
PI533789_PI533789	-94791.14284989992	8211	10%	-4.8928223	Chr03	miss50
PI533792_PI533792	-114395.90888350006	9936	10%	-4.8928223	Chr03	miss50
PI533794_PI533794	-35080.036428699925	3012	10%	-4.8928223	Chr03	miss50
PI533799_PI533799	-35046.16533449994	3013	10%	-4.8928223	Chr03	miss50
PI533800_PI533800	-34724.92527189997	3054	10%	-4.8928223	Chr03	miss50
PI533807_PI533807	-109024.92247059985	9437	10%	-4.8928223	Chr03	miss50
PI533810_PI533810	-34643.08002319995	3044	10%	-4.8928223	Chr03	miss50
PI533814_PI533814	-116799.19372989998	10164	10%	-4.8928223	Chr03	miss50
PI533821_PI533821	-34057.121998900024	2913	10%	-4.8928223	Chr03	miss50
PI533822_PI533822	-32562.270495400047	2845	10%	-4.8928223	Chr03	miss50
PI533824_PI533824	-39477.00052900001	3512	10%	-4.8928223	Chr03	miss50
PI533830_PI533830	-67935.6174703	10602	10%	-4.8928223	Chr03	miss50
PI533831_PI533831	-32312.47611940006	2833	10%	-4.8928223	Chr03	miss50
PI533833_PI533833	-35235.83472930001	3023	10%	-4.8928223	Chr03	miss50
PI533838_PI533838	-108073.11698450004	9511	10%	-4.8928223	Chr03	miss50
PI533839_PI533839	-19267.019829400037	1768	10%	-4.8928223	Chr03	miss50
PI533841_PI533841	-66530.9124752999	5799	10%	-4.8928223	Chr03	miss50
PI533842_PI533842	-34131.09736669994	2976	10%	-4.8928223	Chr03	miss50
PI533843_PI533843	-29989.51574509996	2643	10%	-4.8928223	Chr03	miss50
PI533845_PI533845	-52351.37623869998	4681	10%	-4.8928223	Chr03	miss50
PI533852_PI533852	-29552.852111399992	2703	10%	-4.8928223	Chr03	miss50
PI533855_PI533855	-40236.22984800003	4878	10%	-4.8928223	Chr03	miss50
PI533856_PI533856	-33720.41518579996	2933	10%	-4.8928223	Chr03	miss50
PI533863_PI533863	-110274.87888209995	9525	10%	-4.8928223	Chr03	miss50
PI533866_PI533866	-57864.43721249999	5073	10%	-4.8928223	Chr03	miss50
PI533869_PI533869	-50681.01165549989	4481	10%	-4.8928223	Chr03	miss50
PI533871_PI533871	-33529.33927219999	2878	10%	-4.8928223	Chr03	miss50
PI533876_PI533876	-33221.847864700045	4441	10%	-4.8928223	Chr03	miss50
PI533877_PI533877	-57890.855112700054	6235	10%	-4.8928223	Chr03	miss50
PI533878_PI533878	-117744.75090099998	10332	10%	-4.8928223	Chr03	miss50
PI533882_PI533882	-48818.80652159998	4318	10%	-4.8928223	Chr03	miss50
PI533901_PI533901	-35582.25341110001	3092	10%	-4.8928223	Chr03	miss50
PI533902_PI533902	-33476.5521063	2960	10%	-4.8928223	Chr03	miss50
PI533903_PI533903	-40603.02015879998	3644	10%	-4.8928223	Chr03	miss50
PI533910_PI533910	-34825.13063709999	3118	10%	-4.8928223	Chr03	miss50
PI533911_PI533911	-110573.23059240014	9808	10%	-4.8928223	Chr03	miss50
PI533912_PI533912	-31330.47758680002	2744	10%	-4.8928223	Chr03	miss50
PI533913_PI533913	-50436.22169959986	4468	10%	-4.8928223	Chr03	miss50
PI533915_PI533915	-30482.971120499988	2652	10%	-4.8928223	Chr03	miss50
PI533919_PI533919	-38222.485297099964	3482	10%	-4.8928223	Chr03	miss50
PI533921_PI533921	-112606.95106690007	10018	10%	-4.8928223	Chr03	miss50
PI533924_PI533924	-39908.752413299946	3562	10%	-4.8928223	Chr03	miss50
PI533927_PI533927	-51134.77990659996	4532	10%	-4.8928223	Chr03	miss50
PI533936_PI533936	-33893.974362499976	2900	10%	-4.8928223	Chr03	miss50
PI533937_PI533937	-33203.05840250002	2867	10%	-4.8928223	Chr03	miss50
PI533938_PI533938	-105190.94932790005	9248	10%	-4.8928223	Chr03	miss50
PI533939_PI533939	-31270.854484	2704	10%	-4.8928223	Chr03	miss50
PI533940_PI533940	-33743.409360000034	2889	10%	-4.8928223	Chr03	miss50
PI533943_PI533943	-32035.5258581	2818	10%	-4.8928223	Chr03	miss50
PI533948_PI533948	-35053.98333630005	2978	10%	-4.8928223	Chr03	miss50
PI533949_PI533949	-34448.49722010003	2974	10%	-4.8928223	Chr03	miss50
PI533954_PI533954	-114820.46601120011	9935	10%	-4.8928223	Chr03	miss50
PI533955_PI533955	-35392.38617340001	3026	10%	-4.8928223	Chr03	miss50
PI533956_PI533956	-49481.914657399895	4359	10%	-4.8928223	Chr03	miss50
PI533957_PI533957	-51021.531201299906	4508	10%	-4.8928223	Chr03	miss50
PI533961_PI533961	-35255.8634197	3150	10%	-4.8928223	Chr03	miss50
PI533962_PI533962	-34777.41508810001	3046	10%	-4.8928223	Chr03	miss50
PI533964_PI533964	-34888.578871700025	3020	10%	-4.8928223	Chr03	miss50
PI533965_PI533965	-88622.90773859993	7727	10%	-4.8928223	Chr03	miss50
PI533967_PI533967	-36003.35566959998	3168	10%	-4.8928223	Chr03	miss50
PI533970_PI533970	-34829.20124799998	3026	10%	-4.8928223	Chr03	miss50
PI533972_PI533972	-34722.34912819998	3004	10%	-4.8928223	Chr03	miss50
PI533976_PI533976	-35197.468798400034	3133	10%	-4.8928223	Chr03	miss50
PI533979_PI533979	-36419.676822000016	3118	10%	-4.8928223	Chr03	miss50
PI533980_PI533980	-32417.805586200036	2800	10%	-4.8928223	Chr03	miss50
PI533985_PI533985	-33650.837394199996	2905	10%	-4.8928223	Chr03	miss50
PI533986_PI533986	-35172.78429319995	3045	10%	-4.8928223	Chr03	miss50
PI533987_PI533987	-30202.02080500002	2606	10%	-4.8928223	Chr03	miss50
PI533989_PI533989	-35086.61296520002	3236	10%	-4.8928223	Chr03	miss50
PI533991_PI533991	-35021.51988920002	3037	10%	-4.8928223	Chr03	miss50
PI533996_PI533996	-30870.96934890002	2708	10%	-4.8928223	Chr03	miss50
PI533997_PI533997	-30946.47765220001	2762	10%	-4.8928223	Chr03	miss50
PI534009_PI534009	-115637.20202829993	10106	10%	-4.8928223	Chr03	miss50
PI534021_PI534021	-34145.974623699985	2986	10%	-4.8928223	Chr03	miss50
PI534028_PI534028	-33136.55927919999	2944	10%	-4.8928223	Chr03	miss50
PI534037_PI534037	-110866.58313919997	9648	10%	-4.8928223	Chr03	miss50
PI534046_PI534046	-31855.730066999953	2764	10%	-4.8928223	Chr03	miss50
PI534047_PI534047	-32078.641967900003	2819	10%	-4.8928223	Chr03	miss50
PI534053_PI534053	-32218.86397030003	2802	10%	-4.8928223	Chr03	miss50
PI534054_PI534054	-32387.411787500005	2823	10%	-4.8928223	Chr03	miss50
PI534063_PI534063	-67137.07781459998	5826	10%	-4.8928223	Chr03	miss50
PI534070_PI534070	-116792.57649160002	10104	10%	-4.8928223	Chr03	miss50
PI534075_PI534075	-52130.4497022	4705	10%	-4.8928223	Chr03	miss50
PI534079_PI534079	-63937.63333319995	5610	10%	-4.8928223	Chr03	miss50
PI534088_PI534088	-57195.55170140002	4995	10%	-4.8928223	Chr03	miss50
PI534092_PI534092	-118287.28373490024	10408	10%	-4.8928223	Chr03	miss50
PI534096_PI534096	-17955.16436330002	1655	10%	-4.8928223	Chr03	miss50
PI534097_PI534097	-34047.46868799998	2932	10%	-4.8928223	Chr03	miss50
PI534099_PI534099	-33196.522341899996	2918	10%	-4.8928223	Chr03	miss50
PI534101_PI534101	-35634.81823449997	4104	10%	-4.8928223	Chr03	miss50
PI534105_PI534105	-33597.08018560004	2899	10%	-4.8928223	Chr03	miss50
PI534108_PI534108	-34855.08638560002	3049	10%	-4.8928223	Chr03	miss50
PI534112_PI534112	-42159.02156589999	5326	10%	-4.8928223	Chr03	miss50
PI534114_PI534114	-34624.85045640002	3008	10%	-4.8928223	Chr03	miss50
PI534115_PI534115	-35082.39916089994	3072	10%	-4.8928223	Chr03	miss50
PI534116_PI534116	-39016.531234099944	3492	10%	-4.8928223	Chr03	miss50
PI534117_PI534117	-51491.59200709994	4575	10%	-4.8928223	Chr03	miss50
PI534123_PI534123	-40358.15106129992	3567	10%	-4.8928223	Chr03	miss50
PI534124_PI534124	-40307.20756769992	3611	10%	-4.8928223	Chr03	miss50
PI534127_PI534127	-75609.48751240007	10820	10%	-4.8928223	Chr03	miss50
PI534128_PI534128	-114911.73707590012	10046	10%	-4.8928223	Chr03	miss50
PI534132_PI534132	-114007.40191610013	10371	10%	-4.8928223	Chr03	miss50
PI534133_PI534133	-115813.21516739998	10058	10%	-4.8928223	Chr03	miss50
PI534135_PI534135	-117957.16346990004	10180	10%	-4.8928223	Chr03	miss50
PI534137_PI534137	-110086.74680029998	9578	10%	-4.8928223	Chr03	miss50
PI534138_PI534138	-28854.218230799997	2546	10%	-4.8928223	Chr03	miss50
PI534139_PI534139	-69278.06760029987	6052	10%	-4.8928223	Chr03	miss50
PI534144_PI534144	-51736.664932299886	4692	10%	-4.8928223	Chr03	miss50
PI534145_PI534145	-62368.35244719997	5433	10%	-4.8928223	Chr03	miss50
PI534148_PI534148	-34967.79792840004	3077	10%	-4.8928223	Chr03	miss50
PI534155_PI534155	-33273.73087500007	2997	10%	-4.8928223	Chr03	miss50
PI534157_PI534157	-56982.247806800035	6645	10%	-4.8928223	Chr03	miss50
PI534163_PI534163	-34257.272785700006	3018	10%	-4.8928223	Chr03	miss50
PI534167_PI534167	-113414.90263640003	9845	10%	-4.8928223	Chr03	miss50
PI540816_PI540816	-35547.190779599994	3099	10%	-4.8928223	Chr03	miss50
PI542406_PI542406	-35153.68895660002	3126	10%	-4.8928223	Chr03	miss50
PI542718_PI542718	-33473.29232	2896	10%	-4.8928223	Chr03	miss50
PI548797_PI548797	-35486.0257519	3046	10%	-4.8928223	Chr03	miss50
PI552856_PI552856	-34053.930236500004	2890	10%	-4.8928223	Chr03	miss50
PI552861_PI552861	-35320.22149290006	2998	10%	-4.8928223	Chr03	miss50
PI561071_PI561071	-121021.20368880004	10435	10%	-4.8928223	Chr03	miss50
PI561072_PI561072	-116460.52019920012	9954	10%	-4.8928223	Chr03	miss50
PI561073_PI561073	-35356.89838229999	3150	10%	-4.8928223	Chr03	miss50
PI561472_PI561472	-37079.15068559995	3535	10%	-4.8928223	Chr03	miss50
PI562730_PI562730	-37501.047733299994	3366	10%	-4.8928223	Chr03	miss50
PI564163_PI564163	-34196.4237076	3018	10%	-4.8928223	Chr03	miss50
PI564164_PI564164	-109059.39368710008	10413	10%	-4.8928223	Chr03	miss50
PI564165_PI564165	-117575.54740159995	10254	10%	-4.8928223	Chr03	miss50
PI565121_PI565121	-34298.32854770004	2927	10%	-4.8928223	Chr03	miss50
PI566819_PI566819	-29328.785335899975	2628	10%	-4.8928223	Chr03	miss50
PI576130_PI576130	-35004.916317100004	3005	10%	-4.8928223	Chr03	miss50
PI576332_PI576332	-35426.25310970001	3041	10%	-4.8928223	Chr03	miss50
PI576333_PI576333	-33038.11528239999	2876	10%	-4.8928223	Chr03	miss50
PI576337_PI576337	-32587.862968600042	3362	10%	-4.8928223	Chr03	miss50
PI576339_PI576339	-33820.182310900025	2902	10%	-4.8928223	Chr03	miss50
PI576340_PI576340	-32868.06713630002	2828	10%	-4.8928223	Chr03	miss50
PI576345_PI576345	-33375.664611100015	2859	10%	-4.8928223	Chr03	miss50
PI576347_PI576347	-21964.855949099998	1961	10%	-4.8928223	Chr03	miss50
PI576348_PI576348	-23168.77644730003	2292	10%	-4.8928223	Chr03	miss50
PI576349_PI576349	-26792.21673050008	2406	10%	-4.8928223	Chr03	miss50
PI576350_PI576350	-30817.12575459996	4507	10%	-4.8928223	Chr03	miss50
PI576352_PI576352	-33223.24053380001	2841	10%	-4.8928223	Chr03	miss50
PI576359_PI576359	-32595.000717999996	2824	10%	-4.8928223	Chr03	miss50
PI576364_PI576364	-34324.70258110002	2941	10%	-4.8928223	Chr03	miss50
PI576366_PI576366	-30255.99422270001	2622	10%	-4.8928223	Chr03	miss50
PI576373_PI576373	-34865.5381555	2975	10%	-4.8928223	Chr03	miss50
PI576375_PI576375	-116827.07594170005	10082	10%	-4.8928223	Chr03	miss50
PI576376_PI576376	-107144.72475740002	11411	10%	-4.8928223	Chr03	miss50
PI576380_PI576380	-54543.74838439993	4782	10%	-4.8928223	Chr03	miss50
PI576381_PI576381	-48223.27746389987	4300	10%	-4.8928223	Chr03	miss50
PI576385_PI576385	-98938.91886639998	8552	10%	-4.8928223	Chr03	miss50
PI576386_PI576386	-35682.38184500001	3087	10%	-4.8928223	Chr03	miss50
PI576387_PI576387	-33432.757041500015	2893	10%	-4.8928223	Chr03	miss50
PI576390_PI576390	-117146.25138119988	10111	10%	-4.8928223	Chr03	miss50
PI576391_PI576391	-34002.77039580001	2972	10%	-4.8928223	Chr03	miss50
PI576393_PI576393	-32971.93180680005	3088	10%	-4.8928223	Chr03	miss50
PI576394_PI576394	-33100.81597790001	2850	10%	-4.8928223	Chr03	miss50
PI576396_PI576396	-35645.055033100005	3073	10%	-4.8928223	Chr03	miss50
PI576399_PI576399	-108608.99509669995	9544	10%	-4.8928223	Chr03	miss50
PI576401_PI576401	-117946.20636990017	10180	10%	-4.8928223	Chr03	miss50
PI576418_PI576418	-63888.377256900094	5564	10%	-4.8928223	Chr03	miss50
PI576422_PI576422	-33013.1473331	2828	10%	-4.8928223	Chr03	miss50
PI576425_PI576425	-105697.2590885001	11844	10%	-4.8928223	Chr03	miss50
PI576426_PI576426	-34203.30318449998	2962	10%	-4.8928223	Chr03	miss50
PI576428_PI576428	-34708.71544939998	2992	10%	-4.8928223	Chr03	miss50
PI576434_PI576434	-33076.10292200003	2901	10%	-4.8928223	Chr03	miss50
PI576435_PI576435	-114681.97321520007	9883	10%	-4.8928223	Chr03	miss50
PI576437_PI576437	-33858.88801939998	2907	10%	-4.8928223	Chr03	miss50
PI585291_PI585291	-84989.66236310045	13704	10%	-4.8928223	Chr03	miss50
PI585295_PI585295	-35457.32596859996	3074	10%	-4.8928223	Chr03	miss50
PI595699_PI595699	-32446.12092180004	2793	10%	-4.8928223	Chr03	miss50
PI595702_PI595702	-33713.82036809999	2906	10%	-4.8928223	Chr03	miss50
PI595714_PI595714	-31021.92797290003	2683	10%	-4.8928223	Chr03	miss50
PI595718_PI595718	-35457.30658190006	3056	10%	-4.8928223	Chr03	miss50
PI595720_PI595720	-117387.08068100018	10204	10%	-4.8928223	Chr03	miss50
PI595739_PI595739	-35553.16984599998	3067	10%	-4.8928223	Chr03	miss50
PI595740_PI595740	-33996.340253000024	3204	10%	-4.8928223	Chr03	miss50
PI595741_PI595741	-95964.67786819993	8308	10%	-4.8928223	Chr03	miss50
PI595743_PI595743	-102245.13727659993	11190	10%	-4.8928223	Chr03	miss50
PI595744_PI595744	-32011.215748300005	2773	10%	-4.8928223	Chr03	miss50
PI595745_PI595745	-32356.310997700035	2807	10%	-4.8928223	Chr03	miss50
PI597945_PI597945	-114060.4441629001	9895	10%	-4.8928223	Chr03	miss50
PI597946_PI597946	-32040.592281700006	2805	10%	-4.8928223	Chr03	miss50
PI597949_PI597949	-30781.894513600007	2658	10%	-4.8928223	Chr03	miss50
PI597950_PI597950	-30054.877788000023	2612	10%	-4.8928223	Chr03	miss50
PI597951_PI597951	-64182.73681369998	5587	10%	-4.8928223	Chr03	miss50
PI597952_PI597952	-32234.11455300001	4953	10%	-4.8928223	Chr03	miss50
PI597957_PI597957	-103258.54327340006	11474	10%	-4.8928223	Chr03	miss50
PI597958_PI597958	-35117.57280450004	3010	10%	-4.8928223	Chr03	miss50
PI597960_PI597960	-63468.3284292	5559	10%	-4.8928223	Chr03	miss50
PI597961_PI597961	-33839.77211700001	2943	10%	-4.8928223	Chr03	miss50
PI597964_PI597964	-55199.54000969997	4830	10%	-4.8928223	Chr03	miss50
PI597965_PI597965	-33872.18359340004	2991	10%	-4.8928223	Chr03	miss50
PI597966_PI597966	-35214.796399100014	3042	10%	-4.8928223	Chr03	miss50
PI597967_PI597967	-36400.89555310004	3178	10%	-4.8928223	Chr03	miss50
PI597968_PI597968	-34941.30271119996	3047	10%	-4.8928223	Chr03	miss50
PI597971_PI597971	-34495.0078355	3009	10%	-4.8928223	Chr03	miss50
PI597972_PI597972	-48499.55862889996	4326	10%	-4.8928223	Chr03	miss50
PI597973_PI597973	-50862.366471199864	4488	10%	-4.8928223	Chr03	miss50
PI597976_PI597976	-94143.19143599992	8185	10%	-4.8928223	Chr03	miss50
PI597980_PI597980	-30983.43255250004	2687	10%	-4.8928223	Chr03	miss50
PI597982_PI597982	-31314.666126800043	2762	10%	-4.8928223	Chr03	miss50
PI598069_PI598069	-115185.95146700011	10053	10%	-4.8928223	Chr03	miss50
PI598070_PI598070	-115615.93971790008	10407	10%	-4.8928223	Chr03	miss50
PI601816_PI601816	-35297.844225400004	3032	10%	-4.8928223	Chr03	miss50
PI607931_PI607931	-32977.08654339999	2878	10%	-4.8928223	Chr03	miss50
PI609456_PI609456	-18058.122495400014	1654	10%	-4.8928223	Chr03	miss50
PI613536_PI613536	-33305.50385250004	2896	10%	-4.8928223	Chr03	miss50
PI629034_PI629034	-34870.6932811	3020	10%	-4.8928223	Chr03	miss50
PI629040_PI629040	-119509.07685720011	10379	10%	-4.8928223	Chr03	miss50
PI629059_PI629059	-34064.72618470004	2893	10%	-4.8928223	Chr03	miss50
PI641824_PI641824	-31609.08010410002	3213	10%	-4.8928223	Chr03	miss50
PI641836_PI641836	-34847.07848550001	3008	10%	-4.8928223	Chr03	miss50
PI641849_PI641849	-33243.75395859998	2896	10%	-4.8928223	Chr03	miss50
PI641874_PI641874	-120317.82081330007	10405	10%	-4.8928223	Chr03	miss50
PI642791_PI642791	-34323.49407650004	2927	10%	-4.8928223	Chr03	miss50
PI642793_PI642793	-34347.32037650004	2919	10%	-4.8928223	Chr03	miss50
PI642992_PI642992	-32232.013392000023	2799	10%	-4.8928223	Chr03	miss50
PI642998_PI642998	-24687.297998800037	2193	10%	-4.8928223	Chr03	miss50
PI651492_PI651492	-34091.269180500036	2973	10%	-4.8928223	Chr03	miss50
PI651496_PI651496	-34473.07115690002	2992	10%	-4.8928223	Chr03	miss50
PI653616_PI653616	-114538.72554370016	10244	10%	-4.8928223	Chr03	miss50
PI653617_PI653617	-34531.83477090002	3010	10%	-4.8928223	Chr03	miss50
PI655970_PI655970	-35105.609187600065	2980	10%	-4.8928223	Chr03	miss50
PI655971_PI655971	-119535.70209710002	10364	10%	-4.8928223	Chr03	miss50
PI655972_PI655972	-32797.276117	2806	10%	-4.8928223	Chr03	miss50
PI655973_PI655973	-90556.67153489987	7844	10%	-4.8928223	Chr03	miss50
PI655974_PI655974	-35061.062249700066	3055	10%	-4.8928223	Chr03	miss50
PI655975_PI655975	-122106.88750090012	10469	10%	-4.8928223	Chr03	miss50
PI655976_PI655976	-32669.439631399993	2798	10%	-4.8928223	Chr03	miss50
PI655977_PI655977	-34957.145487599955	3027	10%	-4.8928223	Chr03	miss50
PI655978_PI655978	-121564.11204790008	10464	10%	-4.8928223	Chr03	miss50
PI655979_PI655979	-121590.0533621001	10453	10%	-4.8928223	Chr03	miss50
PI655980_PI655980	-53952.01788629991	4770	10%	-4.8928223	Chr03	miss50
PI655981_PI655981	-92230.01895689989	7975	10%	-4.8928223	Chr03	miss50
PI655982_PI655982	-34984.06847190001	2978	10%	-4.8928223	Chr03	miss50
PI655983_PI655983	-34920.869743300005	3003	10%	-4.8928223	Chr03	miss50
PI655984_PI655984	-111601.20509800008	9712	10%	-4.8928223	Chr03	miss50
PI655985_PI655985	-35581.63176960008	3040	10%	-4.8928223	Chr03	miss50
PI655986_PI655986	-35384.05999030006	3025	10%	-4.8928223	Chr03	miss50
PI655987_PI655987	-35486.238823300075	3023	10%	-4.8928223	Chr03	miss50
PI655988_PI655988	-35328.64928690006	3004	10%	-4.8928223	Chr03	miss50
PI655989_PI655989	-35547.95867040006	3066	10%	-4.8928223	Chr03	miss50
PI655990_PI655990	-118869.07246280015	10266	10%	-4.8928223	Chr03	miss50
PI655991_PI655991	-42038.75112790007	5130	10%	-4.8928223	Chr03	miss50
PI655992_PI655992	-37400.57118430007	4188	10%	-4.8928223	Chr03	miss50
PI655993_PI655993	-116173.83237980011	10508	10%	-4.8928223	Chr03	miss50
PI655994_PI655994	-34867.56200060005	4341	10%	-4.8928223	Chr03	miss50
PI655995_PI655995	-25069.14455410004	2223	10%	-4.8928223	Chr03	miss50
PI655996_PI655996	-119111.74726580008	10295	10%	-4.8928223	Chr03	miss50
PI655997_PI655997	-118686.02028250013	10237	10%	-4.8928223	Chr03	miss50
PI655998_PI655998	-120470.57706970011	10395	10%	-4.8928223	Chr03	miss50
PI655999_PI655999	-33808.38551959995	3126	10%	-4.8928223	Chr03	miss50
PI656000_PI656000	-34336.574580899985	2905	10%	-4.8928223	Chr03	miss50
PI656001_PI656001	-34299.96977959998	2945	10%	-4.8928223	Chr03	miss50
PI656002_PI656002	-32087.92095980003	2758	10%	-4.8928223	Chr03	miss50
PI656003_PI656003	-33401.080988	2864	10%	-4.8928223	Chr03	miss50
