sample	Genetic_load	N_del	cutoff	cutoff_score	chr	miss
PI656065_PI656065	-140537.63343180018	13467	25%	-3.9101562	Chr08	miss50
PI656066_PI656066	-133405.3237961001	13441	25%	-3.9101562	Chr08	miss50
PI656067_PI656067	-61205.65572329999	6805	25%	-3.9101562	Chr08	miss50
PI656068_PI656068	-154098.6393777999	15805	25%	-3.9101562	Chr08	miss50
PI656069_PI656069	-137422.07706880034	15649	25%	-3.9101562	Chr08	miss50
PI656070_PI656070	-160418.9881250994	15755	25%	-3.9101562	Chr08	miss50
PI656071_PI656071	-86238.6099372998	8344	25%	-3.9101562	Chr08	miss50
PI656072_PI656072	-151546.45898090035	14646	25%	-3.9101562	Chr08	miss50
PI656073_PI656073	-137467.52635200016	13693	25%	-3.9101562	Chr08	miss50
PI656074_PI656074	-108261.63769900048	11004	25%	-3.9101562	Chr08	miss50
PI656075_PI656075	-144458.75883939987	14009	25%	-3.9101562	Chr08	miss50
PI656076_PI656076	-158550.6009810998	16215	25%	-3.9101562	Chr08	miss50
PI656077_PI656077	-146421.77980360042	16522	25%	-3.9101562	Chr08	miss50
PI656078_PI656078	-29996.870062299986	3599	25%	-3.9101562	Chr08	miss50
PI656079_PI656079	-156724.42798349998	15907	25%	-3.9101562	Chr08	miss50
PI656080_PI656080	-186458.85152919943	19728	25%	-3.9101562	Chr08	miss50
PI656081_PI656081	-29848.456392399956	3172	25%	-3.9101562	Chr08	miss50
PI656082_PI656082	-153010.23078220026	14955	25%	-3.9101562	Chr08	miss50
PI656083_PI656083	-196730.90522330106	35970	25%	-3.9101562	Chr08	miss50
PI656085_PI656085	-85112.05517340005	11208	25%	-3.9101562	Chr08	miss50
PI656086_PI656086	-138849.27152610017	13552	25%	-3.9101562	Chr08	miss50
PI656087_PI656087	-154715.95688890037	14872	25%	-3.9101562	Chr08	miss50
PI656088_PI656088	-65883.64853100003	6998	25%	-3.9101562	Chr08	miss50
PI656089_PI656089	-65503.85584820002	6999	25%	-3.9101562	Chr08	miss50
PI656090_PI656090	-142901.30755870024	14150	25%	-3.9101562	Chr08	miss50
PI656091_PI656091	-139978.75828220084	18159	25%	-3.9101562	Chr08	miss50
PI656092_PI656092	-153046.31733490035	14787	25%	-3.9101562	Chr08	miss50
PI656093_PI656093	-110150.23026239987	10933	25%	-3.9101562	Chr08	miss50
PI656094_PI656094	-104621.67905940018	10078	25%	-3.9101562	Chr08	miss50
PI656095_PI656095	-117124.53322010025	11455	25%	-3.9101562	Chr08	miss50
PI656096_PI656096	-120119.92804230016	11581	25%	-3.9101562	Chr08	miss50
PI656097_PI656097	-163092.85948329992	15710	25%	-3.9101562	Chr08	miss50
PI656098_PI656098	-133427.9298331001	13603	25%	-3.9101562	Chr08	miss50
PI656099_PI656099	-159298.43613980053	16861	25%	-3.9101562	Chr08	miss50
PI656100_PI656100	-157597.35737000022	15958	25%	-3.9101562	Chr08	miss50
PI656101_PI656101	-141931.8022325004	13640	25%	-3.9101562	Chr08	miss50
PI656102_PI656102	-119160.6453505001	11357	25%	-3.9101562	Chr08	miss50
PI656103_PI656103	-157992.99514310068	16364	25%	-3.9101562	Chr08	miss50
PI656104_PI656104	-144427.54932430075	24390	25%	-3.9101562	Chr08	miss50
PI656105_PI656105	-119810.71663440013	12090	25%	-3.9101562	Chr08	miss50
PI656106_PI656106	-92972.96653730005	9635	25%	-3.9101562	Chr08	miss50
PI656107_PI656107	-133517.60653700025	18824	25%	-3.9101562	Chr08	miss50
PI656108_PI656108	-71379.11490780007	7100	25%	-3.9101562	Chr08	miss50
PI656109_PI656109	-118107.73099959988	11360	25%	-3.9101562	Chr08	miss50
PI656110_PI656110	-175154.85804769956	18958	25%	-3.9101562	Chr08	miss50
PI656111_PI656111	-111086.53850590014	10630	25%	-3.9101562	Chr08	miss50
PI656112_PI656112	-145967.55782570067	15240	25%	-3.9101562	Chr08	miss50
PI656113_PI656113	-140907.5246873997	14377	25%	-3.9101562	Chr08	miss50
PI656114_PI656114	-145206.8467726004	16098	25%	-3.9101562	Chr08	miss50
PI656115_PI656115	-148433.0007845	14794	25%	-3.9101562	Chr08	miss50
PI656116_PI656116	-144210.96848590014	16917	25%	-3.9101562	Chr08	miss50
PI656118_PI656118	-152015.90909570025	15592	25%	-3.9101562	Chr08	miss50
PI656119_PI656119	-122029.81080220007	13431	25%	-3.9101562	Chr08	miss50
PI656120_PI656120	-118868.4339211002	11419	25%	-3.9101562	Chr08	miss50
PI656121_PI656121	-142553.1514476998	14615	25%	-3.9101562	Chr08	miss50
PI659691_PI659691	-146450.85413419985	20116	25%	-3.9101562	Chr08	miss50
PI659694_PI659694	-148593.9125880998	15511	25%	-3.9101562	Chr08	miss50
PI659695_PI659695	-148551.5127045007	15377	25%	-3.9101562	Chr08	miss50
PI659696_PI659696	-117389.0844188	11473	25%	-3.9101562	Chr08	miss50
PI659753_PI659753	-154290.25143419945	17384	25%	-3.9101562	Chr08	miss50
PI152651_PI152651	-64725.221147299984	5487	10%	-5.44519045	Chr08	miss50
PI17548_PI17548	-66591.48976909998	5459	10%	-5.44519045	Chr08	miss50
PI24969_PI24969	-70981.81545090007	5846	10%	-5.44519045	Chr08	miss50
PI276837_PI276837	-77703.25548139997	6442	10%	-5.44519045	Chr08	miss50
PI329435_PI329435	-92925.40245170007	8080	10%	-5.44519045	Chr08	miss50
PI329440_PI329440	-67686.57167179996	5576	10%	-5.44519045	Chr08	miss50
PI34911_PI34911	-69264.7476931	5670	10%	-5.44519045	Chr08	miss50
PI35038_PI35038	-55002.69946899995	4408	10%	-5.44519045	Chr08	miss50
PI48770_PI48770	-54103.57596389998	4661	10%	-5.44519045	Chr08	miss50
PI533750_PI533750	-53971.06641569998	4343	10%	-5.44519045	Chr08	miss50
PI533752_PI533752	-65293.21804210006	5278	10%	-5.44519045	Chr08	miss50
PI533754_PI533754	-62491.50463829996	5265	10%	-5.44519045	Chr08	miss50
PI533755_PI533755	-66269.19063219998	5635	10%	-5.44519045	Chr08	miss50
PI533757_PI533757	-66143.550982	5386	10%	-5.44519045	Chr08	miss50
PI533758_PI533758	-54431.81237449994	4364	10%	-5.44519045	Chr08	miss50
PI533759_PI533759	-45076.45307079992	3603	10%	-5.44519045	Chr08	miss50
PI533760_PI533760	-78277.71111620012	6339	10%	-5.44519045	Chr08	miss50
PI533761_PI533761	-65565.09174879988	5293	10%	-5.44519045	Chr08	miss50
PI533762_PI533762	-63970.30273920007	7523	10%	-5.44519045	Chr08	miss50
PI533766_PI533766	-48933.439643200065	3945	10%	-5.44519045	Chr08	miss50
PI533769_PI533769	-36230.907531000004	2948	10%	-5.44519045	Chr08	miss50
PI533776_PI533776	-51849.30493569999	4193	10%	-5.44519045	Chr08	miss50
PI533785_PI533785	-52777.870365100025	4293	10%	-5.44519045	Chr08	miss50
PI533788_PI533788	-73263.21190569997	6045	10%	-5.44519045	Chr08	miss50
PI533789_PI533789	-66755.74878869997	5405	10%	-5.44519045	Chr08	miss50
PI533792_PI533792	-51877.76172180004	4159	10%	-5.44519045	Chr08	miss50
PI533794_PI533794	-71152.35237440003	5745	10%	-5.44519045	Chr08	miss50
PI533799_PI533799	-71037.25215080004	5743	10%	-5.44519045	Chr08	miss50
PI533800_PI533800	-76390.90617339991	6370	10%	-5.44519045	Chr08	miss50
PI533807_PI533807	-65304.66618130004	5332	10%	-5.44519045	Chr08	miss50
PI533810_PI533810	-76657.48122410008	6300	10%	-5.44519045	Chr08	miss50
PI533814_PI533814	-72878.27613669993	5961	10%	-5.44519045	Chr08	miss50
PI533821_PI533821	-58587.99372009992	4693	10%	-5.44519045	Chr08	miss50
PI533822_PI533822	-69312.77766650001	5612	10%	-5.44519045	Chr08	miss50
PI533824_PI533824	-71162.77034979992	5823	10%	-5.44519045	Chr08	miss50
PI533830_PI533830	-72161.04331220004	5991	10%	-5.44519045	Chr08	miss50
PI533831_PI533831	-66645.03938800008	5502	10%	-5.44519045	Chr08	miss50
PI533833_PI533833	-42511.65894210003	3436	10%	-5.44519045	Chr08	miss50
PI533838_PI533838	-63138.569094999984	5162	10%	-5.44519045	Chr08	miss50
PI533839_PI533839	-9423.1068771	830	10%	-5.44519045	Chr08	miss50
PI533841_PI533841	-48554.22742119998	3932	10%	-5.44519045	Chr08	miss50
PI533842_PI533842	-77882.3114550001	6388	10%	-5.44519045	Chr08	miss50
PI533843_PI533843	-30689.6288573	2526	10%	-5.44519045	Chr08	miss50
PI533845_PI533845	-97764.92533829986	8187	10%	-5.44519045	Chr08	miss50
PI533852_PI533852	-76007.61493460005	6334	10%	-5.44519045	Chr08	miss50
PI533855_PI533855	-83431.56906220004	9618	10%	-5.44519045	Chr08	miss50
PI533856_PI533856	-76934.54667540008	6309	10%	-5.44519045	Chr08	miss50
PI533863_PI533863	-55829.67383259993	4477	10%	-5.44519045	Chr08	miss50
PI533866_PI533866	-67995.1343410999	5505	10%	-5.44519045	Chr08	miss50
PI533869_PI533869	-94786.39160479994	7779	10%	-5.44519045	Chr08	miss50
PI533871_PI533871	-50512.95428869999	4057	10%	-5.44519045	Chr08	miss50
PI533876_PI533876	-66157.61708520004	5898	10%	-5.44519045	Chr08	miss50
PI533877_PI533877	-77561.48776419993	9074	10%	-5.44519045	Chr08	miss50
PI533878_PI533878	-51958.04375229999	4227	10%	-5.44519045	Chr08	miss50
PI533882_PI533882	-66783.26320020002	5446	10%	-5.44519045	Chr08	miss50
PI533901_PI533901	-54961.414069399936	4407	10%	-5.44519045	Chr08	miss50
PI533902_PI533902	-76087.67497930005	6229	10%	-5.44519045	Chr08	miss50
PI533903_PI533903	-86086.06134249998	7122	10%	-5.44519045	Chr08	miss50
PI533910_PI533910	-65642.54738440005	5444	10%	-5.44519045	Chr08	miss50
PI533911_PI533911	-78015.05621080004	6365	10%	-5.44519045	Chr08	miss50
PI533912_PI533912	-66245.1541411	5431	10%	-5.44519045	Chr08	miss50
PI533913_PI533913	-70722.52831779992	5845	10%	-5.44519045	Chr08	miss50
PI533915_PI533915	-92032.06845879981	7556	10%	-5.44519045	Chr08	miss50
PI533919_PI533919	-73343.88466130012	6114	10%	-5.44519045	Chr08	miss50
PI533921_PI533921	-74788.21823140005	6130	10%	-5.44519045	Chr08	miss50
PI533924_PI533924	-89230.91839929989	7355	10%	-5.44519045	Chr08	miss50
PI533927_PI533927	-90365.35254609992	7501	10%	-5.44519045	Chr08	miss50
PI533936_PI533936	-54029.41571739998	4314	10%	-5.44519045	Chr08	miss50
PI533937_PI533937	-53083.32190139996	4241	10%	-5.44519045	Chr08	miss50
PI533938_PI533938	-57662.58985060001	4647	10%	-5.44519045	Chr08	miss50
PI533939_PI533939	-57940.65076709997	5268	10%	-5.44519045	Chr08	miss50
PI533940_PI533940	-54089.76868159995	4329	10%	-5.44519045	Chr08	miss50
PI533943_PI533943	-76663.03147969997	6285	10%	-5.44519045	Chr08	miss50
PI533948_PI533948	-55592.29040869992	4424	10%	-5.44519045	Chr08	miss50
PI533949_PI533949	-66557.35366080006	5388	10%	-5.44519045	Chr08	miss50
PI533954_PI533954	-58232.90442869993	4674	10%	-5.44519045	Chr08	miss50
PI533955_PI533955	-53467.55853629996	4269	10%	-5.44519045	Chr08	miss50
PI533956_PI533956	-56514.37530949998	4539	10%	-5.44519045	Chr08	miss50
PI533957_PI533957	-49438.03082099996	3986	10%	-5.44519045	Chr08	miss50
PI533961_PI533961	-69709.48926979999	5657	10%	-5.44519045	Chr08	miss50
PI533962_PI533962	-65174.0408447	5299	10%	-5.44519045	Chr08	miss50
PI533964_PI533964	-78903.8934905	6346	10%	-5.44519045	Chr08	miss50
PI533965_PI533965	-57161.91997779998	4630	10%	-5.44519045	Chr08	miss50
PI533967_PI533967	-78929.80120630005	6535	10%	-5.44519045	Chr08	miss50
PI533970_PI533970	-66398.994827	5420	10%	-5.44519045	Chr08	miss50
PI533972_PI533972	-42230.511907200016	3419	10%	-5.44519045	Chr08	miss50
PI533976_PI533976	-64844.29091770005	5394	10%	-5.44519045	Chr08	miss50
PI533979_PI533979	-55825.95526749994	4450	10%	-5.44519045	Chr08	miss50
PI533980_PI533980	-67753.60939730002	5485	10%	-5.44519045	Chr08	miss50
PI533985_PI533985	-36586.59515320005	2973	10%	-5.44519045	Chr08	miss50
PI533986_PI533986	-68314.82351149997	5532	10%	-5.44519045	Chr08	miss50
PI533987_PI533987	-65447.97681809991	5288	10%	-5.44519045	Chr08	miss50
PI533989_PI533989	-80094.29545769996	6939	10%	-5.44519045	Chr08	miss50
PI533991_PI533991	-78146.9682513	6339	10%	-5.44519045	Chr08	miss50
PI533996_PI533996	-55711.05139039989	4486	10%	-5.44519045	Chr08	miss50
PI533997_PI533997	-88496.64787019994	7426	10%	-5.44519045	Chr08	miss50
PI534009_PI534009	-96273.43262819997	7988	10%	-5.44519045	Chr08	miss50
PI534021_PI534021	-77703.94057320005	6406	10%	-5.44519045	Chr08	miss50
PI534028_PI534028	-55356.22577069989	4425	10%	-5.44519045	Chr08	miss50
PI534037_PI534037	-55835.666076499925	4506	10%	-5.44519045	Chr08	miss50
PI534046_PI534046	-54093.78228689994	4324	10%	-5.44519045	Chr08	miss50
PI534047_PI534047	-65756.77644999998	5432	10%	-5.44519045	Chr08	miss50
PI534053_PI534053	-64447.86720649995	5227	10%	-5.44519045	Chr08	miss50
PI534054_PI534054	-58531.22157019995	4697	10%	-5.44519045	Chr08	miss50
PI534063_PI534063	-89893.10448929996	7371	10%	-5.44519045	Chr08	miss50
PI534070_PI534070	-55465.050176999925	4422	10%	-5.44519045	Chr08	miss50
PI534075_PI534075	-55203.880988199984	4494	10%	-5.44519045	Chr08	miss50
PI534079_PI534079	-66066.4308296	5440	10%	-5.44519045	Chr08	miss50
PI534088_PI534088	-54537.742608300025	4387	10%	-5.44519045	Chr08	miss50
PI534092_PI534092	-48376.758861100025	3931	10%	-5.44519045	Chr08	miss50
PI534096_PI534096	-10740.969542899995	927	10%	-5.44519045	Chr08	miss50
PI534097_PI534097	-53600.32806689999	4294	10%	-5.44519045	Chr08	miss50
PI534099_PI534099	-69580.40751429998	5811	10%	-5.44519045	Chr08	miss50
PI534101_PI534101	-62461.19563370013	6862	10%	-5.44519045	Chr08	miss50
PI534105_PI534105	-70397.65546669994	5675	10%	-5.44519045	Chr08	miss50
PI534108_PI534108	-68441.1612617	5617	10%	-5.44519045	Chr08	miss50
PI534112_PI534112	-46482.57447419996	5657	10%	-5.44519045	Chr08	miss50
PI534114_PI534114	-68543.74647589997	5530	10%	-5.44519045	Chr08	miss50
PI534115_PI534115	-80506.63457119999	6516	10%	-5.44519045	Chr08	miss50
PI534116_PI534116	-95064.61787059992	7872	10%	-5.44519045	Chr08	miss50
PI534117_PI534117	-96692.35107799989	7935	10%	-5.44519045	Chr08	miss50
PI534123_PI534123	-91192.74042609996	7524	10%	-5.44519045	Chr08	miss50
PI534124_PI534124	-90886.43121509986	7588	10%	-5.44519045	Chr08	miss50
PI534127_PI534127	-91399.42431979987	7543	10%	-5.44519045	Chr08	miss50
PI534128_PI534128	-71915.30337250001	5940	10%	-5.44519045	Chr08	miss50
PI534132_PI534132	-71901.93758739995	6012	10%	-5.44519045	Chr08	miss50
PI534133_PI534133	-72259.72762329996	5902	10%	-5.44519045	Chr08	miss50
PI534135_PI534135	-73235.75808080002	5937	10%	-5.44519045	Chr08	miss50
PI534137_PI534137	-73414.8499766	6013	10%	-5.44519045	Chr08	miss50
PI534138_PI534138	-47180.14953569992	3819	10%	-5.44519045	Chr08	miss50
PI534139_PI534139	-51579.24980899996	4159	10%	-5.44519045	Chr08	miss50
PI534144_PI534144	-53206.77027110001	4298	10%	-5.44519045	Chr08	miss50
PI534145_PI534145	-45520.68664019996	3664	10%	-5.44519045	Chr08	miss50
PI534148_PI534148	-72786.04508049996	5967	10%	-5.44519045	Chr08	miss50
PI534155_PI534155	-71806.69496960007	6052	10%	-5.44519045	Chr08	miss50
PI534157_PI534157	-71348.36104729999	8216	10%	-5.44519045	Chr08	miss50
PI534163_PI534163	-66410.92879810007	5405	10%	-5.44519045	Chr08	miss50
PI534167_PI534167	-73584.06477420009	6034	10%	-5.44519045	Chr08	miss50
PI540816_PI540816	-95444.43695239996	7799	10%	-5.44519045	Chr08	miss50
PI542406_PI542406	-29046.853307499994	2421	10%	-5.44519045	Chr08	miss50
PI542718_PI542718	-78641.15876160006	6347	10%	-5.44519045	Chr08	miss50
PI548797_PI548797	-67959.79152560007	5527	10%	-5.44519045	Chr08	miss50
PI552856_PI552856	-70526.77479680002	5706	10%	-5.44519045	Chr08	miss50
PI552861_PI552861	-55185.69738929995	4392	10%	-5.44519045	Chr08	miss50
PI561071_PI561071	-78857.45629830007	6368	10%	-5.44519045	Chr08	miss50
PI561072_PI561072	-52185.3762286	4166	10%	-5.44519045	Chr08	miss50
PI561073_PI561073	-54365.46863019997	4350	10%	-5.44519045	Chr08	miss50
PI561472_PI561472	-76779.11583289999	6518	10%	-5.44519045	Chr08	miss50
PI562730_PI562730	-61399.88741629988	5039	10%	-5.44519045	Chr08	miss50
PI564163_PI564163	-54983.77599949997	4495	10%	-5.44519045	Chr08	miss50
PI564164_PI564164	-66344.721996	6037	10%	-5.44519045	Chr08	miss50
PI564165_PI564165	-76887.04967399998	6260	10%	-5.44519045	Chr08	miss50
PI565121_PI565121	-77400.90270269997	6208	10%	-5.44519045	Chr08	miss50
PI566819_PI566819	-54739.208992399996	4414	10%	-5.44519045	Chr08	miss50
PI576130_PI576130	-78247.93809629997	6324	10%	-5.44519045	Chr08	miss50
PI576332_PI576332	-54840.80505939994	4391	10%	-5.44519045	Chr08	miss50
PI576333_PI576333	-55279.90643889997	4402	10%	-5.44519045	Chr08	miss50
PI576337_PI576337	-10796.255801199999	1033	10%	-5.44519045	Chr08	miss50
PI576339_PI576339	-55126.427188999965	4398	10%	-5.44519045	Chr08	miss50
PI576340_PI576340	-53097.53119369998	4235	10%	-5.44519045	Chr08	miss50
PI576345_PI576345	-54520.53607799998	4341	10%	-5.44519045	Chr08	miss50
PI576347_PI576347	-67638.01672970002	9621	10%	-5.44519045	Chr08	miss50
PI576348_PI576348	-44189.290156800016	6039	10%	-5.44519045	Chr08	miss50
PI576349_PI576349	-28282.7977045	2377	10%	-5.44519045	Chr08	miss50
PI576350_PI576350	-42639.7790689001	5778	10%	-5.44519045	Chr08	miss50
PI576352_PI576352	-55234.97595519992	4404	10%	-5.44519045	Chr08	miss50
PI576359_PI576359	-98115.23542119989	8034	10%	-5.44519045	Chr08	miss50
PI576364_PI576364	-53530.23468609997	4271	10%	-5.44519045	Chr08	miss50
PI576366_PI576366	-66230.30428210009	5360	10%	-5.44519045	Chr08	miss50
PI576373_PI576373	-56177.538391999915	4484	10%	-5.44519045	Chr08	miss50
PI576375_PI576375	-72148.52745590005	5890	10%	-5.44519045	Chr08	miss50
PI576376_PI576376	-68313.59199040012	7825	10%	-5.44519045	Chr08	miss50
PI576380_PI576380	-77202.346244	6223	10%	-5.44519045	Chr08	miss50
PI576381_PI576381	-73571.94322840012	6036	10%	-5.44519045	Chr08	miss50
PI576385_PI576385	-55631.55695169996	4426	10%	-5.44519045	Chr08	miss50
PI576386_PI576386	-56658.78583430002	4551	10%	-5.44519045	Chr08	miss50
PI576387_PI576387	-65794.09572509999	5308	10%	-5.44519045	Chr08	miss50
PI576390_PI576390	-55153.217709799916	4410	10%	-5.44519045	Chr08	miss50
PI576391_PI576391	-73386.18291679998	6028	10%	-5.44519045	Chr08	miss50
PI576393_PI576393	-48989.25634969993	4020	10%	-5.44519045	Chr08	miss50
PI576394_PI576394	-55705.687321299934	4438	10%	-5.44519045	Chr08	miss50
PI576396_PI576396	-56680.616279099995	4549	10%	-5.44519045	Chr08	miss50
PI576399_PI576399	-55683.04944230005	4517	10%	-5.44519045	Chr08	miss50
PI576401_PI576401	-77838.08720500005	6306	10%	-5.44519045	Chr08	miss50
PI576418_PI576418	-50989.9050952	4114	10%	-5.44519045	Chr08	miss50
PI576422_PI576422	-55366.68810969992	4413	10%	-5.44519045	Chr08	miss50
PI576425_PI576425	-69702.38477450014	8352	10%	-5.44519045	Chr08	miss50
PI576426_PI576426	-74176.06746650007	6089	10%	-5.44519045	Chr08	miss50
PI576428_PI576428	-71290.64216710006	5744	10%	-5.44519045	Chr08	miss50
PI576434_PI576434	-67009.08833289999	5563	10%	-5.44519045	Chr08	miss50
PI576435_PI576435	-69933.43152039993	5647	10%	-5.44519045	Chr08	miss50
PI576437_PI576437	-93163.59742139989	7623	10%	-5.44519045	Chr08	miss50
PI585291_PI585291	-73326.32430600008	9023	10%	-5.44519045	Chr08	miss50
PI585295_PI585295	-79224.96220759998	6395	10%	-5.44519045	Chr08	miss50
PI595699_PI595699	-76749.31864670003	6171	10%	-5.44519045	Chr08	miss50
PI595702_PI595702	-53690.5349233	4283	10%	-5.44519045	Chr08	miss50
PI595714_PI595714	-68540.36524720001	5571	10%	-5.44519045	Chr08	miss50
PI595718_PI595718	-62621.61805879997	5141	10%	-5.44519045	Chr08	miss50
PI595720_PI595720	-73425.27512770014	6036	10%	-5.44519045	Chr08	miss50
PI595739_PI595739	-55612.86383169992	4440	10%	-5.44519045	Chr08	miss50
PI595740_PI595740	-51292.36792029999	4188	10%	-5.44519045	Chr08	miss50
PI595741_PI595741	-93988.75354979993	7647	10%	-5.44519045	Chr08	miss50
PI595743_PI595743	-55193.14313309993	4930	10%	-5.44519045	Chr08	miss50
PI595744_PI595744	-52936.07391959997	4212	10%	-5.44519045	Chr08	miss50
PI595745_PI595745	-66173.62794689997	5406	10%	-5.44519045	Chr08	miss50
PI597945_PI597945	-68841.55572390009	5628	10%	-5.44519045	Chr08	miss50
PI597946_PI597946	-31687.457860899984	2636	10%	-5.44519045	Chr08	miss50
PI597949_PI597949	-97487.49690149997	7960	10%	-5.44519045	Chr08	miss50
PI597950_PI597950	-29477.950880099943	2415	10%	-5.44519045	Chr08	miss50
PI597951_PI597951	-47476.4527671	3829	10%	-5.44519045	Chr08	miss50
PI597952_PI597952	-84306.79116820004	12152	10%	-5.44519045	Chr08	miss50
PI597957_PI597957	-66815.26872320008	8079	10%	-5.44519045	Chr08	miss50
PI597958_PI597958	-58258.69855669993	4677	10%	-5.44519045	Chr08	miss50
PI597960_PI597960	-55494.87707379995	4458	10%	-5.44519045	Chr08	miss50
PI597961_PI597961	-66286.70173709998	5373	10%	-5.44519045	Chr08	miss50
PI597964_PI597964	-77663.34636520005	6292	10%	-5.44519045	Chr08	miss50
PI597965_PI597965	-66706.15369569996	5376	10%	-5.44519045	Chr08	miss50
PI597966_PI597966	-69474.90809240002	5600	10%	-5.44519045	Chr08	miss50
PI597967_PI597967	-79079.42974049998	6451	10%	-5.44519045	Chr08	miss50
PI597968_PI597968	-77193.50279180011	6277	10%	-5.44519045	Chr08	miss50
PI597971_PI597971	-66318.40559710003	5364	10%	-5.44519045	Chr08	miss50
PI597972_PI597972	-69271.67276429995	5707	10%	-5.44519045	Chr08	miss50
PI597973_PI597973	-66849.03680229992	5414	10%	-5.44519045	Chr08	miss50
PI597976_PI597976	-51269.95245399996	4125	10%	-5.44519045	Chr08	miss50
PI597980_PI597980	-66873.94679489995	5397	10%	-5.44519045	Chr08	miss50
PI597982_PI597982	-67700.77089350001	5628	10%	-5.44519045	Chr08	miss50
PI598069_PI598069	-51358.88538199994	4129	10%	-5.44519045	Chr08	miss50
PI598070_PI598070	-51446.20483779992	4145	10%	-5.44519045	Chr08	miss50
PI601816_PI601816	-77687.24541579999	6222	10%	-5.44519045	Chr08	miss50
PI607931_PI607931	-67267.51534620006	5485	10%	-5.44519045	Chr08	miss50
PI609456_PI609456	-9939.764740799996	864	10%	-5.44519045	Chr08	miss50
PI613536_PI613536	-73166.99468450001	5939	10%	-5.44519045	Chr08	miss50
PI629034_PI629034	-95316.49371999997	7753	10%	-5.44519045	Chr08	miss50
PI629040_PI629040	-79104.03155350007	6476	10%	-5.44519045	Chr08	miss50
PI629059_PI629059	-53041.02210109996	4222	10%	-5.44519045	Chr08	miss50
PI641824_PI641824	-53784.42176290001	4822	10%	-5.44519045	Chr08	miss50
PI641836_PI641836	-54113.53326729996	4322	10%	-5.44519045	Chr08	miss50
PI641849_PI641849	-54876.269776299916	4408	10%	-5.44519045	Chr08	miss50
PI641874_PI641874	-76712.1638117001	6268	10%	-5.44519045	Chr08	miss50
PI642791_PI642791	-53946.50263079994	4297	10%	-5.44519045	Chr08	miss50
PI642793_PI642793	-56043.79974459992	4457	10%	-5.44519045	Chr08	miss50
PI642992_PI642992	-69100.57752910002	5641	10%	-5.44519045	Chr08	miss50
PI642998_PI642998	-62180.56538319987	5097	10%	-5.44519045	Chr08	miss50
PI651492_PI651492	-78193.90679080004	6367	10%	-5.44519045	Chr08	miss50
PI651496_PI651496	-65217.772178500025	5288	10%	-5.44519045	Chr08	miss50
PI653616_PI653616	-53558.83509720002	4319	10%	-5.44519045	Chr08	miss50
PI653617_PI653617	-66345.48843050006	5492	10%	-5.44519045	Chr08	miss50
PI655970_PI655970	-55589.09515589994	4426	10%	-5.44519045	Chr08	miss50
PI655971_PI655971	-76726.40618760009	6262	10%	-5.44519045	Chr08	miss50
PI655972_PI655972	-53253.88507639999	4255	10%	-5.44519045	Chr08	miss50
PI655973_PI655973	-66302.38296049998	5365	10%	-5.44519045	Chr08	miss50
PI655974_PI655974	-55545.50348149994	4432	10%	-5.44519045	Chr08	miss50
PI655975_PI655975	-56273.970957799946	4482	10%	-5.44519045	Chr08	miss50
PI655976_PI655976	-53351.036866899936	4258	10%	-5.44519045	Chr08	miss50
PI655977_PI655977	-76762.16301239996	6198	10%	-5.44519045	Chr08	miss50
PI655978_PI655978	-70531.73237830002	5703	10%	-5.44519045	Chr08	miss50
PI655979_PI655979	-70918.3537798	5794	10%	-5.44519045	Chr08	miss50
PI655980_PI655980	-51437.16577419994	4151	10%	-5.44519045	Chr08	miss50
PI655981_PI655981	-49290.48212059999	3960	10%	-5.44519045	Chr08	miss50
PI655982_PI655982	-54755.60859129996	4358	10%	-5.44519045	Chr08	miss50
PI655983_PI655983	-54081.35272679997	4311	10%	-5.44519045	Chr08	miss50
PI655984_PI655984	-74963.85369750003	6082	10%	-5.44519045	Chr08	miss50
PI655985_PI655985	-71785.61964520007	5794	10%	-5.44519045	Chr08	miss50
PI655986_PI655986	-72035.21675400007	5783	10%	-5.44519045	Chr08	miss50
PI655987_PI655987	-56161.21295509994	4468	10%	-5.44519045	Chr08	miss50
PI655988_PI655988	-55540.35235799991	4430	10%	-5.44519045	Chr08	miss50
PI655989_PI655989	-53105.51483109998	4316	10%	-5.44519045	Chr08	miss50
PI655990_PI655990	-71627.93416300003	5838	10%	-5.44519045	Chr08	miss50
PI655991_PI655991	-55632.279976199985	5009	10%	-5.44519045	Chr08	miss50
PI655992_PI655992	-54773.25177269997	4834	10%	-5.44519045	Chr08	miss50
PI655993_PI655993	-56417.05097509995	4579	10%	-5.44519045	Chr08	miss50
PI655994_PI655994	-77521.04046270004	6282	10%	-5.44519045	Chr08	miss50
PI655995_PI655995	-62120.829480499866	5085	10%	-5.44519045	Chr08	miss50
PI655996_PI655996	-93960.69952589995	7855	10%	-5.44519045	Chr08	miss50
PI655997_PI655997	-55567.032107099956	4443	10%	-5.44519045	Chr08	miss50
PI655998_PI655998	-55283.04883069991	4412	10%	-5.44519045	Chr08	miss50
PI655999_PI655999	-28291.55316979995	2452	10%	-5.44519045	Chr08	miss50
PI656000_PI656000	-66264.79970780008	5282	10%	-5.44519045	Chr08	miss50
PI656001_PI656001	-71462.8747796001	5735	10%	-5.44519045	Chr08	miss50
PI656002_PI656002	-55722.557071599935	4437	10%	-5.44519045	Chr08	miss50
PI656003_PI656003	-53970.1281188	4317	10%	-5.44519045	Chr08	miss50
