gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_comparison	selection_Gene	selection_max_xpclr	selection_n_regions	selection_total_merged_windows	selection_Description	selection_condition
Sobic.003G041300	3	3813406	3893406	6.04e-06	3853406	1	X2020.HN.branchInternodeLengt	HN	3	3890397	3898169	+	breeding_improved_vs_landrace	Sobic.003G041300	152.8226723	1	1	Belongs to the Frigida family	xpclr_breeding_improved_vs_landrace
Sobic.003G041300	3	3813406	3893406	4.67e-06	3853406	1	X2020.LN.branchInternodeLengt	LN	3	3890397	3898169	+	breeding_improved_vs_landrace	Sobic.003G041300	152.8226723	1	1	Belongs to the Frigida family	xpclr_breeding_improved_vs_landrace
Sobic.003G043500	3	4059616	4139616	7.48e-06	4099616	1	X2021.HN.thirdLeafLengt	HN	3	4057853	4063775	+	breeding_improved_vs_landrace	Sobic.003G043500	206.3113134	1	3		xpclr_breeding_improved_vs_landrace
Sobic.003G043600	3	4059616	4139616	7.48e-06	4099616	1	X2021.HN.thirdLeafLengt	HN	3	4067278	4074683	+	breeding_improved_vs_landrace	Sobic.003G043600	206.3113134	1	3	Transferase family	xpclr_breeding_improved_vs_landrace
Sobic.003G043650	3	4059616	4139616	7.48e-06	4099616	1	X2021.HN.thirdLeafLengt	HN	3	4081334	4087311	-	breeding_improved_vs_landrace	Sobic.003G043650	206.3113134	1	3		xpclr_breeding_improved_vs_landrace
Sobic.003G043700	3	4059616	4139616	7.48e-06	4099616	1	X2021.HN.thirdLeafLengt	HN	3	4082157	4086950	+	breeding_improved_vs_landrace	Sobic.003G043700	206.3113134	1	3	protein dimerization activity	xpclr_breeding_improved_vs_landrace
Sobic.003G043800	3	4059616	4139616	7.48e-06	4099616	1	X2021.HN.thirdLeafLengt	HN	3	4084735	4094804	+	breeding_improved_vs_landrace	Sobic.003G043800	206.3113134	1	3	BT1 family	xpclr_breeding_improved_vs_landrace
Sobic.003G043900	3	4059616	4139616	7.48e-06	4099616	1	X2021.HN.thirdLeafLengt	HN	3	4088642	4099647	-	breeding_improved_vs_landrace	Sobic.003G043900	206.3113134	1	3	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	xpclr_breeding_improved_vs_landrace
Sobic.003G049600	3	4585224	4665241	6.82e-06	4625241	2	X2021.HN.stemDiameterLowe	HN	3	4582757	4594029	+	breeding_improved_vs_landrace	Sobic.003G049600	173.9009127	1	2	Belongs to the glycosyltransferase 2 family. Plant cellulose synthase subfamily	xpclr_breeding_improved_vs_landrace
Sobic.003G049700	3	4585224	4665241	6.82e-06	4625241	2	X2021.HN.stemDiameterLowe	HN	3	4591831	4601286	-	breeding_improved_vs_landrace	Sobic.003G049700	173.9009127	1	2	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	xpclr_breeding_improved_vs_landrace
Sobic.003G069950	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6031810	6039817	-	breeding_improved_vs_landrace	Sobic.003G069950	349.0851606	1	9	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	xpclr_breeding_improved_vs_landrace
Sobic.003G070025	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6039627	6048749	-	breeding_improved_vs_landrace	Sobic.003G070025	349.0851606	1	9	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	xpclr_breeding_improved_vs_landrace
Sobic.003G070100	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6045503	6055586	-	breeding_improved_vs_landrace	Sobic.003G070100	349.0851606	1	9	Domain of unknown function (DUF4220)	xpclr_breeding_improved_vs_landrace
Sobic.003G070200	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6053931	6058656	+	breeding_improved_vs_landrace	Sobic.003G070200	349.0851606	1	9		xpclr_breeding_improved_vs_landrace
Sobic.003G070300	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6054967	6061375	-	breeding_improved_vs_landrace	Sobic.003G070300	349.0851606	1	9	PPR repeat	xpclr_breeding_improved_vs_landrace
Sobic.003G070400	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6059341	6067476	-	breeding_improved_vs_landrace	Sobic.003G070400	349.0851606	1	9	Protein of unknown function (DUF1618)	xpclr_breeding_improved_vs_landrace
Sobic.003G070500	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6065577	6070008	+	breeding_improved_vs_landrace	Sobic.003G070500	349.0851606	1	9	-	xpclr_breeding_improved_vs_landrace
Sobic.003G070600	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6066065	6075571	-	breeding_improved_vs_landrace	Sobic.003G070600	349.0851606	1	9	Belongs to the short-chain dehydrogenases reductases (SDR) family	xpclr_breeding_improved_vs_landrace
Sobic.003G070700	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6079462	6088421	-	breeding_improved_vs_landrace	Sobic.003G070700	349.0851606	1	9	-	xpclr_breeding_improved_vs_landrace
Sobic.003G070800	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6084871	6093738	-	breeding_improved_vs_landrace	Sobic.003G070800	349.0851606	1	9	Gamma-glutamyltranspeptidase	xpclr_breeding_improved_vs_landrace
Sobic.003G070900	3	6016512	6096512	7.02e-06	6056512	1	X2021.HN.percentOi	HN	3	6093370	6102344	-	breeding_improved_vs_landrace	Sobic.003G070900	349.0851606	1	9	60Kd inner membrane protein	xpclr_breeding_improved_vs_landrace
Sobic.003G086300	3	7476043	7556043	1.83e-06	7516043	1	X2021.HN.percentStarc	HN	3	7508861	7520211	+	breeding_improved_vs_landrace	Sobic.003G086300	203.6608714	1	1	Cation efflux family	xpclr_breeding_improved_vs_landrace
Sobic.003G086300	3	7505100	7585100	6.11e-06	7545100	1	X2020.LN.stemDiameterLowe	LN	3	7508861	7520211	+	breeding_improved_vs_landrace	Sobic.003G086300	203.6608714	1	1	Cation efflux family	xpclr_breeding_improved_vs_landrace
Sobic.003G086400	3	7476043	7556043	1.83e-06	7516043	1	X2021.HN.percentStarc	HN	3	7516305	7522260	-	breeding_improved_vs_landrace	Sobic.003G086400	203.6608714	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.003G086400	3	7505100	7585100	6.11e-06	7545100	1	X2020.LN.stemDiameterLowe	LN	3	7516305	7522260	-	breeding_improved_vs_landrace	Sobic.003G086400	203.6608714	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.003G086500	3	7476043	7556043	1.83e-06	7516043	1	X2021.HN.percentStarc	HN	3	7521137	7526080	+	breeding_improved_vs_landrace	Sobic.003G086500	203.6608714	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.003G086500	3	7505100	7585100	6.11e-06	7545100	1	X2020.LN.stemDiameterLowe	LN	3	7521137	7526080	+	breeding_improved_vs_landrace	Sobic.003G086500	203.6608714	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.003G086600	3	7476043	7556043	1.83e-06	7516043	1	X2021.HN.percentStarc	HN	3	7527882	7533478	-	breeding_improved_vs_landrace	Sobic.003G086600	203.6608714	1	1	Lateral organ boundaries (LOB) domain	xpclr_breeding_improved_vs_landrace
Sobic.003G086600	3	7505100	7585100	6.11e-06	7545100	1	X2020.LN.stemDiameterLowe	LN	3	7527882	7533478	-	breeding_improved_vs_landrace	Sobic.003G086600	203.6608714	1	1	Lateral organ boundaries (LOB) domain	xpclr_breeding_improved_vs_landrace
Sobic.003G153100	3	16397704	16506566	1.37e-06	16439585	3	X2020.HN.rachisDiameterLowe	HN	3	16398904	16406869	+	breeding_improved_vs_landrace	Sobic.003G153100	155.7472443	1	1	Glycosyl hydrolases family 28	xpclr_breeding_improved_vs_landrace
Sobic.003G153100	3	16288200	16506566	3.78e-07	16338314	16	X2020.LN.rachisDiameterLowe	LN	3	16398904	16406869	+	breeding_improved_vs_landrace	Sobic.003G153100	155.7472443	1	1	Glycosyl hydrolases family 28	xpclr_breeding_improved_vs_landrace
Sobic.003G188900	3	57120287	57200287	3e-06	57160287	1	X2021.HN.stemDiameterLowe	HN	3	57147157	57156150	+	breeding_improved_vs_landrace	Sobic.003G188900	358.7559217	1	3	Tudor PWWP MBT superfamily protein	xpclr_breeding_improved_vs_landrace
Sobic.003G189000	3	57120287	57200287	3e-06	57160287	1	X2021.HN.stemDiameterLowe	HN	3	57153319	57160094	-	breeding_improved_vs_landrace	Sobic.003G189000	358.7559217	1	3	Signal recognition particle receptor beta subunit	xpclr_breeding_improved_vs_landrace
Sobic.003G189100	3	57120287	57200287	3e-06	57160287	1	X2021.HN.stemDiameterLowe	HN	3	57156490	57163411	+	breeding_improved_vs_landrace	Sobic.003G189100	358.7559217	1	3	proton export across plasma membrane	xpclr_breeding_improved_vs_landrace
Sobic.003G189200	3	57120287	57200287	3e-06	57160287	1	X2021.HN.stemDiameterLowe	HN	3	57160953	57165841	-	breeding_improved_vs_landrace	Sobic.003G189200	358.7559217	1	3	-	xpclr_breeding_improved_vs_landrace
Sobic.003G189334	3	57120287	57200287	3e-06	57160287	1	X2021.HN.stemDiameterLowe	HN	3	57165860	57172708	-	breeding_improved_vs_landrace	Sobic.003G189334	358.7559217	1	3	F-box domain containing protein, expressed	xpclr_breeding_improved_vs_landrace
Sobic.003G189466	3	57120287	57200287	3e-06	57160287	1	X2021.HN.stemDiameterLowe	HN	3	57168677	57174297	-	breeding_improved_vs_landrace	Sobic.003G189466	358.7559217	1	3	cyclin-dependent protein serine/threonine kinase activity	xpclr_breeding_improved_vs_landrace
Sobic.003G199900	3	58980175	59060175	3.04e-07	59020175	1	X2020.panicleGrainWeight.N	NR	3	58993955	59005267	-	breeding_improved_vs_landrace	Sobic.003G199900	318.1648419	1	9	Aminotransferase class I and II	xpclr_breeding_improved_vs_landrace
Sobic.003G210801	3	60533083	60689888	5.22e-06	60649888	3	X2020.LN.extantLeafNumbe	LN	3	60645327	60653386	+	breeding_improved_vs_landrace	Sobic.003G210801	188.7277793	1	1	LRR receptor-like serine threonine-protein kinase	xpclr_breeding_improved_vs_landrace
Sobic.003G210900	3	60533083	60689888	5.22e-06	60649888	3	X2020.LN.extantLeafNumbe	LN	3	60663915	60673593	+	breeding_improved_vs_landrace	Sobic.003G210900	188.7277793	1	1	Protein kinase domain	xpclr_breeding_improved_vs_landrace
Sobic.003G211000	3	60533083	60689888	5.22e-06	60649888	3	X2020.LN.extantLeafNumbe	LN	3	60672003	60677365	+	breeding_improved_vs_landrace	Sobic.003G211000	188.7277793	1	1		xpclr_breeding_improved_vs_landrace
Sobic.003G211100	3	60533083	60689888	5.22e-06	60649888	3	X2020.LN.extantLeafNumbe	LN	3	60673440	60682202	-	breeding_improved_vs_landrace	Sobic.003G211100	188.7277793	1	1	Stm1	xpclr_breeding_improved_vs_landrace
Sobic.003G217632	3	61569793	61649793	5.63e-06	61609793	1	X2021.LN.daysToFlowe	LN	3	61610383	61618349	+	breeding_improved_vs_landrace	Sobic.003G217632	150.6937365	1	2	Protein of unknown function (DUF642)	xpclr_breeding_improved_vs_landrace
Sobic.003G217700	3	61569793	61649793	5.63e-06	61609793	1	X2021.LN.daysToFlowe	LN	3	61619869	61624195	-	breeding_improved_vs_landrace	Sobic.003G217700	150.6937365	1	2		xpclr_breeding_improved_vs_landrace
Sobic.003G217800	3	61569793	61649793	5.63e-06	61609793	1	X2021.LN.daysToFlowe	LN	3	61625218	61632161	+	breeding_improved_vs_landrace	Sobic.003G217800	150.6937365	1	2	GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export. Involved in chromatin condensation and control of cell cycle	xpclr_breeding_improved_vs_landrace
Sobic.003G217900	3	61569793	61649793	5.63e-06	61609793	1	X2021.LN.daysToFlowe	LN	3	61633769	61643695	-	breeding_improved_vs_landrace	Sobic.003G217900	150.6937365	1	2	GDSL-like Lipase/Acylhydrolase	xpclr_breeding_improved_vs_landrace
Sobic.003G218000	3	61569793	61649793	5.63e-06	61609793	1	X2021.LN.daysToFlowe	LN	3	61647558	61653675	-	breeding_improved_vs_landrace	Sobic.003G218000	150.6937365	1	2	ENT	xpclr_breeding_improved_vs_landrace
Sobic.003G224100	3	62276202	62372141	6.67e-06	62316202	6	X2020.LN.primaryBranchNumbe	LN	3	62310358	62318851	-	breeding_improved_vs_landrace	Sobic.003G224100	176.0617621	1	1	GH3 auxin-responsive promoter	xpclr_breeding_improved_vs_landrace
Sobic.003G224200	3	62276202	62372141	6.67e-06	62316202	6	X2020.LN.primaryBranchNumbe	LN	3	62324366	62331666	-	breeding_improved_vs_landrace	Sobic.003G224200	176.0617621	1	1	Protein of unknown function (DUF1221)	xpclr_breeding_improved_vs_landrace
Sobic.003G224300	3	62276202	62372141	6.67e-06	62316202	6	X2020.LN.primaryBranchNumbe	LN	3	62332661	62338067	+	breeding_improved_vs_landrace	Sobic.003G224300	176.0617621	1	1	Belongs to the universal ribosomal protein uL6 family	xpclr_breeding_improved_vs_landrace
Sobic.003G224400	3	62276202	62372141	6.67e-06	62316202	6	X2020.LN.primaryBranchNumbe	LN	3	62337776	62346169	+	breeding_improved_vs_landrace	Sobic.003G224400	176.0617621	1	1		xpclr_breeding_improved_vs_landrace
Sobic.003G225800	3	62505167	62585167	4.29e-06	62545167	1	X2020.LN.rachisLengt	LN	3	62528006	62537031	+	breeding_improved_vs_landrace	Sobic.003G225800	261.8524283	1	5	ATPase family associated with various cellular activities (AAA)	xpclr_breeding_improved_vs_landrace
Sobic.003G225900	3	62505167	62585167	4.29e-06	62545167	1	X2020.LN.rachisLengt	LN	3	62541818	62549432	+	breeding_improved_vs_landrace	Sobic.003G225900	261.8524283	1	5	C2 domain	xpclr_breeding_improved_vs_landrace
Sobic.003G226000	3	62505167	62585167	4.29e-06	62545167	1	X2020.LN.rachisLengt	LN	3	62546021	62551936	-	breeding_improved_vs_landrace	Sobic.003G226000	261.8524283	1	5	Pectate lyase superfamily protein	xpclr_breeding_improved_vs_landrace
Sobic.003G226100	3	62505167	62585167	4.29e-06	62545167	1	X2020.LN.rachisLengt	LN	3	62556334	62562080	+	breeding_improved_vs_landrace	Sobic.003G226100	261.8524283	1	5	-	xpclr_breeding_improved_vs_landrace
Sobic.003G226200	3	62505167	62585167	4.29e-06	62545167	1	X2020.LN.rachisLengt	LN	3	62564977	62575263	-	breeding_improved_vs_landrace	Sobic.003G226200	261.8524283	1	5	Neutral/alkaline non-lysosomal ceramidase, C-terminal	xpclr_breeding_improved_vs_landrace
Sobic.003G226300	3	62505167	62585167	4.29e-06	62545167	1	X2020.LN.rachisLengt	LN	3	62575682	62583467	-	breeding_improved_vs_landrace	Sobic.003G226300	261.8524283	1	5	Neutral/alkaline non-lysosomal ceramidase, C-terminal	xpclr_breeding_improved_vs_landrace
Sobic.003G227800	3	62825696	62905696	6.15e-06	62865696	1	X2020.HN.rachisDiameterLowe	HN	3	62825520	62832677	+	breeding_improved_vs_landrace	Sobic.003G227800	347.1334637	1	6	Belongs to the cytochrome P450 family	xpclr_breeding_improved_vs_landrace
Sobic.003G227900	3	62825696	62905696	6.15e-06	62865696	1	X2020.HN.rachisDiameterLowe	HN	3	62846098	62854888	+	breeding_improved_vs_landrace	Sobic.003G227900	347.1334637	1	6	Belongs to the cytochrome P450 family	xpclr_breeding_improved_vs_landrace
Sobic.003G228000	3	62825696	62905696	6.15e-06	62865696	1	X2020.HN.rachisDiameterLowe	HN	3	62854234	62863844	-	breeding_improved_vs_landrace	Sobic.003G228000	347.1334637	1	6	Belongs to the cytochrome P450 family	xpclr_breeding_improved_vs_landrace
Sobic.003G228100	3	62825696	62905696	6.15e-06	62865696	1	X2020.HN.rachisDiameterLowe	HN	3	62859939	62867379	-	breeding_improved_vs_landrace	Sobic.003G228100	347.1334637	1	6	Belongs to the cytochrome P450 family	xpclr_breeding_improved_vs_landrace
Sobic.003G248400	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65033412	65041138	-	breeding_improved_vs_landrace	Sobic.003G248400	239.3079345	1	4	DNA binding domain	xpclr_breeding_improved_vs_landrace
Sobic.003G248500	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65052197	65064084	+	breeding_improved_vs_landrace	Sobic.003G248500	239.3079345	1	4	WD40 repeats	xpclr_breeding_improved_vs_landrace
Sobic.003G248600	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65058498	65069786	+	breeding_improved_vs_landrace	Sobic.003G248600	239.3079345	1	4	Belongs to the AAA ATPase family	xpclr_breeding_improved_vs_landrace
Sobic.003G248700	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65065530	65071634	-	breeding_improved_vs_landrace	Sobic.003G248700	239.3079345	1	4	Saccharopine dehydrogenase C-terminal domain	xpclr_breeding_improved_vs_landrace
Sobic.003G248800	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65067710	65072575	+	breeding_improved_vs_landrace	Sobic.003G248800	239.3079345	1	4	WD40 repeats	xpclr_breeding_improved_vs_landrace
Sobic.003G248901	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65075070	65082141	+	breeding_improved_vs_landrace	Sobic.003G248901	239.3079345	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.003G249000	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65080385	65088615	-	breeding_improved_vs_landrace	Sobic.003G249000	239.3079345	1	4	PAP2 superfamily	xpclr_breeding_improved_vs_landrace
Sobic.003G249050	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65086447	65090800	-	breeding_improved_vs_landrace	Sobic.003G249050	239.3079345	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.003G249100	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65086960	65093632	+	breeding_improved_vs_landrace	Sobic.003G249100	239.3079345	1	4	HMG (high mobility group) box	xpclr_breeding_improved_vs_landrace
Sobic.003G249200	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65089783	65096144	-	breeding_improved_vs_landrace	Sobic.003G249200	239.3079345	1	4	GDSL esterase lipase	xpclr_breeding_improved_vs_landrace
Sobic.003G249300	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65092661	65099669	-	breeding_improved_vs_landrace	Sobic.003G249300	239.3079345	1	4	domain-containing protein	xpclr_breeding_improved_vs_landrace
Sobic.003G249400	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65095986	65102475	+	breeding_improved_vs_landrace	Sobic.003G249400	239.3079345	1	4	-	xpclr_breeding_improved_vs_landrace
Sobic.003G249500	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65098585	65104444	-	breeding_improved_vs_landrace	Sobic.003G249500	239.3079345	1	4	Eukaryotic cytochrome b561	xpclr_breeding_improved_vs_landrace
Sobic.003G249550	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65105863	65110249	+	breeding_improved_vs_landrace	Sobic.003G249550	239.3079345	1	4		xpclr_breeding_improved_vs_landrace
Sobic.003G249550	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65105863	65110249	+	breeding_improved_vs_landrace	Sobic.003G249550	239.3079345	1	4		xpclr_breeding_improved_vs_landrace
Sobic.003G249600	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65106869	65121196	+	breeding_improved_vs_landrace	Sobic.003G249600	239.3079345	1	4	Vps16, C-terminal region	xpclr_breeding_improved_vs_landrace
Sobic.003G249600	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65106869	65121196	+	breeding_improved_vs_landrace	Sobic.003G249600	239.3079345	1	4	Vps16, C-terminal region	xpclr_breeding_improved_vs_landrace
Sobic.003G250550	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65213048	65219440	-	breeding_improved_vs_landrace	Sobic.003G250550	144.0190093	1	1		xpclr_breeding_improved_vs_landrace
Sobic.003G250600	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65214714	65220007	-	breeding_improved_vs_landrace	Sobic.003G250600	144.0190093	1	1	Glutaredoxin	xpclr_breeding_improved_vs_landrace
Sobic.003G250700	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65229425	65234856	-	breeding_improved_vs_landrace	Sobic.003G250700	144.0190093	1	1	Four repeated domains in the Fasciclin I family of proteins, present in many other contexts.	xpclr_breeding_improved_vs_landrace
Sobic.003G250900	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65239831	65254713	+	breeding_improved_vs_landrace	Sobic.003G250900	144.0190093	1	1	PHD-zinc-finger like domain	xpclr_breeding_improved_vs_landrace
Sobic.003G258200	3	65863809	65943809	2.51e-06	65903809	1	X2020.HN.percentOi	HN	3	65938654	65948213	-	breeding_improved_vs_landrace	Sobic.003G258200	202.5133138	1	1	AMP-binding enzyme	xpclr_breeding_improved_vs_landrace
Sobic.003G269400	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66931790	66941204	+	breeding_improved_vs_landrace	Sobic.003G269400	375.6255599	1	15	Protein present in Fab1, YOTB, Vac1, and EEA1	xpclr_breeding_improved_vs_landrace
Sobic.003G269500	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66940138	66949032	-	breeding_improved_vs_landrace	Sobic.003G269500	375.6255599	1	15	Belongs to the cytochrome P450 family	xpclr_breeding_improved_vs_landrace
Sobic.003G269600	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66950121	66956288	+	breeding_improved_vs_landrace	Sobic.003G269600	375.6255599	1	15	Belongs to the cytochrome P450 family	xpclr_breeding_improved_vs_landrace
Sobic.003G269700	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66956796	66964810	-	breeding_improved_vs_landrace	Sobic.003G269700	375.6255599	1	15	SAM dependent carboxyl methyltransferase	xpclr_breeding_improved_vs_landrace
Sobic.003G269800	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66971766	66981331	-	breeding_improved_vs_landrace	Sobic.003G269800	375.6255599	1	15	CRAL/TRIO domain	xpclr_breeding_improved_vs_landrace
Sobic.003G269900	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66981664	66992686	+	breeding_improved_vs_landrace	Sobic.003G269900	375.6255599	1	15	PA domain	xpclr_breeding_improved_vs_landrace
Sobic.003G270000	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66983771	66988734	+	breeding_improved_vs_landrace	Sobic.003G270000	375.6255599	1	15		xpclr_breeding_improved_vs_landrace
Sobic.003G270100	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66993041	67000815	+	breeding_improved_vs_landrace	Sobic.003G270100	375.6255599	1	15	X-domain of DnaJ-containing	xpclr_breeding_improved_vs_landrace
Sobic.003G270200	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66997335	67002455	+	breeding_improved_vs_landrace	Sobic.003G270200	375.6255599	1	15	Dehydrin	xpclr_breeding_improved_vs_landrace
Sobic.003G270300	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66999296	67008164	-	breeding_improved_vs_landrace	Sobic.003G270300	375.6255599	1	15	Myb-like DNA-binding domain	xpclr_breeding_improved_vs_landrace
Sobic.003G270400	3	67014106	67094106	6.3e-06	67054106	1	X2021.HN.seedMassPerPlan	HN	3	67033844	67040317	+	breeding_improved_vs_landrace	Sobic.003G270400	375.6255599	1	15	RING-like zinc finger	xpclr_breeding_improved_vs_landrace
Sobic.003G270500	3	67014106	67094106	6.3e-06	67054106	1	X2021.HN.seedMassPerPlan	HN	3	67038641	67048507	+	breeding_improved_vs_landrace	Sobic.003G270500	375.6255599	1	15	Belongs to the FPP GGPP synthase family	xpclr_breeding_improved_vs_landrace
Sobic.003G270600	3	67014106	67094106	6.3e-06	67054106	1	X2021.HN.seedMassPerPlan	HN	3	67046187	67055457	+	breeding_improved_vs_landrace	Sobic.003G270600	375.6255599	1	15	Belongs to the adaptor complexes medium subunit family	xpclr_breeding_improved_vs_landrace
Sobic.003G270700	3	67014106	67094106	6.3e-06	67054106	1	X2021.HN.seedMassPerPlan	HN	3	67053862	67059035	-	breeding_improved_vs_landrace	Sobic.003G270700	375.6255599	1	15	Plant invertase/pectin methylesterase inhibitor	xpclr_breeding_improved_vs_landrace
Sobic.003G270800	3	67014106	67094106	6.3e-06	67054106	1	X2021.HN.seedMassPerPlan	HN	3	67060769	67067104	+	breeding_improved_vs_landrace	Sobic.003G270800	375.6255599	1	15	Major Facilitator Superfamily	xpclr_breeding_improved_vs_landrace
Sobic.003G270900	3	67014106	67094106	6.3e-06	67054106	1	X2021.HN.seedMassPerPlan	HN	3	67069539	67075740	+	breeding_improved_vs_landrace	Sobic.003G270900	375.6255599	1	15	-	xpclr_breeding_improved_vs_landrace
Sobic.003G271000	3	67014106	67094106	6.3e-06	67054106	1	X2021.HN.seedMassPerPlan	HN	3	67071497	67078986	-	breeding_improved_vs_landrace	Sobic.003G271000	375.6255599	1	15		xpclr_breeding_improved_vs_landrace
Sobic.003G271100	3	67014106	67094106	6.3e-06	67054106	1	X2021.HN.seedMassPerPlan	HN	3	67082371	67092541	+	breeding_improved_vs_landrace	Sobic.003G271100	375.6255599	1	15	-	xpclr_breeding_improved_vs_landrace
Sobic.003G287400	3	68302180	68382180	4.68e-06	68342180	1	X2020.HN.paniclesPerPlo	HN	3	68370704	68382472	+	breeding_improved_vs_landrace	Sobic.003G287400	290.1531682	1	1	Ferric reductase like transmembrane component	xpclr_breeding_improved_vs_landrace
Sobic.003G322300	3	71255971	71335971	8.31e-06	71295971	1	X2021.HN.tillersPerPlan	HN	3	71268106	71275221	-	breeding_improved_vs_landrace	Sobic.003G322300	139.639513	1	1	F1F0-ATPase inhibitor protein	xpclr_breeding_improved_vs_landrace
Sobic.003G322400	3	71255971	71335971	8.31e-06	71295971	1	X2021.HN.tillersPerPlan	HN	3	71271570	71277595	+	breeding_improved_vs_landrace	Sobic.003G322400	139.639513	1	1	S25 ribosomal protein	xpclr_breeding_improved_vs_landrace
Sobic.003G322466	3	71255971	71335971	8.31e-06	71295971	1	X2021.HN.tillersPerPlan	HN	3	71276831	71283911	-	breeding_improved_vs_landrace	Sobic.003G322466	139.639513	1	1	-	xpclr_breeding_improved_vs_landrace
Sobic.003G322532	3	71255971	71335971	8.31e-06	71295971	1	X2021.HN.tillersPerPlan	HN	3	71281055	71287238	+	breeding_improved_vs_landrace	Sobic.003G322532	139.639513	1	1	Acts as an adapter for the XPO1 CRM1-mediated export of the 60S ribosomal subunit	xpclr_breeding_improved_vs_landrace
Sobic.003G322600	3	71255971	71335971	8.31e-06	71295971	1	X2021.HN.tillersPerPlan	HN	3	71283261	71287725	-	breeding_improved_vs_landrace	Sobic.003G322600	139.639513	1	1		xpclr_breeding_improved_vs_landrace
