gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_comparison	selection_Gene	selection_max_xpclr	selection_n_regions	selection_total_merged_windows	selection_Description	selection_condition
Sobic.003G249900	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65133187	65141339	-	domestication_landrace_vs_wild	Sobic.003G249900	616.3501443	1	4	Metallo-beta-lactamase superfamily	xpclr_domestication_landrace_vs_wild
Sobic.003G250000	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65143310	65150993	+	domestication_landrace_vs_wild	Sobic.003G250000	616.3501443	1	4	Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress	xpclr_domestication_landrace_vs_wild
Sobic.003G250100	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65157636	65166951	-	domestication_landrace_vs_wild	Sobic.003G250100	616.3501443	1	4	multicellular organism development	xpclr_domestication_landrace_vs_wild
Sobic.003G269400	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66931790	66941204	+	domestication_landrace_vs_wild	Sobic.003G269400	381.06474	1	1	Protein present in Fab1, YOTB, Vac1, and EEA1	xpclr_domestication_landrace_vs_wild
Sobic.003G269500	3	66939173	67019290	4.16e-06	66979290	2	X2020.HN.percentStarc	HN	3	66940138	66949032	-	domestication_landrace_vs_wild	Sobic.003G269500	381.06474	1	1	Belongs to the cytochrome P450 family	xpclr_domestication_landrace_vs_wild
Sobic.004G019500	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1601260	1608469	+	domestication_landrace_vs_wild	Sobic.004G019500	374.2232546	1	1	PPR repeat	xpclr_domestication_landrace_vs_wild
Sobic.004G019500	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1601260	1608469	+	domestication_landrace_vs_wild	Sobic.004G019500	374.2232546	1	1	PPR repeat	xpclr_domestication_landrace_vs_wild
Sobic.004G019550	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1604249	1610209	+	domestication_landrace_vs_wild	Sobic.004G019550	374.2232546	1	1	Belongs to the terpene synthase family	xpclr_domestication_landrace_vs_wild
Sobic.004G019550	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1604249	1610209	+	domestication_landrace_vs_wild	Sobic.004G019550	374.2232546	1	1	Belongs to the terpene synthase family	xpclr_domestication_landrace_vs_wild
Sobic.004G019600	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1606691	1615509	-	domestication_landrace_vs_wild	Sobic.004G019600	374.2232546	1	1	Sin3 associated polypeptide p18 (SAP18)	xpclr_domestication_landrace_vs_wild
Sobic.004G212000	4	58642170	58722170	4.28e-06	58682170	1	X2020.HN.percentAs	HN	4	58663122	58681090	-	domestication_landrace_vs_wild	Sobic.004G212000	652.3907794	1	3	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain	xpclr_domestication_landrace_vs_wild
Sobic.004G212100	4	58642170	58722170	4.28e-06	58682170	1	X2020.HN.percentAs	HN	4	58689439	58698524	+	domestication_landrace_vs_wild	Sobic.004G212100	652.3907794	1	3	Pentatricopeptide repeat domain	xpclr_domestication_landrace_vs_wild
Sobic.004G212200	4	58642170	58722170	4.28e-06	58682170	1	X2020.HN.percentAs	HN	4	58695143	58702423	-	domestication_landrace_vs_wild	Sobic.004G212200	652.3907794	1	3	May have a role in the cell cycle	xpclr_domestication_landrace_vs_wild
Sobic.004G212250	4	58642170	58722170	4.28e-06	58682170	1	X2020.HN.percentAs	HN	4	58702415	58707317	-	domestication_landrace_vs_wild	Sobic.004G212250	652.3907794	1	3		xpclr_domestication_landrace_vs_wild
Sobic.004G212300	4	58642170	58722170	4.28e-06	58682170	1	X2020.HN.percentAs	HN	4	58703292	58713209	+	domestication_landrace_vs_wild	Sobic.004G212300	652.3907794	1	3	Transferase family	xpclr_domestication_landrace_vs_wild
Sobic.004G212350	4	58642170	58722170	4.28e-06	58682170	1	X2020.HN.percentAs	HN	4	58710225	58718812	+	domestication_landrace_vs_wild	Sobic.004G212350	652.3907794	1	3		xpclr_domestication_landrace_vs_wild
Sobic.004G322300	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68249499	68264696	+	domestication_landrace_vs_wild	Sobic.004G322300	910.1199007	1	16	Anaphase-promoting complex, cyclosome, subunit 4	xpclr_domestication_landrace_vs_wild
Sobic.004G322400	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68260495	68274204	+	domestication_landrace_vs_wild	Sobic.004G322400	910.1199007	1	16	RIC1	xpclr_domestication_landrace_vs_wild
Sobic.004G322500	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68270761	68275273	+	domestication_landrace_vs_wild	Sobic.004G322500	910.1199007	1	16		xpclr_domestication_landrace_vs_wild
Sobic.004G322600	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68287192	68297505	+	domestication_landrace_vs_wild	Sobic.004G322600	910.1199007	1	16	PB1 domain	xpclr_domestication_landrace_vs_wild
Sobic.004G322600	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68287192	68297505	+	domestication_landrace_vs_wild	Sobic.004G322600	910.1199007	1	16	PB1 domain	xpclr_domestication_landrace_vs_wild
Sobic.004G322800	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68301727	68309468	+	domestication_landrace_vs_wild	Sobic.004G322800	910.1199007	1	16	Myb-like DNA-binding domain	xpclr_domestication_landrace_vs_wild
Sobic.004G322800	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68301727	68309468	+	domestication_landrace_vs_wild	Sobic.004G322800	910.1199007	1	16	Myb-like DNA-binding domain	xpclr_domestication_landrace_vs_wild
Sobic.004G322901	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68317221	68322657	+	domestication_landrace_vs_wild	Sobic.004G322901	910.1199007	1	16		xpclr_domestication_landrace_vs_wild
Sobic.004G322901	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68317221	68322657	+	domestication_landrace_vs_wild	Sobic.004G322901	910.1199007	1	16		xpclr_domestication_landrace_vs_wild
Sobic.004G323000	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68323263	68327852	+	domestication_landrace_vs_wild	Sobic.004G323000	910.1199007	1	16	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.	xpclr_domestication_landrace_vs_wild
Sobic.004G323000	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68323263	68327852	+	domestication_landrace_vs_wild	Sobic.004G323000	910.1199007	1	16	SCP / Tpx-1 / Ag5 / PR-1 / Sc7 family of extracellular domains.	xpclr_domestication_landrace_vs_wild
Sobic.004G323100	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68327321	68332354	+	domestication_landrace_vs_wild	Sobic.004G323100	910.1199007	1	16	Belongs to the CRISP family	xpclr_domestication_landrace_vs_wild
Sobic.004G323100	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68327321	68332354	+	domestication_landrace_vs_wild	Sobic.004G323100	910.1199007	1	16	Belongs to the CRISP family	xpclr_domestication_landrace_vs_wild
Sobic.004G323150	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68330241	68335243	+	domestication_landrace_vs_wild	Sobic.004G323150	910.1199007	1	16		xpclr_domestication_landrace_vs_wild
Sobic.004G323150	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68330241	68335243	+	domestication_landrace_vs_wild	Sobic.004G323150	910.1199007	1	16		xpclr_domestication_landrace_vs_wild
Sobic.004G323200	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68335272	68340363	+	domestication_landrace_vs_wild	Sobic.004G323200	910.1199007	1	16	Belongs to the CRISP family	xpclr_domestication_landrace_vs_wild
Sobic.004G323200	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68335272	68340363	+	domestication_landrace_vs_wild	Sobic.004G323200	910.1199007	1	16	Belongs to the CRISP family	xpclr_domestication_landrace_vs_wild
Sobic.004G323300	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68337897	68342815	-	domestication_landrace_vs_wild	Sobic.004G323300	910.1199007	1	16	Belongs to the CRISP family	xpclr_domestication_landrace_vs_wild
Sobic.004G323300	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68337897	68342815	-	domestication_landrace_vs_wild	Sobic.004G323300	910.1199007	1	16	Belongs to the CRISP family	xpclr_domestication_landrace_vs_wild
Sobic.004G323300	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68337897	68342815	-	domestication_landrace_vs_wild	Sobic.004G323300	910.1199007	1	16	Belongs to the CRISP family	xpclr_domestication_landrace_vs_wild
Sobic.004G323400	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68341993	68349969	+	domestication_landrace_vs_wild	Sobic.004G323400	910.1199007	1	16	Putative serine esterase (DUF676)	xpclr_domestication_landrace_vs_wild
Sobic.004G323400	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68341993	68349969	+	domestication_landrace_vs_wild	Sobic.004G323400	910.1199007	1	16	Putative serine esterase (DUF676)	xpclr_domestication_landrace_vs_wild
Sobic.004G323400	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68341993	68349969	+	domestication_landrace_vs_wild	Sobic.004G323400	910.1199007	1	16	Putative serine esterase (DUF676)	xpclr_domestication_landrace_vs_wild
Sobic.004G323500	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68346211	68353506	+	domestication_landrace_vs_wild	Sobic.004G323500	910.1199007	1	16	Protein kinase domain	xpclr_domestication_landrace_vs_wild
Sobic.004G323500	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68346211	68353506	+	domestication_landrace_vs_wild	Sobic.004G323500	910.1199007	1	16	Protein kinase domain	xpclr_domestication_landrace_vs_wild
Sobic.004G323500	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68346211	68353506	+	domestication_landrace_vs_wild	Sobic.004G323500	910.1199007	1	16	Protein kinase domain	xpclr_domestication_landrace_vs_wild
Sobic.004G323600	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68357268	68363296	-	domestication_landrace_vs_wild	Sobic.004G323600	910.1199007	1	16	belongs to the protein kinase superfamily	xpclr_domestication_landrace_vs_wild
Sobic.004G323600	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68357268	68363296	-	domestication_landrace_vs_wild	Sobic.004G323600	910.1199007	1	16	belongs to the protein kinase superfamily	xpclr_domestication_landrace_vs_wild
Sobic.004G323600	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68357268	68363296	-	domestication_landrace_vs_wild	Sobic.004G323600	910.1199007	1	16	belongs to the protein kinase superfamily	xpclr_domestication_landrace_vs_wild
Sobic.004G323700	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68379048	68389284	+	domestication_landrace_vs_wild	Sobic.004G323700	910.1199007	1	16	Ring finger domain	xpclr_domestication_landrace_vs_wild
Sobic.004G323800	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68385334	68392337	-	domestication_landrace_vs_wild	Sobic.004G323800	910.1199007	1	16	PCRF	xpclr_domestication_landrace_vs_wild
Sobic.004G323900	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68390562	68399126	+	domestication_landrace_vs_wild	Sobic.004G323900	910.1199007	1	16	-	xpclr_domestication_landrace_vs_wild
Sobic.004G324000	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68398377	68409236	+	domestication_landrace_vs_wild	Sobic.004G324000	910.1199007	1	16	Glutamate-gated receptor that probably acts as non- selective cation channel	xpclr_domestication_landrace_vs_wild
Sobic.004G324500	4	68507489	68587489	3.98e-06	68547489	1	X2020.paniclesPerPlot.N	NR	4	68507883	68517772	-	domestication_landrace_vs_wild	Sobic.004G324500	476.1799878	1	7		xpclr_domestication_landrace_vs_wild
Sobic.004G324600	4	68507489	68587489	3.98e-06	68547489	1	X2020.paniclesPerPlot.N	NR	4	68515736	68524265	-	domestication_landrace_vs_wild	Sobic.004G324600	476.1799878	1	7		xpclr_domestication_landrace_vs_wild
Sobic.004G324800	4	68507489	68587489	3.98e-06	68547489	1	X2020.paniclesPerPlot.N	NR	4	68557177	68563429	+	domestication_landrace_vs_wild	Sobic.004G324800	476.1799878	1	7	Protein of unknown function (DUF1668)	xpclr_domestication_landrace_vs_wild
Sobic.004G324850	4	68507489	68587489	3.98e-06	68547489	1	X2020.paniclesPerPlot.N	NR	4	68560308	68564776	-	domestication_landrace_vs_wild	Sobic.004G324850	476.1799878	1	7		xpclr_domestication_landrace_vs_wild
Sobic.004G324900	4	68507489	68587489	3.98e-06	68547489	1	X2020.paniclesPerPlot.N	NR	4	68563767	68569348	-	domestication_landrace_vs_wild	Sobic.004G324900	476.1799878	1	7	Domain of unknown function (DUF4440)	xpclr_domestication_landrace_vs_wild
Sobic.004G325000	4	68507489	68587489	3.98e-06	68547489	1	X2020.paniclesPerPlot.N	NR	4	68578870	68586627	-	domestication_landrace_vs_wild	Sobic.004G325000	476.1799878	1	7	chaperone protein	xpclr_domestication_landrace_vs_wild
Sobic.005G060000	5	6300041	6383234	1.07e-06	6343196	5	X2020.LN.primaryBranchNumbe	LN	5	6317182	6321880	+	domestication_landrace_vs_wild	Sobic.005G060000	506.4446296	1	1	No apical meristem (NAM) protein	xpclr_domestication_landrace_vs_wild
Sobic.005G060100	5	6300041	6383234	1.07e-06	6343196	5	X2020.LN.primaryBranchNumbe	LN	5	6318460	6328008	-	domestication_landrace_vs_wild	Sobic.005G060100	506.4446296	1	1	GDP-fucose protein O-fucosyltransferase	xpclr_domestication_landrace_vs_wild
Sobic.005G082000	5	10908149	10988149	6.52e-06	10948149	1	X2021.tillersPerPlant.N	NR	5	10973103	10977542	-	domestication_landrace_vs_wild	Sobic.005G082000	398.3328534	1	1	Cysteine-rich antifungal protein 2, defensin-like	xpclr_domestication_landrace_vs_wild
Sobic.005G082100	5	10908149	10988149	6.52e-06	10948149	1	X2021.tillersPerPlant.N	NR	5	10977790	10984734	+	domestication_landrace_vs_wild	Sobic.005G082100	398.3328534	1	1	Pectinesterase	xpclr_domestication_landrace_vs_wild
Sobic.005G127300	5	60130924	60211394	1.3e-06	60170924	3	X2021.LN.daysToFlowe	LN	5	60096667	60151386	-	domestication_landrace_vs_wild	Sobic.005G127300	383.4035287	1	1	Protein HASTY 1 isoform X1	xpclr_domestication_landrace_vs_wild
Sobic.005G128625	5	60505641	60585641	4.95e-06	60545641	1	X2020.HN.daysToFlowe	HN	5	60557428	60564872	-	domestication_landrace_vs_wild	Sobic.005G128625	507.9520173	1	3	No apical meristem-associated C-terminal domain	xpclr_domestication_landrace_vs_wild
Sobic.006G054900	6	40966547	41046547	9.15e-06	41006547	1	X2021.HN.daysToFlowe	HN	6	41022042	41027072	-	domestication_landrace_vs_wild	Sobic.006G054900	711.1854402	1	11	Protein of unknown function, DUF538	xpclr_domestication_landrace_vs_wild
Sobic.006G055000	6	40966547	41046547	9.15e-06	41006547	1	X2021.HN.daysToFlowe	HN	6	41023073	41032549	-	domestication_landrace_vs_wild	Sobic.006G055000	711.1854402	1	11	Protein kinase domain	xpclr_domestication_landrace_vs_wild
Sobic.006G073100	6	44924326	45004326	2.54e-06	44964326	1	X2020.LN.panicleGrainWeigh	LN	6	44899155	44926365	-	domestication_landrace_vs_wild	Sobic.006G073100	745.2407785	1	4	Serine/threonine phosphatases, family 2C, catalytic domain	xpclr_domestication_landrace_vs_wild
Sobic.006G103400	6	48557869	48739837	2.38e-06	48597869	4	X2021.tillersPerPlant.N	NR	6	48716524	48723438	-	domestication_landrace_vs_wild	Sobic.006G103400	634.7670149	1	2	Protein disulfide-isomerase LQY1	xpclr_domestication_landrace_vs_wild
Sobic.006G103500	6	48557869	48739837	2.38e-06	48597869	4	X2021.tillersPerPlant.N	NR	6	48719828	48725180	+	domestication_landrace_vs_wild	Sobic.006G103500	634.7670149	1	2		xpclr_domestication_landrace_vs_wild
Sobic.006G103550	6	48557869	48739837	2.38e-06	48597869	4	X2021.tillersPerPlant.N	NR	6	48724633	48729914	-	domestication_landrace_vs_wild	Sobic.006G103550	634.7670149	1	2		xpclr_domestication_landrace_vs_wild
Sobic.006G103601	6	48557869	48739837	2.38e-06	48597869	4	X2021.tillersPerPlant.N	NR	6	48728410	48733316	-	domestication_landrace_vs_wild	Sobic.006G103601	634.7670149	1	2		xpclr_domestication_landrace_vs_wild
Sobic.006G103700	6	48557869	48739837	2.38e-06	48597869	4	X2021.tillersPerPlant.N	NR	6	48729317	48744509	+	domestication_landrace_vs_wild	Sobic.006G103700	634.7670149	1	2	Belongs to the class-I aminoacyl-tRNA synthetase family	xpclr_domestication_landrace_vs_wild
Sobic.006G105900	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48977422	48984498	+	domestication_landrace_vs_wild	Sobic.006G105900	554.7970977	1	7	Belongs to the glyceraldehyde-3-phosphate dehydrogenase family	xpclr_domestication_landrace_vs_wild
Sobic.006G106000	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48980306	48988194	-	domestication_landrace_vs_wild	Sobic.006G106000	554.7970977	1	7	Ran-interacting Mog1 protein	xpclr_domestication_landrace_vs_wild
Sobic.006G106100	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48984616	48991894	-	domestication_landrace_vs_wild	Sobic.006G106100	554.7970977	1	7	Belongs to the universal ribosomal protein uS11 family	xpclr_domestication_landrace_vs_wild
Sobic.006G106200	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48992032	49000120	-	domestication_landrace_vs_wild	Sobic.006G106200	554.7970977	1	7	Belongs to the nucleosome assembly protein (NAP) family	xpclr_domestication_landrace_vs_wild
Sobic.006G106300	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	48996393	49006574	-	domestication_landrace_vs_wild	Sobic.006G106300	554.7970977	1	7	ATP-dependent RNA helicase	xpclr_domestication_landrace_vs_wild
Sobic.006G106400	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49000855	49010624	+	domestication_landrace_vs_wild	Sobic.006G106400	554.7970977	1	7	Trypsin	xpclr_domestication_landrace_vs_wild
Sobic.006G106500	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49008136	49013093	+	domestication_landrace_vs_wild	Sobic.006G106500	554.7970977	1	7	-	xpclr_domestication_landrace_vs_wild
Sobic.006G106600	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49012619	49021146	+	domestication_landrace_vs_wild	Sobic.006G106600	554.7970977	1	7	Anion-transporting ATPase	xpclr_domestication_landrace_vs_wild
Sobic.006G106700	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49022779	49029619	+	domestication_landrace_vs_wild	Sobic.006G106700	554.7970977	1	7	Transmembrane amino acid transporter protein	xpclr_domestication_landrace_vs_wild
Sobic.006G106800	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49025873	49030650	-	domestication_landrace_vs_wild	Sobic.006G106800	554.7970977	1	7	-	xpclr_domestication_landrace_vs_wild
Sobic.006G106900	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49027797	49033006	+	domestication_landrace_vs_wild	Sobic.006G106900	554.7970977	1	7	Regulates membrane-cell wall junctions and localized cell wall deposition. Required for establishment of the Casparian strip membrane domain (CSD) and the subsequent formation of Casparian strips, a cell wall modification of the root endodermis that determines an apoplastic barrier between the intraorganismal apoplasm and the extraorganismal apoplasm and prevents lateral diffusion (By similarity)	xpclr_domestication_landrace_vs_wild
Sobic.006G107100	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49033008	49039988	-	domestication_landrace_vs_wild	Sobic.006G107100	554.7970977	1	7	Purine nucleobase transmembrane transport	xpclr_domestication_landrace_vs_wild
Sobic.006G107200	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49040773	49048155	+	domestication_landrace_vs_wild	Sobic.006G107200	554.7970977	1	7	MoaC family	xpclr_domestication_landrace_vs_wild
Sobic.006G107400	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49058300	49064378	+	domestication_landrace_vs_wild	Sobic.006G107400	554.7970977	1	7	No apical meristem (NAM) protein	xpclr_domestication_landrace_vs_wild
Sobic.006G243900	6	59769747	59849747	9.8e-06	59809747	1	X2020.LN.medianLeafAngl	LN	6	59812599	59822866	+	domestication_landrace_vs_wild	Sobic.006G243900	645.012225	1	6	Wall-associated receptor kinase galacturonan-binding	xpclr_domestication_landrace_vs_wild
Sobic.006G244000	6	59769747	59849747	9.8e-06	59809747	1	X2020.LN.medianLeafAngl	LN	6	59816726	59829060	-	domestication_landrace_vs_wild	Sobic.006G244000	645.012225	1	6	Sulfate permease family	xpclr_domestication_landrace_vs_wild
Sobic.006G244100	6	59769747	59849747	9.8e-06	59809747	1	X2020.LN.medianLeafAngl	LN	6	59832281	59837910	+	domestication_landrace_vs_wild	Sobic.006G244100	645.012225	1	6	Protein of unknown function (DUF295)	xpclr_domestication_landrace_vs_wild
Sobic.006G244200	6	59769747	59849747	9.8e-06	59809747	1	X2020.LN.medianLeafAngl	LN	6	59836308	59842564	+	domestication_landrace_vs_wild	Sobic.006G244200	645.012225	1	6	Protein of unknown function (DUF295)	xpclr_domestication_landrace_vs_wild
Sobic.006G244300	6	59769747	59849747	9.8e-06	59809747	1	X2020.LN.medianLeafAngl	LN	6	59838599	59846928	-	domestication_landrace_vs_wild	Sobic.006G244300	645.012225	1	6	Golgin subfamily A member 5	xpclr_domestication_landrace_vs_wild
Sobic.006G244400	6	59769747	59849747	9.8e-06	59809747	1	X2020.LN.medianLeafAngl	LN	6	59846651	59853433	+	domestication_landrace_vs_wild	Sobic.006G244400	645.012225	1	6	S1/P1 Nuclease	xpclr_domestication_landrace_vs_wild
Sobic.006G244700	6	59865823	59945838	4.37e-06	59905823	2	X2020.HN.paniclesPerPlo	HN	6	59857299	59866611	+	domestication_landrace_vs_wild	Sobic.006G244700	645.012225	1	6	Catalyzes the formation of 6,7-dimethyl-8- ribityllumazine by condensation of 5-amino-6-(D- ribitylamino)uracil with 3,4-dihydroxy-2-butanone 4-phosphate. This is the penultimate step in the biosynthesis of riboflavin	xpclr_domestication_landrace_vs_wild
Sobic.006G244800	6	59865823	59945838	4.37e-06	59905823	2	X2020.HN.paniclesPerPlo	HN	6	59880647	59888672	+	domestication_landrace_vs_wild	Sobic.006G244800	645.012225	1	6	TIFY	xpclr_domestication_landrace_vs_wild
Sobic.006G244800	6	59869201	59949201	9.2e-06	59909201	1	X2020.medianLeafAngle.N	NR	6	59880647	59888672	+	domestication_landrace_vs_wild	Sobic.006G244800	645.012225	1	6	TIFY	xpclr_domestication_landrace_vs_wild
Sobic.006G244900	6	59865823	59945838	4.37e-06	59905823	2	X2020.HN.paniclesPerPlo	HN	6	59886071	59893225	-	domestication_landrace_vs_wild	Sobic.006G244900	645.012225	1	6	Transmembrane proteins 14C	xpclr_domestication_landrace_vs_wild
Sobic.006G244900	6	59869201	59949201	9.2e-06	59909201	1	X2020.medianLeafAngle.N	NR	6	59886071	59893225	-	domestication_landrace_vs_wild	Sobic.006G244900	645.012225	1	6	Transmembrane proteins 14C	xpclr_domestication_landrace_vs_wild
Sobic.006G245100	6	59865823	59945838	4.37e-06	59905823	2	X2020.HN.paniclesPerPlo	HN	6	59892667	59901265	+	domestication_landrace_vs_wild	Sobic.006G245100	645.012225	1	6	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family	xpclr_domestication_landrace_vs_wild
Sobic.006G245100	6	59869201	59949201	9.2e-06	59909201	1	X2020.medianLeafAngle.N	NR	6	59892667	59901265	+	domestication_landrace_vs_wild	Sobic.006G245100	645.012225	1	6	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family	xpclr_domestication_landrace_vs_wild
Sobic.007G028600	7	2524674	2604674	9.07e-06	2564674	1	X2020.HN.extantLeafNumbe	HN	7	2565314	2572427	-	domestication_landrace_vs_wild	Sobic.007G028600	496.5116191	1	1	CorA-like Mg2+ transporter protein	xpclr_domestication_landrace_vs_wild
Sobic.007G028700	7	2524674	2604674	9.07e-06	2564674	1	X2020.HN.extantLeafNumbe	HN	7	2570598	2577438	-	domestication_landrace_vs_wild	Sobic.007G028700	496.5116191	1	1	LSD1 zinc finger	xpclr_domestication_landrace_vs_wild
Sobic.007G079101	7	9246708	9326708	8.38e-06	9286708	1	X2021.tillersPerPlant.N	NR	7	9254251	9261349	+	domestication_landrace_vs_wild	Sobic.007G079101	794.2255497	1	4		xpclr_domestication_landrace_vs_wild
Sobic.007G101300	7	25081783	25161783	5.88e-06	25121783	1	X2021.HN.tillersPerPlan	HN	7	25072969	25092772	-	domestication_landrace_vs_wild	Sobic.007G101300	544.4741423	1	4	-	xpclr_domestication_landrace_vs_wild
Sobic.007G102151	7	28005236	28085236	6.21e-06	28045236	1	X2021.HN.tillersPerPlan	HN	7	27945377	28022421	+	domestication_landrace_vs_wild	Sobic.007G102151	481.2359861	1	2	Formin-like protein 6	xpclr_domestication_landrace_vs_wild
Sobic.007G116000	7	53551218	53631218	7.77e-06	53591218	1	X2020.LN.extantLeafNumbe	LN	7	53571868	53578263	-	domestication_landrace_vs_wild	Sobic.007G116000	652.8160204	1	18	metal ion binding	xpclr_domestication_landrace_vs_wild
Sobic.007G116100	7	53551218	53631218	7.77e-06	53591218	1	X2020.LN.extantLeafNumbe	LN	7	53582162	53592228	-	domestication_landrace_vs_wild	Sobic.007G116100	652.8160204	1	18	Thioredoxin-like	xpclr_domestication_landrace_vs_wild
Sobic.007G116150	7	53551218	53631218	7.77e-06	53591218	1	X2020.LN.extantLeafNumbe	LN	7	53583960	53590974	+	domestication_landrace_vs_wild	Sobic.007G116150	652.8160204	1	18	-	xpclr_domestication_landrace_vs_wild
Sobic.007G116200	7	53551218	53631218	7.77e-06	53591218	1	X2020.LN.extantLeafNumbe	LN	7	53592060	53620752	-	domestication_landrace_vs_wild	Sobic.007G116200	652.8160204	1	18	HAT (Half-A-TPR) repeats	xpclr_domestication_landrace_vs_wild
