gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_V1	selection_V2	selection_V3	selection_V4	selection_V5	selection_V6	selection_V7	selection_V8	selection_V9	selection_Description	selection_condition
Sobic.003G246900	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64878755	64884266	-	3	64819114	64902197	881.4218891	3	64878755	64884266	-	Sobic.003G246900	Myb-like DNA-binding domain	balancing_wild_only
Sobic.003G246900	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64878755	64884266	-	3	64819114	64902197	881.4218891	3	64878755	64884266	-	Sobic.003G246900	Myb-like DNA-binding domain	balancing_wild_only
Sobic.003G249600	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65106869	65121196	+	3	65120824	65225068	1189.357679	3	65106869	65121196	+	Sobic.003G249600	Vps16, C-terminal region	balancing_wild_only
Sobic.003G249600	3	65039110	65119110	6.97e-06	65079110	1	X2020.LN.medianLeafAngl	LN	3	65106869	65121196	+	3	65120824	65225068	1189.357679	3	65106869	65121196	+	Sobic.003G249600	Vps16, C-terminal region	balancing_wild_only
Sobic.003G249700	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65124021	65129714	-	3	65120824	65225068	1189.357679	3	65124021	65129714	-	Sobic.003G249700	Belongs to the eukaryotic ribosomal protein eL20 family	balancing_wild_only
Sobic.003G249800	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65129892	65136273	-	3	65120824	65225068	1189.357679	3	65129892	65136273	-	Sobic.003G249800	60S ribosomal protein	balancing_wild_only
Sobic.003G249900	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65133187	65141339	-	3	65120824	65225068	1189.357679	3	65133187	65141339	-	Sobic.003G249900	Metallo-beta-lactamase superfamily	balancing_wild_only
Sobic.003G250000	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65143310	65150993	+	3	65120824	65225068	1189.357679	3	65143310	65150993	+	Sobic.003G250000	Removal of H(2)O(2), oxidation of toxic reductants, biosynthesis and degradation of lignin, suberization, auxin catabolism, response to environmental stresses such as wounding, pathogen attack and oxidative stress	balancing_wild_only
Sobic.003G250100	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65157636	65166951	-	3	65120824	65225068	1189.357679	3	65157636	65166951	-	Sobic.003G250100	multicellular organism development	balancing_wild_only
Sobic.003G250160	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65167950	65172396	-	3	65120824	65225068	1189.357679	3	65167950	65172396	-	Sobic.003G250160	NA	balancing_wild_only
Sobic.003G250280	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65176069	65183890	-	3	65120824	65225068	1189.357679	3	65176069	65183890	-	Sobic.003G250280	protein desumoylation	balancing_wild_only
Sobic.003G250280	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65176069	65183890	-	3	65120824	65225068	1189.357679	3	65176069	65183890	-	Sobic.003G250280	protein desumoylation	balancing_wild_only
Sobic.003G250340	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65185480	65191739	+	3	65120824	65225068	1189.357679	3	65185480	65191739	+	Sobic.003G250340	Ras family	balancing_wild_only
Sobic.003G250340	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65185480	65191739	+	3	65120824	65225068	1189.357679	3	65185480	65191739	+	Sobic.003G250340	Ras family	balancing_wild_only
Sobic.003G250400	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65187575	65201076	-	3	65120824	65225068	1189.357679	3	65187575	65201076	-	Sobic.003G250400	Ring finger domain	balancing_wild_only
Sobic.003G250400	3	65107580	65187580	2.54e-06	65147580	1	X2020.HN.rachisLengt	HN	3	65187575	65201076	-	3	65120824	65225068	1189.357679	3	65187575	65201076	-	Sobic.003G250400	Ring finger domain	balancing_wild_only
Sobic.003G250500	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65203832	65211067	-	3	65120824	65225068	1189.357679	3	65203832	65211067	-	Sobic.003G250500	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	balancing_wild_only
Sobic.003G250550	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65213048	65219440	-	3	65120824	65225068	1189.357679	3	65213048	65219440	-	Sobic.003G250550	NA	balancing_wild_only
Sobic.003G250600	3	65172809	65252813	2.7e-06	65212809	2	X2020.HN.percentStarc	HN	3	65214714	65220007	-	3	65120824	65225068	1189.357679	3	65214714	65220007	-	Sobic.003G250600	Glutaredoxin	balancing_wild_only
Sobic.003G295400	3	69084681	69166386	2.03e-06	69126386	3	X2020.HN.tillersPerPlan	HN	3	69084977	69095407	+	3	69049035	69129866	836.2755431	3	69084977	69095407	+	Sobic.003G295400	MACPF domain-containing protein	balancing_wild_only
Sobic.003G295500	3	69084681	69166386	2.03e-06	69126386	3	X2020.HN.tillersPerPlan	HN	3	69097061	69105679	+	3	69049035	69129866	836.2755431	3	69097061	69105679	+	Sobic.003G295500	POT family	balancing_wild_only
Sobic.003G295600	3	69084681	69166386	2.03e-06	69126386	3	X2020.HN.tillersPerPlan	HN	3	69103009	69108441	-	3	69049035	69129866	836.2755431	3	69103009	69108441	-	Sobic.003G295600	Protein of unknown function (DUF1264)	balancing_wild_only
Sobic.003G295700	3	69084681	69166386	2.03e-06	69126386	3	X2020.HN.tillersPerPlan	HN	3	69104746	69111406	+	3	69049035	69129866	836.2755431	3	69104746	69111406	+	Sobic.003G295700	Protein of unknown function (DUF616)	balancing_wild_only
Sobic.003G295800	3	69084681	69166386	2.03e-06	69126386	3	X2020.HN.tillersPerPlan	HN	3	69108057	69114616	+	3	69049035	69129866	836.2755431	3	69108057	69114616	+	Sobic.003G295800	Belongs to the universal ribosomal protein uL13 family	balancing_wild_only
Sobic.003G295900	3	69084681	69166386	2.03e-06	69126386	3	X2020.HN.tillersPerPlan	HN	3	69112588	69119290	+	3	69049035	69129866	836.2755431	3	69112588	69119290	+	Sobic.003G295900	HSF-type DNA-binding	balancing_wild_only
Sobic.003G296000	3	69084681	69166386	2.03e-06	69126386	3	X2020.HN.tillersPerPlan	HN	3	69117096	69126757	-	3	69049035	69129866	836.2755431	3	69117096	69126757	-	Sobic.003G296000	Glycosyltransferase family 20	balancing_wild_only
Sobic.003G296050	3	69084681	69166386	2.03e-06	69126386	3	X2020.HN.tillersPerPlan	HN	3	69125210	69131490	-	3	69049035	69129866	836.2755431	3	69125210	69131490	-	Sobic.003G296050	NA	balancing_wild_only
Sobic.003G313500	3	70494094	70574094	5.24e-06	70534094	1	X2020.estimatedPlotYield.N	NR	3	70483746	70503055	-	3	70426895	70534489	1254.483509	3	70483746	70503055	-	Sobic.003G313500	MATH domain-containing protein	balancing_wild_only
Sobic.003G313700	3	70494094	70574094	5.24e-06	70534094	1	X2020.estimatedPlotYield.N	NR	3	70500532	70508679	-	3	70426895	70534489	1254.483509	3	70500532	70508679	-	Sobic.003G313700	NB-ARC domain	balancing_wild_only
Sobic.003G313800	3	70494094	70574094	5.24e-06	70534094	1	X2020.estimatedPlotYield.N	NR	3	70526871	70534897	-	3	70426895	70534489	1254.483509	3	70526871	70534897	-	Sobic.003G313800	Cytokinin dehydrogenase 1, FAD and cytokinin binding	balancing_wild_only
Sobic.003G369200	3	74852318	74963877	9.94e-08	74892318	5	X2020.estimatedPlotYield.N	NR	3	74909588	74925728	-	3	74906259	75015740	1760.138826	3	74909588	74925728	-	Sobic.003G369200	DNA polymerase	balancing_wild_only
Sobic.003G369400	3	74852318	74963877	9.94e-08	74892318	5	X2020.estimatedPlotYield.N	NR	3	74937218	74948584	-	3	74906259	75015740	1760.138826	3	74937218	74948584	-	Sobic.003G369400	Plant protein of unknown function (DUF639)	balancing_wild_only
Sobic.003G369500	3	74852318	74963877	9.94e-08	74892318	5	X2020.estimatedPlotYield.N	NR	3	74944931	74953687	-	3	74906259	75015740	1760.138826	3	74944931	74953687	-	Sobic.003G369500	NPL4 family	balancing_wild_only
Sobic.003G369600	3	74852318	74963877	9.94e-08	74892318	5	X2020.estimatedPlotYield.N	NR	3	74950842	74957627	+	3	74906259	75015740	1760.138826	3	74950842	74957627	+	Sobic.003G369600	magnesium transporter	balancing_wild_only
Sobic.003G369700	3	74852318	74963877	9.94e-08	74892318	5	X2020.estimatedPlotYield.N	NR	3	74954287	74975843	-	3	74906259	75015740	1760.138826	3	74954287	74975843	-	Sobic.003G369700	Sister chromatid cohesion protein PDS5 homolog	balancing_wild_only
Sobic.003G370100	3	74993553	75185103	1.06e-07	74909592	21	X2020.estimatedPlotYield.N	NR	3	74990971	75000294	+	3	74906259	75015740	1760.138826	3	74990971	75000294	+	Sobic.003G370100	belongs to the protein kinase superfamily	balancing_wild_only
Sobic.003G370200	3	74993553	75185103	1.06e-07	74909592	21	X2020.estimatedPlotYield.N	NR	3	74996540	75006492	-	3	74906259	75015740	1760.138826	3	74996540	75006492	-	Sobic.003G370200	Castor and Pollux, part of voltage-gated ion channel	balancing_wild_only
Sobic.003G370300	3	74993553	75185103	1.06e-07	74909592	21	X2020.estimatedPlotYield.N	NR	3	75013148	75026665	+	3	74906259	75015740	1760.138826	3	75013148	75026665	+	Sobic.003G370300	DNA repair protein XRCC2 homolog	balancing_wild_only
Sobic.003G376700	3	75370283	75503446	7.01e-06	75463446	3	X2021.HN.tillersPerPlan	HN	3	75503429	75513779	+	3	75490315	75598860	1592.584801	3	75503429	75513779	+	Sobic.003G376700	Belongs to the glycosyltransferase 8 family	balancing_wild_only
Sobic.003G376700	3	75426358	75513019	1.36e-06	75466398	3	X2020.LN.paniclesPerPlo	LN	3	75503429	75513779	+	3	75490315	75598860	1592.584801	3	75503429	75513779	+	Sobic.003G376700	Belongs to the glycosyltransferase 8 family	balancing_wild_only
Sobic.003G376800	3	75426358	75513019	1.36e-06	75466398	3	X2020.LN.paniclesPerPlo	LN	3	75509913	75518885	+	3	75490315	75598860	1592.584801	3	75509913	75518885	+	Sobic.003G376800	coenzyme F420-1:gamma-L-glutamate ligase activity	balancing_wild_only
Sobic.003G397900	3	77066660	77146660	8.95e-06	77106660	1	X2021.HN.tillersPerPlan	HN	3	77122297	77132487	+	3	77123217	77423918	1822.792889	3	77122297	77132487	+	Sobic.003G397900	Oligosaccharyltransferase subunit Ribophorin II	balancing_wild_only
Sobic.003G398100	3	77066660	77146660	8.95e-06	77106660	1	X2021.HN.tillersPerPlan	HN	3	77131281	77140566	-	3	77123217	77423918	1822.792889	3	77131281	77140566	-	Sobic.003G398100	ABC transporter	balancing_wild_only
Sobic.003G399500	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77240803	77246277	-	3	77123217	77423918	1822.792889	3	77240803	77246277	-	Sobic.003G399500	F-box-like	balancing_wild_only
Sobic.003G399600	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77243880	77248639	+	3	77123217	77423918	1822.792889	3	77243880	77248639	+	Sobic.003G399600	-	balancing_wild_only
Sobic.003G399700	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77247137	77251981	+	3	77123217	77423918	1822.792889	3	77247137	77251981	+	Sobic.003G399700	Probable lipid transfer	balancing_wild_only
Sobic.003G399800	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77249503	77254733	+	3	77123217	77423918	1822.792889	3	77249503	77254733	+	Sobic.003G399800	Stomagen	balancing_wild_only
Sobic.003G399900	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77250652	77259665	-	3	77123217	77423918	1822.792889	3	77250652	77259665	-	Sobic.003G399900	PPR repeat	balancing_wild_only
Sobic.003G400000	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77255873	77264198	+	3	77123217	77423918	1822.792889	3	77255873	77264198	+	Sobic.003G400000	Signal peptide peptidase	balancing_wild_only
Sobic.003G400100	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77262499	77269378	+	3	77123217	77423918	1822.792889	3	77262499	77269378	+	Sobic.003G400100	GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p	balancing_wild_only
Sobic.003G400200	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77270131	77276642	-	3	77123217	77423918	1822.792889	3	77270131	77276642	-	Sobic.003G400200	PDDEXK-like family of unknown function	balancing_wild_only
Sobic.003G400266	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77281262	77286749	-	3	77123217	77423918	1822.792889	3	77281262	77286749	-	Sobic.003G400266	NA	balancing_wild_only
Sobic.003G400400	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77288679	77293606	+	3	77123217	77423918	1822.792889	3	77288679	77293606	+	Sobic.003G400400	Belongs to the cystatin family. Phytocystatin subfamily	balancing_wild_only
Sobic.003G400600	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77304868	77312336	-	3	77123217	77423918	1822.792889	3	77304868	77312336	-	Sobic.003G400600	helix loop helix domain	balancing_wild_only
Sobic.003G400700	3	77244557	77324557	7.67e-06	77284557	1	X2021.LN.plantHeigh	LN	3	77312776	77321254	-	3	77123217	77423918	1822.792889	3	77312776	77321254	-	Sobic.003G400700	EF hand	balancing_wild_only
Sobic.004G019200	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1562384	1585448	+	4	1571132	1652334	851.298261	4	1562384	1585448	+	Sobic.004G019200	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	balancing_wild_only
Sobic.004G019200	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1562384	1585448	+	4	1571132	1652334	851.298261	4	1562384	1585448	+	Sobic.004G019200	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	balancing_wild_only
Sobic.004G019300	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1588209	1595093	+	4	1571132	1652334	851.298261	4	1588209	1595093	+	Sobic.004G019300	Belongs to the terpene synthase family	balancing_wild_only
Sobic.004G019300	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1588209	1595093	+	4	1571132	1652334	851.298261	4	1588209	1595093	+	Sobic.004G019300	Belongs to the terpene synthase family	balancing_wild_only
Sobic.004G019400	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1596436	1603841	+	4	1571132	1652334	851.298261	4	1596436	1603841	+	Sobic.004G019400	Belongs to the terpene synthase family	balancing_wild_only
Sobic.004G019400	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1596436	1603841	+	4	1571132	1652334	851.298261	4	1596436	1603841	+	Sobic.004G019400	Belongs to the terpene synthase family	balancing_wild_only
Sobic.004G019500	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1601260	1608469	+	4	1571132	1652334	851.298261	4	1601260	1608469	+	Sobic.004G019500	PPR repeat	balancing_wild_only
Sobic.004G019500	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1601260	1608469	+	4	1571132	1652334	851.298261	4	1601260	1608469	+	Sobic.004G019500	PPR repeat	balancing_wild_only
Sobic.004G019550	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1604249	1610209	+	4	1571132	1652334	851.298261	4	1604249	1610209	+	Sobic.004G019550	Belongs to the terpene synthase family	balancing_wild_only
Sobic.004G019550	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1604249	1610209	+	4	1571132	1652334	851.298261	4	1604249	1610209	+	Sobic.004G019550	Belongs to the terpene synthase family	balancing_wild_only
Sobic.004G019600	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1606691	1615509	-	4	1571132	1652334	851.298261	4	1606691	1615509	-	Sobic.004G019600	Sin3 associated polypeptide p18 (SAP18)	balancing_wild_only
Sobic.004G073144	4	5976942	6061382	2.87e-06	6016942	2	X2020.HN.flagLeafLengt	HN	4	5972070	5979204	-	4	5972090	6053637	852.1632827	4	5972070	5979204	-	Sobic.004G073144	Protein of unknown function (DUF1618)	balancing_wild_only
Sobic.004G073188	4	5976942	6061382	2.87e-06	6016942	2	X2020.HN.flagLeafLengt	HN	4	5976508	5984706	-	4	5972090	6053637	852.1632827	4	5976508	5984706	-	Sobic.004G073188	NA	balancing_wild_only
Sobic.004G073300	4	5976942	6061382	2.87e-06	6016942	2	X2020.HN.flagLeafLengt	HN	4	5985424	6000724	-	4	5972090	6053637	852.1632827	4	5985424	6000724	-	Sobic.004G073300	ABC transporter transmembrane region	balancing_wild_only
Sobic.004G073400	4	5976942	6061382	2.87e-06	6016942	2	X2020.HN.flagLeafLengt	HN	4	5995262	6005966	-	4	5972090	6053637	852.1632827	4	5995262	6005966	-	Sobic.004G073400	ABC transporter transmembrane region	balancing_wild_only
Sobic.004G073500	4	5976942	6061382	2.87e-06	6016942	2	X2020.HN.flagLeafLengt	HN	4	6015741	6025936	-	4	5972090	6053637	852.1632827	4	6015741	6025936	-	Sobic.004G073500	ABC transporter transmembrane region	balancing_wild_only
Sobic.004G073600	4	5976942	6061382	2.87e-06	6016942	2	X2020.HN.flagLeafLengt	HN	4	6030454	6043621	-	4	5972090	6053637	852.1632827	4	6030454	6043621	-	Sobic.004G073600	ABC transporter transmembrane region	balancing_wild_only
Sobic.004G075000	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6136307	6141293	-	4	6136424	6260241	1711.821362	4	6136307	6141293	-	Sobic.004G075000	-	balancing_wild_only
Sobic.004G075100	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6156815	6161584	-	4	6136424	6260241	1711.821362	4	6156815	6161584	-	Sobic.004G075100	-	balancing_wild_only
Sobic.004G075100	4	6149334	6229334	7.15e-06	6189334	1	X2020.LN.paniclesPerPlo	LN	4	6156815	6161584	-	4	6136424	6260241	1711.821362	4	6156815	6161584	-	Sobic.004G075100	-	balancing_wild_only
Sobic.004G075200	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6161640	6170793	-	4	6136424	6260241	1711.821362	4	6161640	6170793	-	Sobic.004G075200	FLX-like 2	balancing_wild_only
Sobic.004G075200	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6161640	6170793	-	4	6136424	6260241	1711.821362	4	6161640	6170793	-	Sobic.004G075200	FLX-like 2	balancing_wild_only
Sobic.004G075200	4	6149334	6229334	7.15e-06	6189334	1	X2020.LN.paniclesPerPlo	LN	4	6161640	6170793	-	4	6136424	6260241	1711.821362	4	6161640	6170793	-	Sobic.004G075200	FLX-like 2	balancing_wild_only
Sobic.004G075250	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6177656	6186279	-	4	6136424	6260241	1711.821362	4	6177656	6186279	-	Sobic.004G075250	NA	balancing_wild_only
Sobic.004G075250	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6177656	6186279	-	4	6136424	6260241	1711.821362	4	6177656	6186279	-	Sobic.004G075250	NA	balancing_wild_only
Sobic.004G075250	4	6149334	6229334	7.15e-06	6189334	1	X2020.LN.paniclesPerPlo	LN	4	6177656	6186279	-	4	6136424	6260241	1711.821362	4	6177656	6186279	-	Sobic.004G075250	NA	balancing_wild_only
Sobic.004G075301	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6183731	6188349	-	4	6136424	6260241	1711.821362	4	6183731	6188349	-	Sobic.004G075301	NA	balancing_wild_only
Sobic.004G075301	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6183731	6188349	-	4	6136424	6260241	1711.821362	4	6183731	6188349	-	Sobic.004G075301	NA	balancing_wild_only
Sobic.004G075301	4	6149334	6229334	7.15e-06	6189334	1	X2020.LN.paniclesPerPlo	LN	4	6183731	6188349	-	4	6136424	6260241	1711.821362	4	6183731	6188349	-	Sobic.004G075301	NA	balancing_wild_only
Sobic.004G075351	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6188684	6193298	-	4	6136424	6260241	1711.821362	4	6188684	6193298	-	Sobic.004G075351	NA	balancing_wild_only
Sobic.004G075351	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6188684	6193298	-	4	6136424	6260241	1711.821362	4	6188684	6193298	-	Sobic.004G075351	NA	balancing_wild_only
Sobic.004G075351	4	6149334	6229334	7.15e-06	6189334	1	X2020.LN.paniclesPerPlo	LN	4	6188684	6193298	-	4	6136424	6260241	1711.821362	4	6188684	6193298	-	Sobic.004G075351	NA	balancing_wild_only
Sobic.004G075400	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6193949	6198659	-	4	6136424	6260241	1711.821362	4	6193949	6198659	-	Sobic.004G075400	NA	balancing_wild_only
Sobic.004G075400	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6193949	6198659	-	4	6136424	6260241	1711.821362	4	6193949	6198659	-	Sobic.004G075400	NA	balancing_wild_only
Sobic.004G075400	4	6149334	6229334	7.15e-06	6189334	1	X2020.LN.paniclesPerPlo	LN	4	6193949	6198659	-	4	6136424	6260241	1711.821362	4	6193949	6198659	-	Sobic.004G075400	NA	balancing_wild_only
Sobic.004G075550	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6202103	6206868	-	4	6136424	6260241	1711.821362	4	6202103	6206868	-	Sobic.004G075550	NA	balancing_wild_only
Sobic.004G075550	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6202103	6206868	-	4	6136424	6260241	1711.821362	4	6202103	6206868	-	Sobic.004G075550	NA	balancing_wild_only
Sobic.004G075550	4	6149334	6229334	7.15e-06	6189334	1	X2020.LN.paniclesPerPlo	LN	4	6202103	6206868	-	4	6136424	6260241	1711.821362	4	6202103	6206868	-	Sobic.004G075550	NA	balancing_wild_only
Sobic.004G075700	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6223122	6247287	+	4	6136424	6260241	1711.821362	4	6223122	6247287	+	Sobic.004G075700	methyl-CpG-binding domain-containing protein	balancing_wild_only
Sobic.004G075700	4	6104236	6233945	6.09e-06	6144281	3	X2021.HN.seedMassPerPlan	HN	4	6223122	6247287	+	4	6136424	6260241	1711.821362	4	6223122	6247287	+	Sobic.004G075700	methyl-CpG-binding domain-containing protein	balancing_wild_only
Sobic.004G075700	4	6149334	6229334	7.15e-06	6189334	1	X2020.LN.paniclesPerPlo	LN	4	6223122	6247287	+	4	6136424	6260241	1711.821362	4	6223122	6247287	+	Sobic.004G075700	methyl-CpG-binding domain-containing protein	balancing_wild_only
Sobic.004G075700	4	6212953	6293026	4.38e-06	6253026	2	X2020.LN.thirdLeafLengt	LN	4	6223122	6247287	+	4	6136424	6260241	1711.821362	4	6223122	6247287	+	Sobic.004G075700	methyl-CpG-binding domain-containing protein	balancing_wild_only
Sobic.004G075800	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6244489	6256343	-	4	6136424	6260241	1711.821362	4	6244489	6256343	-	Sobic.004G075800	Chloride channel protein	balancing_wild_only
Sobic.004G075800	4	6212953	6293026	4.38e-06	6253026	2	X2020.LN.thirdLeafLengt	LN	4	6244489	6256343	-	4	6136424	6260241	1711.821362	4	6244489	6256343	-	Sobic.004G075800	Chloride channel protein	balancing_wild_only
Sobic.004G075900	4	6170321	6293026	4.39e-07	6247738	32	X2020.HN.flagLeafLengt	HN	4	6254861	6266273	-	4	6136424	6260241	1711.821362	4	6254861	6266273	-	Sobic.004G075900	Glycosyltransferase like family 2	balancing_wild_only
Sobic.004G075900	4	6212953	6293026	4.38e-06	6253026	2	X2020.LN.thirdLeafLengt	LN	4	6254861	6266273	-	4	6136424	6260241	1711.821362	4	6254861	6266273	-	Sobic.004G075900	Glycosyltransferase like family 2	balancing_wild_only
Sobic.004G086100	4	7219010	7299010	3.39e-06	7259010	1	X2020.HN.flagLeafLengt	HN	4	7217918	7224395	-	4	7198077	7289326	935.5050613	4	7217918	7224395	-	Sobic.004G086100	-	balancing_wild_only
Sobic.004G086150	4	7219010	7299010	3.39e-06	7259010	1	X2020.HN.flagLeafLengt	HN	4	7224398	7231978	-	4	7198077	7289326	935.5050613	4	7224398	7231978	-	Sobic.004G086150	NA	balancing_wild_only
Sobic.004G086200	4	7219010	7299010	3.39e-06	7259010	1	X2020.HN.flagLeafLengt	HN	4	7229071	7244361	+	4	7198077	7289326	935.5050613	4	7229071	7244361	+	Sobic.004G086200	Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD	balancing_wild_only
Sobic.004G086300	4	7219010	7299010	3.39e-06	7259010	1	X2020.HN.flagLeafLengt	HN	4	7242854	7250531	+	4	7198077	7289326	935.5050613	4	7242854	7250531	+	Sobic.004G086300	FAD binding domain of DNA photolyase	balancing_wild_only
Sobic.004G086400	4	7219010	7299010	3.39e-06	7259010	1	X2020.HN.flagLeafLengt	HN	4	7284772	7292331	-	4	7198077	7289326	935.5050613	4	7284772	7292331	-	Sobic.004G086400	Belongs to the cytochrome P450 family	balancing_wild_only
Sobic.004G102301	4	9566844	9646844	5.51e-06	9606844	1	X2020.LN.thirdLeafLengt	LN	4	9599850	9611977	+	4	9583511	9680657	1134.396039	4	9599850	9611977	+	Sobic.004G102301	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)	balancing_wild_only
Sobic.004G102400	4	9566844	9646844	5.51e-06	9606844	1	X2020.LN.thirdLeafLengt	LN	4	9644170	9652643	+	4	9583511	9680657	1134.396039	4	9644170	9652643	+	Sobic.004G102400	Las17-binding protein actin regulator	balancing_wild_only
Sobic.004G172350	4	54804604	54941219	2.33e-06	54901219	10	X2020.HN.rachisLengt	HN	4	54931025	54936389	+	4	54935863	55032507	1152.132934	4	54931025	54936389	+	Sobic.004G172350	NA	balancing_wild_only
Sobic.004G172400	4	54804604	54941219	2.33e-06	54901219	10	X2020.HN.rachisLengt	HN	4	54934621	54944787	+	4	54935863	55032507	1152.132934	4	54934621	54944787	+	Sobic.004G172400	Disease resistance RPP13-like protein 4	balancing_wild_only
Sobic.004G209200	4	58384746	58464746	1.62e-06	58424746	1	X2020.LN.rachisDiameterLowe	LN	4	58386880	58392108	-	4	58325142	58440748	1324.847913	4	58386880	58392108	-	Sobic.004G209200	cell division	balancing_wild_only
Sobic.004G209300	4	58384746	58464746	1.62e-06	58424746	1	X2020.LN.rachisDiameterLowe	LN	4	58389713	58397579	+	4	58325142	58440748	1324.847913	4	58389713	58397579	+	Sobic.004G209300	Glutamine amidotransferases class-II	balancing_wild_only
