gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_V1	selection_V2	selection_V3	selection_V4	selection_V5	selection_V6	selection_V7	selection_V8	selection_V9	selection_V10	selection_Description	selection_condition
Sobic.004G018800	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1524283	1533127	+	4	1495001	1555000	0.377701	6	4	1524283	1533127	+	Sobic.004G018800	TB2/DP1, HVA22 family	fst_breeding_improved_vs_landrace
Sobic.004G018900	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1532344	1540918	+	4	1495001	1555000	0.377701	6	4	1532344	1540918	+	Sobic.004G018900	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G018900	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1532344	1540918	+	4	1495001	1555000	0.377701	6	4	1532344	1540918	+	Sobic.004G018900	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019000	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1539931	1548480	+	4	1495001	1555000	0.377701	6	4	1539931	1548480	+	Sobic.004G019000	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019000	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1539931	1548480	+	4	1495001	1555000	0.377701	6	4	1539931	1548480	+	Sobic.004G019000	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019200	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1562384	1585448	+	4	1580001	1630000	0.267074	4	4	1562384	1585448	+	Sobic.004G019200	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	fst_breeding_improved_vs_landrace
Sobic.004G019200	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1562384	1585448	+	4	1580001	1630000	0.267074	4	4	1562384	1585448	+	Sobic.004G019200	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates	fst_breeding_improved_vs_landrace
Sobic.004G019300	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1588209	1595093	+	4	1580001	1630000	0.267074	4	4	1588209	1595093	+	Sobic.004G019300	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019300	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1588209	1595093	+	4	1580001	1630000	0.267074	4	4	1588209	1595093	+	Sobic.004G019300	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019400	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1596436	1603841	+	4	1580001	1630000	0.267074	4	4	1596436	1603841	+	Sobic.004G019400	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019400	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1596436	1603841	+	4	1580001	1630000	0.267074	4	4	1596436	1603841	+	Sobic.004G019400	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019500	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1601260	1608469	+	4	1580001	1630000	0.267074	4	4	1601260	1608469	+	Sobic.004G019500	PPR repeat	fst_breeding_improved_vs_landrace
Sobic.004G019500	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1601260	1608469	+	4	1580001	1630000	0.267074	4	4	1601260	1608469	+	Sobic.004G019500	PPR repeat	fst_breeding_improved_vs_landrace
Sobic.004G019550	4	1525428	1605428	6.76e-06	1565428	1	X2020.HN.extantLeafNumbe	HN	4	1604249	1610209	+	4	1580001	1630000	0.267074	4	4	1604249	1610209	+	Sobic.004G019550	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019550	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1604249	1610209	+	4	1580001	1630000	0.267074	4	4	1604249	1610209	+	Sobic.004G019550	Belongs to the terpene synthase family	fst_breeding_improved_vs_landrace
Sobic.004G019600	4	1534982	1614982	6.21e-06	1574982	1	X2020.HN.tillersPerPlan	HN	4	1606691	1615509	-	4	1580001	1630000	0.267074	4	4	1606691	1615509	-	Sobic.004G019600	Sin3 associated polypeptide p18 (SAP18)	fst_breeding_improved_vs_landrace
Sobic.004G030600	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2500847	2509315	-	4	2495001	2585000	0.307263	12	4	2500847	2509315	-	Sobic.004G030600	PPR repeat	fst_breeding_improved_vs_landrace
Sobic.004G030700	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2505548	2513188	-	4	2495001	2585000	0.307263	12	4	2505548	2513188	-	Sobic.004G030700	conserved protein UCP030365	fst_breeding_improved_vs_landrace
Sobic.004G030800	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2514642	2527732	+	4	2495001	2585000	0.307263	12	4	2514642	2527732	+	Sobic.004G030800	Proline-, glutamic acid- and leucine-rich protein	fst_breeding_improved_vs_landrace
Sobic.004G030900	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2528150	2537894	+	4	2495001	2585000	0.307263	12	4	2528150	2537894	+	Sobic.004G030900	The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.	fst_breeding_improved_vs_landrace
Sobic.004G030966	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2537382	2541720	+	4	2495001	2585000	0.307263	12	4	2537382	2541720	+	Sobic.004G030966	NA	fst_breeding_improved_vs_landrace
Sobic.004G031032	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2539644	2544198	-	4	2495001	2585000	0.307263	12	4	2539644	2544198	-	Sobic.004G031032	NA	fst_breeding_improved_vs_landrace
Sobic.004G031100	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2541063	2546241	-	4	2495001	2585000	0.307263	12	4	2541063	2546241	-	Sobic.004G031100	bZIP transcription factor	fst_breeding_improved_vs_landrace
Sobic.004G031200	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2542451	2546576	-	4	2495001	2585000	0.307263	12	4	2542451	2546576	-	Sobic.004G031200	expressed protein	fst_breeding_improved_vs_landrace
Sobic.004G031300	4	2505660	2585660	3.36e-06	2545660	1	X2020.primaryBranchNumber.N	NR	4	2557003	2571049	-	4	2495001	2585000	0.307263	12	4	2557003	2571049	-	Sobic.004G031300	Pentatricopeptide repeat domain	fst_breeding_improved_vs_landrace
Sobic.004G322300	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68249499	68264696	+	4	68240001	68290000	0.249946	4	4	68249499	68264696	+	Sobic.004G322300	Anaphase-promoting complex, cyclosome, subunit 4	fst_breeding_improved_vs_landrace
Sobic.004G322400	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68260495	68274204	+	4	68240001	68290000	0.249946	4	4	68260495	68274204	+	Sobic.004G322400	RIC1	fst_breeding_improved_vs_landrace
Sobic.004G322500	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68270761	68275273	+	4	68240001	68290000	0.249946	4	4	68270761	68275273	+	Sobic.004G322500	NA	fst_breeding_improved_vs_landrace
Sobic.004G322600	4	68263092	68368876	1.9e-07	68311677	34	X2020.HN.plantHeigh	HN	4	68287192	68297505	+	4	68240001	68290000	0.249946	4	4	68287192	68297505	+	Sobic.004G322600	PB1 domain	fst_breeding_improved_vs_landrace
Sobic.004G322600	4	68294432	68374432	6.29e-06	68334432	1	X2021.HN.percentMoistur	HN	4	68287192	68297505	+	4	68240001	68290000	0.249946	4	4	68287192	68297505	+	Sobic.004G322600	PB1 domain	fst_breeding_improved_vs_landrace
Sobic.004G323700	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68379048	68389284	+	4	68365001	68410000	0.277638	3	4	68379048	68389284	+	Sobic.004G323700	Ring finger domain	fst_breeding_improved_vs_landrace
Sobic.004G323800	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68385334	68392337	-	4	68365001	68410000	0.277638	3	4	68385334	68392337	-	Sobic.004G323800	PCRF	fst_breeding_improved_vs_landrace
Sobic.004G323900	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68390562	68399126	+	4	68365001	68410000	0.277638	3	4	68390562	68399126	+	Sobic.004G323900	-	fst_breeding_improved_vs_landrace
Sobic.004G324000	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68398377	68409236	+	4	68365001	68410000	0.277638	3	4	68398377	68409236	+	Sobic.004G324000	Glutamate-gated receptor that probably acts as non- selective cation channel	fst_breeding_improved_vs_landrace
Sobic.004G324100	4	68341561	68421561	7.44e-06	68381561	1	X2020.estimatedPlotYield.N	NR	4	68405333	68417162	-	4	68365001	68410000	0.277638	3	4	68405333	68417162	-	Sobic.004G324100	Diacylglycerol kinase accessory domain (presumed)	fst_breeding_improved_vs_landrace
Sobic.006G107400	6	48984289	49064289	6.12e-06	49024289	1	X2020.HN.rachisDiameterLowe	HN	6	49058300	49064378	+	6	49060001	49115000	0.279379	5	6	49058300	49064378	+	Sobic.006G107400	No apical meristem (NAM) protein	fst_breeding_improved_vs_landrace
Sobic.006G114800	6	49575342	49699372	8.16e-07	49628996	28	X2020.HN.flagLeafLengt	HN	6	49654729	49661643	+	6	49650001	49735000	0.342849	11	6	49654729	49661643	+	Sobic.006G114800	Ras-related protein	fst_breeding_improved_vs_landrace
Sobic.006G114800	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49654729	49661643	+	6	49650001	49735000	0.342849	11	6	49654729	49661643	+	Sobic.006G114800	Ras-related protein	fst_breeding_improved_vs_landrace
Sobic.006G115000	6	49575342	49699372	8.16e-07	49628996	28	X2020.HN.flagLeafLengt	HN	6	49661393	49668499	-	6	49650001	49735000	0.342849	11	6	49661393	49668499	-	Sobic.006G115000	LSM domain	fst_breeding_improved_vs_landrace
Sobic.006G115000	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49661393	49668499	-	6	49650001	49735000	0.342849	11	6	49661393	49668499	-	Sobic.006G115000	LSM domain	fst_breeding_improved_vs_landrace
Sobic.006G115100	6	49575342	49699372	8.16e-07	49628996	28	X2020.HN.flagLeafLengt	HN	6	49665024	49671643	-	6	49650001	49735000	0.342849	11	6	49665024	49671643	-	Sobic.006G115100	Transmembrane proteins 14C	fst_breeding_improved_vs_landrace
Sobic.006G115100	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49665024	49671643	-	6	49650001	49735000	0.342849	11	6	49665024	49671643	-	Sobic.006G115100	Transmembrane proteins 14C	fst_breeding_improved_vs_landrace
Sobic.006G115200	6	49575342	49699372	8.16e-07	49628996	28	X2020.HN.flagLeafLengt	HN	6	49668078	49673510	-	6	49650001	49735000	0.342849	11	6	49668078	49673510	-	Sobic.006G115200	Myb-like DNA-binding domain	fst_breeding_improved_vs_landrace
Sobic.006G115200	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49668078	49673510	-	6	49650001	49735000	0.342849	11	6	49668078	49673510	-	Sobic.006G115200	Myb-like DNA-binding domain	fst_breeding_improved_vs_landrace
Sobic.006G115300	6	49575342	49699372	8.16e-07	49628996	28	X2020.HN.flagLeafLengt	HN	6	49670486	49684910	-	6	49650001	49735000	0.342849	11	6	49670486	49684910	-	Sobic.006G115300	Transmembrane amino acid transporter protein	fst_breeding_improved_vs_landrace
Sobic.006G115300	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49670486	49684910	-	6	49650001	49735000	0.342849	11	6	49670486	49684910	-	Sobic.006G115300	Transmembrane amino acid transporter protein	fst_breeding_improved_vs_landrace
Sobic.006G115350	6	49575342	49699372	8.16e-07	49628996	28	X2020.HN.flagLeafLengt	HN	6	49688719	49695251	+	6	49650001	49735000	0.342849	11	6	49688719	49695251	+	Sobic.006G115350	DNA recombination	fst_breeding_improved_vs_landrace
Sobic.006G115350	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49688719	49695251	+	6	49650001	49735000	0.342849	11	6	49688719	49695251	+	Sobic.006G115350	DNA recombination	fst_breeding_improved_vs_landrace
Sobic.006G115400	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49702565	49708127	+	6	49650001	49735000	0.342849	11	6	49702565	49708127	+	Sobic.006G115400	C2H2-type zinc finger	fst_breeding_improved_vs_landrace
Sobic.006G115466	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49706025	49713373	-	6	49650001	49735000	0.342849	11	6	49706025	49713373	-	Sobic.006G115466	WPP domain-interacting protein	fst_breeding_improved_vs_landrace
Sobic.006G115532	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49711269	49716010	+	6	49650001	49735000	0.342849	11	6	49711269	49716010	+	Sobic.006G115532	NA	fst_breeding_improved_vs_landrace
Sobic.006G115600	6	49584409	49769494	4.13e-07	49654519	31	X2020.LN.flagLeafLengt	LN	6	49712892	49724047	-	6	49650001	49735000	0.342849	11	6	49712892	49724047	-	Sobic.006G115600	expressed protein	fst_breeding_improved_vs_landrace
Sobic.006G125900	6	50504282	50584282	3.79e-06	50544282	1	X2021.HN.percentStarc	HN	6	50524878	50534717	-	6	50510001	50595000	0.269898	7	6	50524878	50534717	-	Sobic.006G125900	Catalytic histone acetyltransferase subunit of the RNA polymerase II elongator complex, which is a component of the RNA polymerase II (Pol II) holoenzyme and is involved in transcriptional elongation	fst_breeding_improved_vs_landrace
Sobic.006G126000	6	50504282	50584282	3.79e-06	50544282	1	X2021.HN.percentStarc	HN	6	50529481	50536328	+	6	50510001	50595000	0.269898	7	6	50529481	50536328	+	Sobic.006G126000	26S proteasome subunit RPN7	fst_breeding_improved_vs_landrace
Sobic.006G126100	6	50504282	50584282	3.79e-06	50544282	1	X2021.HN.percentStarc	HN	6	50531825	50541450	-	6	50510001	50595000	0.269898	7	6	50531825	50541450	-	Sobic.006G126100	The B regulatory subunit might modulate substrate selectivity and catalytic activity, and also might direct the localization of the catalytic enzyme to a particular subcellular compartment	fst_breeding_improved_vs_landrace
Sobic.006G126200	6	50504282	50584282	3.79e-06	50544282	1	X2021.HN.percentStarc	HN	6	50551550	50562609	+	6	50510001	50595000	0.269898	7	6	50551550	50562609	+	Sobic.006G126200	UBX domain	fst_breeding_improved_vs_landrace
Sobic.006G126300	6	50504282	50584282	3.79e-06	50544282	1	X2021.HN.percentStarc	HN	6	50563447	50574349	+	6	50510001	50595000	0.269898	7	6	50563447	50574349	+	Sobic.006G126300	Catalyzes the rate-limiting step of the oxidative pentose-phosphate pathway, which represents a route for the dissimilation of carbohydrates besides glycolysis	fst_breeding_improved_vs_landrace
Sobic.006G126400	6	50504282	50584282	3.79e-06	50544282	1	X2021.HN.percentStarc	HN	6	50570993	50578131	+	6	50510001	50595000	0.269898	7	6	50570993	50578131	+	Sobic.006G126400	YqaJ-like viral recombinase domain	fst_breeding_improved_vs_landrace
Sobic.006G126500	6	50504282	50584282	3.79e-06	50544282	1	X2021.HN.percentStarc	HN	6	50575324	50583336	-	6	50510001	50595000	0.269898	7	6	50575324	50583336	-	Sobic.006G126500	F-Box protein	fst_breeding_improved_vs_landrace
Sobic.006G154600	6	52844849	52924862	5.36e-06	52884862	2	X2020.panicleGrainWeight.N	NR	6	52840413	52845383	-	6	52825001	52870000	0.244564	3	6	52840413	52845383	-	Sobic.006G154600	-	fst_breeding_improved_vs_landrace
Sobic.006G154800	6	52844849	52924862	5.36e-06	52884862	2	X2020.panicleGrainWeight.N	NR	6	52852112	52861174	+	6	52825001	52870000	0.244564	3	6	52852112	52861174	+	Sobic.006G154800	BRO1-like domain	fst_breeding_improved_vs_landrace
Sobic.006G154900	6	52844849	52924862	5.36e-06	52884862	2	X2020.panicleGrainWeight.N	NR	6	52856971	52863863	-	6	52825001	52870000	0.244564	3	6	52856971	52863863	-	Sobic.006G154900	Belongs to the mitochondrial carrier (TC 2.A.29) family	fst_breeding_improved_vs_landrace
Sobic.006G155000	6	52844849	52924862	5.36e-06	52884862	2	X2020.panicleGrainWeight.N	NR	6	52859490	52866830	+	6	52825001	52870000	0.244564	3	6	52859490	52866830	+	Sobic.006G155000	Mitochondrial intermembrane space import and assembly protein	fst_breeding_improved_vs_landrace
Sobic.006G155100	6	52844849	52924862	5.36e-06	52884862	2	X2020.panicleGrainWeight.N	NR	6	52863689	52871251	+	6	52825001	52870000	0.244564	3	6	52863689	52871251	+	Sobic.006G155100	RNA splicing	fst_breeding_improved_vs_landrace
Sobic.006G155150	6	52844849	52924862	5.36e-06	52884862	2	X2020.panicleGrainWeight.N	NR	6	52869087	52873398	+	6	52825001	52870000	0.244564	3	6	52869087	52873398	+	Sobic.006G155150	NA	fst_breeding_improved_vs_landrace
Sobic.006G161950	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53379271	53383947	+	6	53380001	53435000	0.274616	5	6	53379271	53383947	+	Sobic.006G161950	NA	fst_breeding_improved_vs_landrace
Sobic.006G162000	6	53305965	53385965	4.58e-06	53345965	1	X2021.HN.seedMassPerPlan	HN	6	53379800	53389743	-	6	53380001	53435000	0.274616	5	6	53379800	53389743	-	Sobic.006G162000	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family	fst_breeding_improved_vs_landrace
Sobic.007G162300	7	62927227	63010413	2.42e-06	62968810	20	X2020.HN.percentOi	HN	7	63003503	63010423	-	7	63010001	63055000	0.256285	3	7	63003503	63010423	-	Sobic.007G162300	Glutaredoxin	fst_breeding_improved_vs_landrace
Sobic.007G162300	7	62931665	63220211	5.86e-07	62978334	13	X2020.LN.stemDiameterLowe	LN	7	63003503	63010423	-	7	63010001	63055000	0.256285	3	7	63003503	63010423	-	Sobic.007G162300	Glutaredoxin	fst_breeding_improved_vs_landrace
Sobic.007G162400	7	62927227	63010413	2.42e-06	62968810	20	X2020.HN.percentOi	HN	7	63009653	63016240	+	7	63010001	63055000	0.256285	3	7	63009653	63016240	+	Sobic.007G162400	ABC-2 type transporter	fst_breeding_improved_vs_landrace
Sobic.007G162400	7	62931665	63220211	5.86e-07	62978334	13	X2020.LN.stemDiameterLowe	LN	7	63009653	63016240	+	7	63010001	63055000	0.256285	3	7	63009653	63016240	+	Sobic.007G162400	ABC-2 type transporter	fst_breeding_improved_vs_landrace
Sobic.007G162500	7	62931665	63220211	5.86e-07	62978334	13	X2020.LN.stemDiameterLowe	LN	7	63016940	63025571	+	7	63010001	63055000	0.256285	3	7	63016940	63025571	+	Sobic.007G162500	Pre-SET motif	fst_breeding_improved_vs_landrace
Sobic.007G162600	7	62931665	63220211	5.86e-07	62978334	13	X2020.LN.stemDiameterLowe	LN	7	63023824	63033084	+	7	63010001	63055000	0.256285	3	7	63023824	63033084	+	Sobic.007G162600	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term	fst_breeding_improved_vs_landrace
Sobic.007G162700	7	62931665	63220211	5.86e-07	62978334	13	X2020.LN.stemDiameterLowe	LN	7	63038127	63043932	+	7	63010001	63055000	0.256285	3	7	63038127	63043932	+	Sobic.007G162700	DNA-binding domain in plant proteins such as APETALA2 and EREBPs	fst_breeding_improved_vs_landrace
Sobic.007G162800	7	62931665	63220211	5.86e-07	62978334	13	X2020.LN.stemDiameterLowe	LN	7	63046551	63054202	+	7	63010001	63055000	0.256285	3	7	63046551	63054202	+	Sobic.007G162800	mediator of RNA polymerase II transcription subunit	fst_breeding_improved_vs_landrace
Sobic.007G162901	7	62931665	63220211	5.86e-07	62978334	13	X2020.LN.stemDiameterLowe	LN	7	63054611	63068019	+	7	63010001	63055000	0.256285	3	7	63054611	63068019	+	Sobic.007G162901	mediator of RNA polymerase II transcription subunit	fst_breeding_improved_vs_landrace
Sobic.007G210600	7	67332951	67414310	7.14e-06	67372951	2	X2020.LN.medianLeafAngl	LN	7	67331438	67342786	+	7	67305001	67360000	0.2997	5	7	67331438	67342786	+	Sobic.007G210600	ABC transporter C family member	fst_breeding_improved_vs_landrace
Sobic.007G210700	7	67332951	67414310	7.14e-06	67372951	2	X2020.LN.medianLeafAngl	LN	7	67339564	67347233	-	7	67305001	67360000	0.2997	5	7	67339564	67347233	-	Sobic.007G210700	Ethylene insensitive 3	fst_breeding_improved_vs_landrace
Sobic.007G210801	7	67332951	67414310	7.14e-06	67372951	2	X2020.LN.medianLeafAngl	LN	7	67348084	67357434	+	7	67305001	67360000	0.2997	5	7	67348084	67357434	+	Sobic.007G210801	Cupin-like domain	fst_breeding_improved_vs_landrace
Sobic.008G080400	8	14026649	14106663	6.15e-06	14066649	3	X2020.panicleGrainWeight.N	NR	8	14043121	14051972	-	8	14040001	14085000	0.274558	3	8	14043121	14051972	-	Sobic.008G080400	Belongs to the glycosyl hydrolase 1 family	fst_breeding_improved_vs_landrace
Sobic.008G080500	8	14116159	14273679	2.25e-06	14214569	7	X2021.HN.percentStarc	HN	8	14164528	14176797	-	8	14140001	14305000	0.322226	27	8	14164528	14176797	-	Sobic.008G080500	Domain of unknown function (DUF4378)	fst_breeding_improved_vs_landrace
Sobic.008G080500	8	14159171	14239171	7.49e-06	14199171	1	X2020.LN.primaryBranchNumbe	LN	8	14164528	14176797	-	8	14140001	14305000	0.322226	27	8	14164528	14176797	-	Sobic.008G080500	Domain of unknown function (DUF4378)	fst_breeding_improved_vs_landrace
Sobic.008G080500	8	14136612	14218308	1.45e-06	14177197	31	X2020.LN.tillersPerPlan	LN	8	14164528	14176797	-	8	14140001	14305000	0.322226	27	8	14164528	14176797	-	Sobic.008G080500	Domain of unknown function (DUF4378)	fst_breeding_improved_vs_landrace
Sobic.008G124800	8	57802998	57928239	2.59e-07	57875082	125	X2021.HN.stemDiameterLowe	HN	8	57855231	57876253	-	8	57855001	57895000	0.241949	2	8	57855231	57876253	-	Sobic.008G124800	Trafficking protein particle complex subunit 10, TRAPPC10	fst_breeding_improved_vs_landrace
Sobic.008G124800	8	57823372	57926940	2.99e-06	57874992	9	X2021.HN.stemDiameterUppe	HN	8	57855231	57876253	-	8	57855001	57895000	0.241949	2	8	57855231	57876253	-	Sobic.008G124800	Trafficking protein particle complex subunit 10, TRAPPC10	fst_breeding_improved_vs_landrace
Sobic.008G124800	8	57802998	57927350	4.13e-06	57874591	14	X2021.LN.stemDiameterLowe	LN	8	57855231	57876253	-	8	57855001	57895000	0.241949	2	8	57855231	57876253	-	Sobic.008G124800	Trafficking protein particle complex subunit 10, TRAPPC10	fst_breeding_improved_vs_landrace
Sobic.008G124800	8	57802998	57928239	9.71e-07	57874992	110	X2021.LN.stemDiameterUppe	LN	8	57855231	57876253	-	8	57855001	57895000	0.241949	2	8	57855231	57876253	-	Sobic.008G124800	Trafficking protein particle complex subunit 10, TRAPPC10	fst_breeding_improved_vs_landrace
Sobic.008G124900	8	57802998	57928239	2.59e-07	57875082	125	X2021.HN.stemDiameterLowe	HN	8	57874602	57886869	+	8	57855001	57895000	0.241949	2	8	57874602	57886869	+	Sobic.008G124900	Chaperone protein dnaJ	fst_breeding_improved_vs_landrace
Sobic.008G124900	8	57823372	57926940	2.99e-06	57874992	9	X2021.HN.stemDiameterUppe	HN	8	57874602	57886869	+	8	57855001	57895000	0.241949	2	8	57874602	57886869	+	Sobic.008G124900	Chaperone protein dnaJ	fst_breeding_improved_vs_landrace
Sobic.008G124900	8	57802998	57927350	4.13e-06	57874591	14	X2021.LN.stemDiameterLowe	LN	8	57874602	57886869	+	8	57855001	57895000	0.241949	2	8	57874602	57886869	+	Sobic.008G124900	Chaperone protein dnaJ	fst_breeding_improved_vs_landrace
Sobic.008G124900	8	57802998	57928239	9.71e-07	57874992	110	X2021.LN.stemDiameterUppe	LN	8	57874602	57886869	+	8	57855001	57895000	0.241949	2	8	57874602	57886869	+	Sobic.008G124900	Chaperone protein dnaJ	fst_breeding_improved_vs_landrace
Sobic.008G125000	8	57802998	57928239	2.59e-07	57875082	125	X2021.HN.stemDiameterLowe	HN	8	57885941	57894874	+	8	57855001	57895000	0.241949	2	8	57885941	57894874	+	Sobic.008G125000	AP-3 complex subunit	fst_breeding_improved_vs_landrace
Sobic.008G125000	8	57823372	57926940	2.99e-06	57874992	9	X2021.HN.stemDiameterUppe	HN	8	57885941	57894874	+	8	57855001	57895000	0.241949	2	8	57885941	57894874	+	Sobic.008G125000	AP-3 complex subunit	fst_breeding_improved_vs_landrace
Sobic.008G125000	8	57802998	57927350	4.13e-06	57874591	14	X2021.LN.stemDiameterLowe	LN	8	57885941	57894874	+	8	57855001	57895000	0.241949	2	8	57885941	57894874	+	Sobic.008G125000	AP-3 complex subunit	fst_breeding_improved_vs_landrace
Sobic.008G125000	8	57802998	57928239	9.71e-07	57874992	110	X2021.LN.stemDiameterUppe	LN	8	57885941	57894874	+	8	57855001	57895000	0.241949	2	8	57885941	57894874	+	Sobic.008G125000	AP-3 complex subunit	fst_breeding_improved_vs_landrace
Sobic.008G125100	8	57802998	57928239	2.59e-07	57875082	125	X2021.HN.stemDiameterLowe	HN	8	57891787	57900672	+	8	57855001	57895000	0.241949	2	8	57891787	57900672	+	Sobic.008G125100	Dihydrofolate synthetase	fst_breeding_improved_vs_landrace
Sobic.008G125100	8	57823372	57926940	2.99e-06	57874992	9	X2021.HN.stemDiameterUppe	HN	8	57891787	57900672	+	8	57855001	57895000	0.241949	2	8	57891787	57900672	+	Sobic.008G125100	Dihydrofolate synthetase	fst_breeding_improved_vs_landrace
Sobic.008G125100	8	57802998	57927350	4.13e-06	57874591	14	X2021.LN.stemDiameterLowe	LN	8	57891787	57900672	+	8	57855001	57895000	0.241949	2	8	57891787	57900672	+	Sobic.008G125100	Dihydrofolate synthetase	fst_breeding_improved_vs_landrace
Sobic.008G125100	8	57802998	57928239	9.71e-07	57874992	110	X2021.LN.stemDiameterUppe	LN	8	57891787	57900672	+	8	57855001	57895000	0.241949	2	8	57891787	57900672	+	Sobic.008G125100	Dihydrofolate synthetase	fst_breeding_improved_vs_landrace
Sobic.008G133600	8	59180567	59260567	8.84e-06	59220567	1	X2020.LN.branchInternodeLengt	LN	8	59176592	59189331	+	8	59135001	59190000	0.275247	5	8	59176592	59189331	+	Sobic.008G133600	Diaminopimelate epimerase	fst_breeding_improved_vs_landrace
Sobic.008G133700	8	59180567	59260567	8.84e-06	59220567	1	X2020.LN.branchInternodeLengt	LN	8	59187970	59193609	-	8	59135001	59190000	0.275247	5	8	59187970	59193609	-	Sobic.008G133700	Myb-like DNA-binding domain	fst_breeding_improved_vs_landrace
