gene_id	gwas_chr	gwas_start	gwas_end	gwas_pvalue	gwas_peak_pos	gwas_n_snps	gwas_trait	gwas_condition	gwas_gene_chr	gwas_gene_start	gwas_gene_end	gwas_gene_strand	selection_V1	selection_V2	selection_V3	selection_V4	selection_V5	selection_V6	selection_V7	selection_V8	selection_V9	selection_Description	selection_condition
Sobic.003G231300	3	63383626	63479868	2.77e-06	63439868	3	X2020.LN.stemDiameterLowe	LN	3	63377926	63384205	+	3	63335029	63453429	1244.564973	3	63377926	63384205	+	Sobic.003G231300	Belongs to the cytochrome P450 family	balancing_landrace_only
Sobic.003G231400	3	63383626	63479868	2.77e-06	63439868	3	X2020.LN.stemDiameterLowe	LN	3	63380228	63386096	-	3	63335029	63453429	1244.564973	3	63380228	63386096	-	Sobic.003G231400	Lignin degradation and detoxification of lignin-derived products	balancing_landrace_only
Sobic.003G231500	3	63399252	63479252	9.5e-06	63439252	1	X2020.LN.primaryBranchNumbe	LN	3	63397850	63403788	-	3	63335029	63453429	1244.564973	3	63397850	63403788	-	Sobic.003G231500	Pectinesterase	balancing_landrace_only
Sobic.003G231500	3	63383626	63479868	2.77e-06	63439868	3	X2020.LN.stemDiameterLowe	LN	3	63397850	63403788	-	3	63335029	63453429	1244.564973	3	63397850	63403788	-	Sobic.003G231500	Pectinesterase	balancing_landrace_only
Sobic.003G231600	3	63399252	63479252	9.5e-06	63439252	1	X2020.LN.primaryBranchNumbe	LN	3	63403726	63410191	+	3	63335029	63453429	1244.564973	3	63403726	63410191	+	Sobic.003G231600	CBS domain	balancing_landrace_only
Sobic.003G231600	3	63383626	63479868	2.77e-06	63439868	3	X2020.LN.stemDiameterLowe	LN	3	63403726	63410191	+	3	63335029	63453429	1244.564973	3	63403726	63410191	+	Sobic.003G231600	CBS domain	balancing_landrace_only
Sobic.003G231700	3	63399252	63479252	9.5e-06	63439252	1	X2020.LN.primaryBranchNumbe	LN	3	63422541	63428071	+	3	63335029	63453429	1244.564973	3	63422541	63428071	+	Sobic.003G231700	ubiquitin modification-dependent histone binding	balancing_landrace_only
Sobic.003G231700	3	63383626	63479868	2.77e-06	63439868	3	X2020.LN.stemDiameterLowe	LN	3	63422541	63428071	+	3	63335029	63453429	1244.564973	3	63422541	63428071	+	Sobic.003G231700	ubiquitin modification-dependent histone binding	balancing_landrace_only
Sobic.003G231800	3	63399252	63479252	9.5e-06	63439252	1	X2020.LN.primaryBranchNumbe	LN	3	63435268	63440133	+	3	63335029	63453429	1244.564973	3	63435268	63440133	+	Sobic.003G231800	DnaJ homolog subfamily C member 2	balancing_landrace_only
Sobic.003G231800	3	63383626	63479868	2.77e-06	63439868	3	X2020.LN.stemDiameterLowe	LN	3	63435268	63440133	+	3	63335029	63453429	1244.564973	3	63435268	63440133	+	Sobic.003G231800	DnaJ homolog subfamily C member 2	balancing_landrace_only
Sobic.003G231900	3	63399252	63479252	9.5e-06	63439252	1	X2020.LN.primaryBranchNumbe	LN	3	63438882	63454020	+	3	63335029	63453429	1244.564973	3	63438882	63454020	+	Sobic.003G231900	WD domain, G-beta repeat	balancing_landrace_only
Sobic.003G231900	3	63383626	63479868	2.77e-06	63439868	3	X2020.LN.stemDiameterLowe	LN	3	63438882	63454020	+	3	63335029	63453429	1244.564973	3	63438882	63454020	+	Sobic.003G231900	WD domain, G-beta repeat	balancing_landrace_only
Sobic.003G232001	3	63399252	63479252	9.5e-06	63439252	1	X2020.LN.primaryBranchNumbe	LN	3	63451368	63456036	-	3	63335029	63453429	1244.564973	3	63451368	63456036	-	Sobic.003G232001	NA	balancing_landrace_only
Sobic.003G232001	3	63383626	63479868	2.77e-06	63439868	3	X2020.LN.stemDiameterLowe	LN	3	63451368	63456036	-	3	63335029	63453429	1244.564973	3	63451368	63456036	-	Sobic.003G232001	NA	balancing_landrace_only
Sobic.003G246100	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64809141	64818223	+	3	64816433	64900644	1152.079226	3	64809141	64818223	+	Sobic.003G246100	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	balancing_landrace_only
Sobic.003G246100	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64809141	64818223	+	3	64816433	64900644	1152.079226	3	64809141	64818223	+	Sobic.003G246100	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	balancing_landrace_only
Sobic.003G246100	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64809141	64818223	+	3	64816433	64900644	1152.079226	3	64809141	64818223	+	Sobic.003G246100	JAB1/Mov34/MPN/PAD-1 ubiquitin protease	balancing_landrace_only
Sobic.003G246200	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64819165	64825081	-	3	64816433	64900644	1152.079226	3	64819165	64825081	-	Sobic.003G246200	Protein of unknown function (DUF1645)	balancing_landrace_only
Sobic.003G246200	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64819165	64825081	-	3	64816433	64900644	1152.079226	3	64819165	64825081	-	Sobic.003G246200	Protein of unknown function (DUF1645)	balancing_landrace_only
Sobic.003G246200	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64819165	64825081	-	3	64816433	64900644	1152.079226	3	64819165	64825081	-	Sobic.003G246200	Protein of unknown function (DUF1645)	balancing_landrace_only
Sobic.003G246300	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64823164	64828745	-	3	64816433	64900644	1152.079226	3	64823164	64828745	-	Sobic.003G246300	-	balancing_landrace_only
Sobic.003G246300	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64823164	64828745	-	3	64816433	64900644	1152.079226	3	64823164	64828745	-	Sobic.003G246300	-	balancing_landrace_only
Sobic.003G246300	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64823164	64828745	-	3	64816433	64900644	1152.079226	3	64823164	64828745	-	Sobic.003G246300	-	balancing_landrace_only
Sobic.003G246400	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64841287	64846241	+	3	64816433	64900644	1152.079226	3	64841287	64846241	+	Sobic.003G246400	Ribosomal protein L7/L12 C-terminal domain	balancing_landrace_only
Sobic.003G246400	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64841287	64846241	+	3	64816433	64900644	1152.079226	3	64841287	64846241	+	Sobic.003G246400	Ribosomal protein L7/L12 C-terminal domain	balancing_landrace_only
Sobic.003G246400	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64841287	64846241	+	3	64816433	64900644	1152.079226	3	64841287	64846241	+	Sobic.003G246400	Ribosomal protein L7/L12 C-terminal domain	balancing_landrace_only
Sobic.003G246500	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64843664	64850088	+	3	64816433	64900644	1152.079226	3	64843664	64850088	+	Sobic.003G246500	3'-5' exonuclease	balancing_landrace_only
Sobic.003G246500	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64843664	64850088	+	3	64816433	64900644	1152.079226	3	64843664	64850088	+	Sobic.003G246500	3'-5' exonuclease	balancing_landrace_only
Sobic.003G246500	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64843664	64850088	+	3	64816433	64900644	1152.079226	3	64843664	64850088	+	Sobic.003G246500	3'-5' exonuclease	balancing_landrace_only
Sobic.003G246600	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64847706	64852489	+	3	64816433	64900644	1152.079226	3	64847706	64852489	+	Sobic.003G246600	Family of unknown function (DUF5323)	balancing_landrace_only
Sobic.003G246600	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64847706	64852489	+	3	64816433	64900644	1152.079226	3	64847706	64852489	+	Sobic.003G246600	Family of unknown function (DUF5323)	balancing_landrace_only
Sobic.003G246600	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64847706	64852489	+	3	64816433	64900644	1152.079226	3	64847706	64852489	+	Sobic.003G246600	Family of unknown function (DUF5323)	balancing_landrace_only
Sobic.003G246700	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64851097	64861651	-	3	64816433	64900644	1152.079226	3	64851097	64861651	-	Sobic.003G246700	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	balancing_landrace_only
Sobic.003G246700	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64851097	64861651	-	3	64816433	64900644	1152.079226	3	64851097	64861651	-	Sobic.003G246700	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	balancing_landrace_only
Sobic.003G246700	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64851097	64861651	-	3	64816433	64900644	1152.079226	3	64851097	64861651	-	Sobic.003G246700	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins	balancing_landrace_only
Sobic.003G246800	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64862533	64868250	-	3	64816433	64900644	1152.079226	3	64862533	64868250	-	Sobic.003G246800	GATA zinc finger	balancing_landrace_only
Sobic.003G246800	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64862533	64868250	-	3	64816433	64900644	1152.079226	3	64862533	64868250	-	Sobic.003G246800	GATA zinc finger	balancing_landrace_only
Sobic.003G246800	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64862533	64868250	-	3	64816433	64900644	1152.079226	3	64862533	64868250	-	Sobic.003G246800	GATA zinc finger	balancing_landrace_only
Sobic.003G246900	3	64800843	64880843	8.26e-06	64840843	1	X2020.HN.flagLeafWidt	HN	3	64878755	64884266	-	3	64816433	64900644	1152.079226	3	64878755	64884266	-	Sobic.003G246900	Myb-like DNA-binding domain	balancing_landrace_only
Sobic.003G246900	3	64801888	64882699	2.1e-07	64841888	4	X2021.HN.percentStarc	HN	3	64878755	64884266	-	3	64816433	64900644	1152.079226	3	64878755	64884266	-	Sobic.003G246900	Myb-like DNA-binding domain	balancing_landrace_only
Sobic.003G246900	3	64813094	64893094	9.26e-06	64853094	1	X2021.plantHeight.N	NR	3	64878755	64884266	-	3	64816433	64900644	1152.079226	3	64878755	64884266	-	Sobic.003G246900	Myb-like DNA-binding domain	balancing_landrace_only
Sobic.003G366850	3	74616605	74699507	6.28e-06	74659507	2	X2020.LN.flagLeafWidt	LN	3	74678988	74712223	+	3	74711942	74803992	1328.525719	3	74678988	74712223	+	Sobic.003G366850	Protein HASTY 1 isoform X1	balancing_landrace_only
Sobic.003G366850	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74678988	74712223	+	3	74711942	74803992	1328.525719	3	74678988	74712223	+	Sobic.003G366850	Protein HASTY 1 isoform X1	balancing_landrace_only
Sobic.003G367000	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74710343	74715841	-	3	74711942	74803992	1328.525719	3	74710343	74715841	-	Sobic.003G367000	RING-type E3 ubiquitin transferase	balancing_landrace_only
Sobic.003G367100	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74721114	74726774	-	3	74711942	74803992	1328.525719	3	74721114	74726774	-	Sobic.003G367100	Dof domain, zinc finger	balancing_landrace_only
Sobic.003G367150	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74730784	74735960	+	3	74711942	74803992	1328.525719	3	74730784	74735960	+	Sobic.003G367150	NA	balancing_landrace_only
Sobic.003G367200	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74733929	74738932	+	3	74711942	74803992	1328.525719	3	74733929	74738932	+	Sobic.003G367200	Anaphase-promoting complex subunit 11 RING-H2 finger	balancing_landrace_only
Sobic.003G367300	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74738877	74746516	+	3	74711942	74803992	1328.525719	3	74738877	74746516	+	Sobic.003G367300	Belongs to the actin family	balancing_landrace_only
Sobic.003G367402	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74746948	74751693	+	3	74711942	74803992	1328.525719	3	74746948	74751693	+	Sobic.003G367402	Histone H3	balancing_landrace_only
Sobic.003G367451	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74747761	74756290	+	3	74711942	74803992	1328.525719	3	74747761	74756290	+	Sobic.003G367451	Belongs to the synaptobrevin family	balancing_landrace_only
Sobic.003G367500	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74753287	74759659	+	3	74711942	74803992	1328.525719	3	74753287	74759659	+	Sobic.003G367500	Belongs to the FBPase class 1 family	balancing_landrace_only
Sobic.003G367601	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74755756	74760762	-	3	74711942	74803992	1328.525719	3	74755756	74760762	-	Sobic.003G367601	Soluble inorganic pyrophosphatase	balancing_landrace_only
Sobic.003G367701	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74756789	74762756	-	3	74711942	74803992	1328.525719	3	74756789	74762756	-	Sobic.003G367701	Soluble inorganic pyrophosphatase	balancing_landrace_only
Sobic.003G367800	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74759907	74764866	-	3	74711942	74803992	1328.525719	3	74759907	74764866	-	Sobic.003G367800	Belongs to the BolA IbaG family	balancing_landrace_only
Sobic.003G367900	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74761280	74767998	-	3	74711942	74803992	1328.525719	3	74761280	74767998	-	Sobic.003G367900	LSM domain	balancing_landrace_only
Sobic.003G368000	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74767867	74776799	+	3	74711942	74803992	1328.525719	3	74767867	74776799	+	Sobic.003G368000	Belongs to the TUB family	balancing_landrace_only
Sobic.003G368100	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74773499	74780693	-	3	74711942	74803992	1328.525719	3	74773499	74780693	-	Sobic.003G368100	Transferase family	balancing_landrace_only
Sobic.003G368200	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74782529	74790610	+	3	74711942	74803992	1328.525719	3	74782529	74790610	+	Sobic.003G368200	WD40 repeats	balancing_landrace_only
Sobic.003G368300	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74787040	74794386	-	3	74711942	74803992	1328.525719	3	74787040	74794386	-	Sobic.003G368300	basic region leucin zipper	balancing_landrace_only
Sobic.003G368400	3	74702375	74825024	2.27e-07	74749789	19	X2020.estimatedPlotYield.N	NR	3	74799987	74814794	+	3	74711942	74803992	1328.525719	3	74799987	74814794	+	Sobic.003G368400	Glycosyltransferase family 28 N-terminal domain	balancing_landrace_only
Sobic.004G044800	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3757685	3765380	-	4	3757885	3864192	1642.785973	4	3757685	3765380	-	Sobic.004G044800	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	balancing_landrace_only
Sobic.004G044866	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3762950	3767711	+	4	3757885	3864192	1642.785973	4	3762950	3767711	+	Sobic.004G044866	NA	balancing_landrace_only
Sobic.004G044932	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3763947	3770871	+	4	3757885	3864192	1642.785973	4	3763947	3770871	+	Sobic.004G044932	-	balancing_landrace_only
Sobic.004G045000	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3768955	3775532	-	4	3757885	3864192	1642.785973	4	3768955	3775532	-	Sobic.004G045000	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	balancing_landrace_only
Sobic.004G045100	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3774201	3780656	-	4	3757885	3864192	1642.785973	4	3774201	3780656	-	Sobic.004G045100	Leucine rich repeat N-terminal domain	balancing_landrace_only
Sobic.004G045150	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3783355	3788207	-	4	3757885	3864192	1642.785973	4	3783355	3788207	-	Sobic.004G045150	NA	balancing_landrace_only
Sobic.004G045200	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3784608	3791702	-	4	3757885	3864192	1642.785973	4	3784608	3791702	-	Sobic.004G045200	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	balancing_landrace_only
Sobic.004G045300	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3795794	3804579	-	4	3757885	3864192	1642.785973	4	3795794	3804579	-	Sobic.004G045300	Belongs to the eukaryotic ribosomal protein eL19 family	balancing_landrace_only
Sobic.004G045400	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3803391	3809349	+	4	3757885	3864192	1642.785973	4	3803391	3809349	+	Sobic.004G045400	60S ribosomal protein L37a	balancing_landrace_only
Sobic.004G045500	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3806942	3815981	-	4	3757885	3864192	1642.785973	4	3806942	3815981	-	Sobic.004G045500	Leucine rich repeat N-terminal domain	balancing_landrace_only
Sobic.004G045700	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3818906	3825549	-	4	3757885	3864192	1642.785973	4	3818906	3825549	-	Sobic.004G045700	Leucine Rich repeat	balancing_landrace_only
Sobic.004G045800	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3827061	3832928	+	4	3757885	3864192	1642.785973	4	3827061	3832928	+	Sobic.004G045800	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	balancing_landrace_only
Sobic.004G045850	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3830644	3835933	-	4	3757885	3864192	1642.785973	4	3830644	3835933	-	Sobic.004G045850	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	balancing_landrace_only
Sobic.004G045900	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3831934	3837031	-	4	3757885	3864192	1642.785973	4	3831934	3837031	-	Sobic.004G045900	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	balancing_landrace_only
Sobic.004G046001	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3834726	3840510	+	4	3757885	3864192	1642.785973	4	3834726	3840510	+	Sobic.004G046001	NA	balancing_landrace_only
Sobic.004G046100	4	3762895	3842895	8.61e-06	3802895	1	X2020.HN.rachisDiameterLowe	HN	4	3836981	3842290	-	4	3757885	3864192	1642.785973	4	3836981	3842290	-	Sobic.004G046100	Belongs to the sulfotransferase 1 family	balancing_landrace_only
Sobic.004G102301	4	9566844	9646844	5.51e-06	9606844	1	X2020.LN.thirdLeafLengt	LN	4	9599850	9611977	+	4	9577164	9671076	1566.264282	4	9599850	9611977	+	Sobic.004G102301	Auxin response factors (ARFs) are transcriptional factors that bind specifically to the DNA sequence 5'-TGTCTC-3' found in the auxin-responsive promoter elements (AuxREs)	balancing_landrace_only
Sobic.004G102400	4	9566844	9646844	5.51e-06	9606844	1	X2020.LN.thirdLeafLengt	LN	4	9644170	9652643	+	4	9577164	9671076	1566.264282	4	9644170	9652643	+	Sobic.004G102400	Las17-binding protein actin regulator	balancing_landrace_only
Sobic.004G103400	4	9865716	9947988	7.05e-07	9905716	3	X2020.panicleGrainWeight.N	NR	4	9874142	9886801	-	4	9833885	9913885	1179.668064	4	9874142	9886801	-	Sobic.004G103400	Leucine Rich Repeat	balancing_landrace_only
Sobic.004G103500	4	9865716	9947988	7.05e-07	9905716	3	X2020.panicleGrainWeight.N	NR	4	9892526	9897403	-	4	9833885	9913885	1179.668064	4	9892526	9897403	-	Sobic.004G103500	-	balancing_landrace_only
Sobic.004G103600	4	9865716	9947988	7.05e-07	9905716	3	X2020.panicleGrainWeight.N	NR	4	9899217	9906642	+	4	9833885	9913885	1179.668064	4	9899217	9906642	+	Sobic.004G103600	Functions as component of the Arp2 3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks	balancing_landrace_only
Sobic.004G103700	4	9907329	9990527	9.71e-06	9950527	2	X2020.LN.thirdLeafLengt	LN	4	9903498	9909823	-	4	9833885	9913885	1179.668064	4	9903498	9909823	-	Sobic.004G103700	Ribosomal protein L16p/L10e	balancing_landrace_only
Sobic.004G103700	4	9865716	9947988	7.05e-07	9905716	3	X2020.panicleGrainWeight.N	NR	4	9903498	9909823	-	4	9833885	9913885	1179.668064	4	9903498	9909823	-	Sobic.004G103700	Ribosomal protein L16p/L10e	balancing_landrace_only
Sobic.004G128400	4	16334891	16486001	2.64e-06	16375891	3	X2020.HN.thirdLeafWidt	HN	4	16462487	16468098	+	4	16421410	16538489	1494.693322	4	16462487	16468098	+	Sobic.004G128400	Belongs to the class I-like SAM-binding methyltransferase superfamily. Cation-independent O- methyltransferase family	balancing_landrace_only
Sobic.004G157600	4	52373484	52453484	9.76e-06	52413484	1	X2020.LN.rachisLengt	LN	4	52434079	52443144	+	4	52433627	52513627	1204.291278	4	52434079	52443144	+	Sobic.004G157600	Protein of unknown function (DUF3685)	balancing_landrace_only
Sobic.004G157700	4	52373484	52453484	9.76e-06	52413484	1	X2020.LN.rachisLengt	LN	4	52439107	52450422	-	4	52433627	52513627	1204.291278	4	52439107	52450422	-	Sobic.004G157700	Hydroxyproline-rich glycoprotein family protein	balancing_landrace_only
Sobic.004G220200	4	59524444	59604444	7.04e-06	59564444	1	X2021.plantHeight.N	NR	4	59538684	59553117	+	4	59476746	59557150	1159.326607	4	59538684	59553117	+	Sobic.004G220200	-	balancing_landrace_only
Sobic.004G313800	4	67573169	67678257	3.4e-09	67613169	5	X2020.panicleGrainWeight.N	NR	4	67573347	67578049	-	4	67558639	67639884	1126.97519	4	67573347	67578049	-	Sobic.004G313800	-	balancing_landrace_only
Sobic.004G313900	4	67573169	67678257	3.4e-09	67613169	5	X2020.panicleGrainWeight.N	NR	4	67579659	67588966	+	4	67558639	67639884	1126.97519	4	67579659	67588966	+	Sobic.004G313900	in StAR and phosphatidylcholine transfer protein	balancing_landrace_only
Sobic.004G314000	4	67573169	67678257	3.4e-09	67613169	5	X2020.panicleGrainWeight.N	NR	4	67591915	67604999	+	4	67558639	67639884	1126.97519	4	67591915	67604999	+	Sobic.004G314000	NRDE-2, necessary for RNA interference	balancing_landrace_only
Sobic.004G314100	4	67573169	67678257	3.4e-09	67613169	5	X2020.panicleGrainWeight.N	NR	4	67600825	67607909	-	4	67558639	67639884	1126.97519	4	67600825	67607909	-	Sobic.004G314100	-	balancing_landrace_only
Sobic.004G314200	4	67573169	67678257	3.4e-09	67613169	5	X2020.panicleGrainWeight.N	NR	4	67614061	67620778	+	4	67558639	67639884	1126.97519	4	67614061	67620778	+	Sobic.004G314200	Lignin degradation and detoxification of lignin-derived products	balancing_landrace_only
Sobic.004G314300	4	67573169	67678257	3.4e-09	67613169	5	X2020.panicleGrainWeight.N	NR	4	67624264	67630847	+	4	67558639	67639884	1126.97519	4	67624264	67630847	+	Sobic.004G314300	Lignin degradation and detoxification of lignin-derived products	balancing_landrace_only
Sobic.005G102300	5	18065583	18145583	2.83e-06	18105583	1	X2021.tillersPerPlant.N	NR	5	18061046	18065942	-	5	17962546	18087601	1867.445306	5	18061046	18065942	-	Sobic.005G102300	Dirigent proteins impart stereoselectivity on the phenoxy radical-coupling reaction, yielding optically active lignans from two molecules of coniferyl alcohol in the biosynthesis of lignans, flavonolignans, and alkaloids and thus plays a central role in plant secondary metabolism	balancing_landrace_only
Sobic.005G102351	5	18065583	18145583	2.83e-06	18105583	1	X2021.tillersPerPlant.N	NR	5	18065849	18070443	+	5	17962546	18087601	1867.445306	5	18065849	18070443	+	Sobic.005G102351	NA	balancing_landrace_only
Sobic.005G102401	5	18065583	18145583	2.83e-06	18105583	1	X2021.tillersPerPlant.N	NR	5	18069198	18074176	-	5	17962546	18087601	1867.445306	5	18069198	18074176	-	Sobic.005G102401	Dirigent proteins impart stereoselectivity on the phenoxy radical-coupling reaction, yielding optically active lignans from two molecules of coniferyl alcohol in the biosynthesis of lignans, flavonolignans, and alkaloids and thus plays a central role in plant secondary metabolism	balancing_landrace_only
Sobic.005G116700	5	55948207	56098003	3.89e-06	55988207	2	X2020.HN.daysToFlowe	HN	5	55948634	55969293	+	5	55858418	56065130	2481.123358	5	55948634	55969293	+	Sobic.005G116700	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	balancing_landrace_only
Sobic.005G116700	5	55960357	56091598	2.83e-06	56000357	2	X2020.LN.panicleGrainWeigh	LN	5	55948634	55969293	+	5	55858418	56065130	2481.123358	5	55948634	55969293	+	Sobic.005G116700	Belongs to the protein kinase superfamily. Ser Thr protein kinase family	balancing_landrace_only
Sobic.005G116900	5	55948207	56098003	3.89e-06	55988207	2	X2020.HN.daysToFlowe	HN	5	55997653	56002999	+	5	55858418	56065130	2481.123358	5	55997653	56002999	+	Sobic.005G116900	-	balancing_landrace_only
Sobic.005G116900	5	55960357	56091598	2.83e-06	56000357	2	X2020.LN.panicleGrainWeigh	LN	5	55997653	56002999	+	5	55858418	56065130	2481.123358	5	55997653	56002999	+	Sobic.005G116900	-	balancing_landrace_only
Sobic.005G118100	5	56374333	56455210	5.7e-06	56415210	2	X2020.HN.plantHeigh	HN	5	56426525	56431850	-	5	56422196	56502205	1416.763591	5	56426525	56431850	-	Sobic.005G118100	Belongs to the protein kinase superfamily. Tyr protein kinase family	balancing_landrace_only
Sobic.005G118301	5	56374333	56455210	5.7e-06	56415210	2	X2020.HN.plantHeigh	HN	5	56430386	56436003	-	5	56422196	56502205	1416.763591	5	56430386	56436003	-	Sobic.005G118301	Plastocyanin-like domain	balancing_landrace_only
Sobic.005G118400	5	56374333	56455210	5.7e-06	56415210	2	X2020.HN.plantHeigh	HN	5	56431794	56448159	-	5	56422196	56502205	1416.763591	5	56431794	56448159	-	Sobic.005G118400	-	balancing_landrace_only
Sobic.005G118500	5	56374333	56455210	5.7e-06	56415210	2	X2020.HN.plantHeigh	HN	5	56452150	56460078	+	5	56422196	56502205	1416.763591	5	56452150	56460078	+	Sobic.005G118500	-	balancing_landrace_only
Sobic.005G127300	5	60130924	60211394	1.3e-06	60170924	3	X2021.LN.daysToFlowe	LN	5	60096667	60151386	-	5	59997849	60155980	2028.823223	5	60096667	60151386	-	Sobic.005G127300	Protein HASTY 1 isoform X1	balancing_landrace_only
